"Name","UniqueID","TrainingStatusId","TrainingLevel","AttributeType","AttributeValue","Training_NeedCostId","Training_NeedCostCount","Training_NeedUse01Id","Training_NeedItem01Count","Training_NeedUse02Id","Training_NeedItem02Count","Training_Success","Training_Fail","Training_CriticalFail","CriticalFail_Down1Level","CriticalFail_Down2Level","CriticalFail_Down3Level","CriticalFail_Down4Level","CriticalFail_Down5Level","Slot_Bg_Grade"
"4050209","4050209","40502","9","42","450","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050210","4050210","40502","10","42","500","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050301","4050301","40503","1","41","50","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"4050302","4050302","40503","2","41","100","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"4050303","4050303","40503","3","41","150","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050304","4050304","40503","4","41","200","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050305","4050305","40503","5","41","250","11","10000","517000412","1","904000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050306","4050306","40503","6","41","300","11","10000","517000412","1","904000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050307","4050307","40503","7","41","350","11","10000","517000412","2","904000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050308","4050308","40503","8","41","400","11","10000","517000412","2","904000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050309","4050309","40503","9","41","450","11","50000","517000413","1","904000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050310","4050310","40503","10","41","500","11","50000","517000413","1","904000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050401","4050401","40504","1","43","50","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"4050402","4050402","40504","2","43","100","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"4050403","4050403","40504","3","43","150","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050404","4050404","40504","4","43","200","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050405","4050405","40504","5","43","250","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050406","4050406","40504","6","43","300","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050407","4050407","40504","7","43","350","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050408","4050408","40504","8","43","400","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050409","4050409","40504","9","43","450","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050410","4050410","40504","10","43","500","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050501","4050501","40505","1","89","300","11","1000","517000411","5","906000002","1","7000","3000","0","0","0","0","0","0","3"
"4050502","4050502","40505","2","89","600","11","1000","517000411","5","906000002","1","5000","5000","0","0","0","0","0","0","3"
"4050503","4050503","40505","3","89","900","11","1000","517000411","10","906000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050504","4050504","40505","4","89","1200","11","1000","517000411","10","906000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050505","4050505","40505","5","89","1500","11","10000","517000412","1","906000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050506","4050506","40505","6","89","1800","11","10000","517000412","1","906000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050507","4050507","40505","7","89","2100","11","10000","517000412","2","906000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050508","4050508","40505","8","89","2400","11","10000","517000412","2","906000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050509","4050509","40505","9","89","2700","11","50000","517000413","1","906000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050510","4050510","40505","10","89","3000","11","50000","517000413","1","906000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050601","4050601","40506","1","82","300","11","1000","517000411","5","908000002","1","7000","3000","0","0","0","0","0","0","3"
"4050602","4050602","40506","2","82","600","11","1000","517000411","5","908000002","1","5000","5000","0","0","0","0","0","0","3"
"4050603","4050603","40506","3","82","900","11","1000","517000411","10","908000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050604","4050604","40506","4","82","1200","11","1000","517000411","10","908000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050605","4050605","40506","5","82","1500","11","10000","517000412","1","908000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050606","4050606","40506","6","82","1800","11","10000","517000412","1","908000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050607","4050607","40506","7","82","2100","11","10000","517000412","2","908000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050608","4050608","40506","8","82","2400","11","10000","517000412","2","908000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050609","4050609","40506","9","82","2700","11","50000","517000413","1","908000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050610","4050610","40506","10","82","3000","11","50000","517000413","1","908000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050701","4050701","40507","1","84","300","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"4050702","4050702","40507","2","84","600","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"4050703","4050703","40507","3","84","900","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050704","4050704","40507","4","84","1200","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050705","4050705","40507","5","84","1500","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050706","4050706","40507","6","84","1800","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050707","4050707","40507","7","84","2100","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050708","4050708","40507","8","84","2400","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050709","4050709","40507","9","84","2700","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050710","4050710","40507","10","84","3000","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4050801","4050801","40508","1","91","300","11","1000","517000411","5","907000002","1","7000","3000","0","0","0","0","0","0","3"
"4050802","4050802","40508","2","91","600","11","1000","517000411","5","907000002","1","5000","5000","0","0","0","0","0","0","3"
"4050803","4050803","40508","3","91","900","11","1000","517000411","10","907000002","2","4000","5500","500","10000","0","0","0","0","3"
"4050804","4050804","40508","4","91","1200","11","1000","517000411","10","907000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4050805","4050805","40508","5","91","1500","11","10000","517000412","1","907000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4050806","4050806","40508","6","91","1800","11","10000","517000412","1","907000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4050807","4050807","40508","7","91","2100","11","10000","517000412","2","907000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4050808","4050808","40508","8","91","2400","11","10000","517000412","2","907000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4050809","4050809","40508","9","91","2700","11","50000","517000413","1","907000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4050810","4050810","40508","10","91","3000","11","50000","517000413","1","907000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060101","4060101","40601","1","119","30","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"4060102","4060102","40601","2","119","60","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"4060103","4060103","40601","3","119","90","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060104","4060104","40601","4","119","120","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060105","4060105","40601","5","119","150","11","10000","517000412","1","904000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060106","4060106","40601","6","119","180","11","10000","517000412","1","904000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060107","4060107","40601","7","119","210","11","10000","517000412","2","904000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060108","4060108","40601","8","119","240","11","10000","517000412","2","904000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060109","4060109","40601","9","119","270","11","50000","517000413","1","904000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060110","4060110","40601","10","119","300","11","50000","517000413","1","904000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060201","4060201","40602","1","50","30","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"4060202","4060202","40602","2","50","60","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"4060203","4060203","40602","3","50","90","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060204","4060204","40602","4","50","120","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060205","4060205","40602","5","50","150","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060206","4060206","40602","6","50","180","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060207","4060207","40602","7","50","210","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060208","4060208","40602","8","50","240","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060209","4060209","40602","9","50","270","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060210","4060210","40602","10","50","300","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060301","4060301","40603","1","52","30","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"4060302","4060302","40603","2","52","60","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"4060303","4060303","40603","3","52","90","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060304","4060304","40603","4","52","120","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060305","4060305","40603","5","52","150","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060306","4060306","40603","6","52","180","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060307","4060307","40603","7","52","210","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060308","4060308","40603","8","52","240","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060309","4060309","40603","9","52","270","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060310","4060310","40603","10","52","300","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060401","4060401","40604","1","48","30","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"4060402","4060402","40604","2","48","60","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"4060403","4060403","40604","3","48","90","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060404","4060404","40604","4","48","120","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060405","4060405","40604","5","48","150","11","10000","517000412","1","904000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060406","4060406","40604","6","48","180","11","10000","517000412","1","904000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060407","4060407","40604","7","48","210","11","10000","517000412","2","904000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060408","4060408","40604","8","48","240","11","10000","517000412","2","904000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060409","4060409","40604","9","48","270","11","50000","517000413","1","904000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060410","4060410","40604","10","48","300","11","50000","517000413","1","904000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060501","4060501","40605","1","120","30","11","1000","517000411","5","908000002","1","7000","3000","0","0","0","0","0","0","3"
"4060502","4060502","40605","2","120","60","11","1000","517000411","5","908000002","1","5000","5000","0","0","0","0","0","0","3"
"4060503","4060503","40605","3","120","90","11","1000","517000411","10","908000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060504","4060504","40605","4","120","120","11","1000","517000411","10","908000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060505","4060505","40605","5","120","150","11","10000","517000412","1","908000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060506","4060506","40605","6","120","180","11","10000","517000412","1","908000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060507","4060507","40605","7","120","210","11","10000","517000412","2","908000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060508","4060508","40605","8","120","240","11","10000","517000412","2","908000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060509","4060509","40605","9","120","270","11","50000","517000413","1","908000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060510","4060510","40605","10","120","300","11","50000","517000413","1","908000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060601","4060601","40606","1","51","30","11","1000","517000411","5","906000002","1","7000","3000","0","0","0","0","0","0","3"
"4060602","4060602","40606","2","51","60","11","1000","517000411","5","906000002","1","5000","5000","0","0","0","0","0","0","3"
"4060603","4060603","40606","3","51","90","11","1000","517000411","10","906000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060604","4060604","40606","4","51","120","11","1000","517000411","10","906000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060605","4060605","40606","5","51","150","11","10000","517000412","1","906000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060606","4060606","40606","6","51","180","11","10000","517000412","1","906000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060607","4060607","40606","7","51","210","11","10000","517000412","2","906000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060608","4060608","40606","8","51","240","11","10000","517000412","2","906000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060609","4060609","40606","9","51","270","11","50000","517000413","1","906000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060610","4060610","40606","10","51","300","11","50000","517000413","1","906000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060701","4060701","40607","1","53","30","11","1000","517000411","5","907000002","1","7000","3000","0","0","0","0","0","0","3"
"4060702","4060702","40607","2","53","60","11","1000","517000411","5","907000002","1","5000","5000","0","0","0","0","0","0","3"
"4060703","4060703","40607","3","53","90","11","1000","517000411","10","907000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060704","4060704","40607","4","53","120","11","1000","517000411","10","907000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060705","4060705","40607","5","53","150","11","10000","517000412","1","907000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060706","4060706","40607","6","53","180","11","10000","517000412","1","907000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060707","4060707","40607","7","53","210","11","10000","517000412","2","907000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060708","4060708","40607","8","53","240","11","10000","517000412","2","907000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060709","4060709","40607","9","53","270","11","50000","517000413","1","907000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060710","4060710","40607","10","53","300","11","50000","517000413","1","907000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4060801","4060801","40608","1","49","30","11","1000","517000411","5","906000002","1","7000","3000","0","0","0","0","0","0","3"
"4060802","4060802","40608","2","49","60","11","1000","517000411","5","906000002","1","5000","5000","0","0","0","0","0","0","3"
"4060803","4060803","40608","3","49","90","11","1000","517000411","10","906000002","2","4000","5500","500","10000","0","0","0","0","3"
"4060804","4060804","40608","4","49","120","11","1000","517000411","10","906000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4060805","4060805","40608","5","49","150","11","10000","517000412","1","906000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4060806","4060806","40608","6","49","180","11","10000","517000412","1","906000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4060807","4060807","40608","7","49","210","11","10000","517000412","2","906000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4060808","4060808","40608","8","49","240","11","10000","517000412","2","906000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4060809","4060809","40608","9","49","270","11","50000","517000413","1","906000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4060810","4060810","40608","10","49","300","11","50000","517000413","1","906000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070101","4070101","40701","1","44","25","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"4070102","4070102","40701","2","44","50","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"4070103","4070103","40701","3","44","75","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070104","4070104","40701","4","44","100","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070105","4070105","40701","5","44","125","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070106","4070106","40701","6","44","150","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070107","4070107","40701","7","44","175","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070108","4070108","40701","8","44","200","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070109","4070109","40701","9","44","225","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070110","4070110","40701","10","44","250","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070201","4070201","40702","1","45","25","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"4070202","4070202","40702","2","45","50","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"4070203","4070203","40702","3","45","75","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070204","4070204","40702","4","45","100","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070205","4070205","40702","5","45","125","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070206","4070206","40702","6","45","150","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070207","4070207","40702","7","45","175","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070208","4070208","40702","8","45","200","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070209","4070209","40702","9","45","225","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070210","4070210","40702","10","45","250","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070301","4070301","40703","1","32","60","11","1000","517000411","5","908000002","1","7000","3000","0","0","0","0","0","0","3"
"4070302","4070302","40703","2","32","120","11","1000","517000411","5","908000002","1","5000","5000","0","0","0","0","0","0","3"
"4070303","4070303","40703","3","32","180","11","1000","517000411","10","908000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070304","4070304","40703","4","32","240","11","1000","517000411","10","908000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070305","4070305","40703","5","32","300","11","10000","517000412","1","908000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070306","4070306","40703","6","32","360","11","10000","517000412","1","908000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070307","4070307","40703","7","32","420","11","10000","517000412","2","908000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070308","4070308","40703","8","32","480","11","10000","517000412","2","908000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070309","4070309","40703","9","32","540","11","50000","517000413","1","908000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070310","4070310","40703","10","32","600","11","50000","517000413","1","908000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070401","4070401","40704","1","33","60","11","1000","517000411","5","907000002","1","7000","3000","0","0","0","0","0","0","3"
"4070402","4070402","40704","2","33","120","11","1000","517000411","5","907000002","1","5000","5000","0","0","0","0","0","0","3"
"4070403","4070403","40704","3","33","180","11","1000","517000411","10","907000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070404","4070404","40704","4","33","240","11","1000","517000411","10","907000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070405","4070405","40704","5","33","300","11","10000","517000412","1","907000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070406","4070406","40704","6","33","360","11","10000","517000412","1","907000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070407","4070407","40704","7","33","420","11","10000","517000412","2","907000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070408","4070408","40704","8","33","480","11","10000","517000412","2","907000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070409","4070409","40704","9","33","540","11","50000","517000413","1","907000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070410","4070410","40704","10","33","600","11","50000","517000413","1","907000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070501","4070501","40705","1","34","60","11","1000","517000411","5","906000002","1","7000","3000","0","0","0","0","0","0","3"
"4070502","4070502","40705","2","34","120","11","1000","517000411","5","906000002","1","5000","5000","0","0","0","0","0","0","3"
"4070503","4070503","40705","3","34","180","11","1000","517000411","10","906000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070504","4070504","40705","4","34","240","11","1000","517000411","10","906000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070505","4070505","40705","5","34","300","11","10000","517000412","1","906000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070506","4070506","40705","6","34","360","11","10000","517000412","1","906000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070507","4070507","40705","7","34","420","11","10000","517000412","2","906000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070508","4070508","40705","8","34","480","11","10000","517000412","2","906000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070509","4070509","40705","9","34","540","11","50000","517000413","1","906000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070510","4070510","40705","10","34","600","11","50000","517000413","1","906000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070601","4070601","40706","1","35","60","11","1000","517000411","5","907000002","1","7000","3000","0","0","0","0","0","0","3"
"4070602","4070602","40706","2","35","120","11","1000","517000411","5","907000002","1","5000","5000","0","0","0","0","0","0","3"
"4070603","4070603","40706","3","35","180","11","1000","517000411","10","907000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070604","4070604","40706","4","35","240","11","1000","517000411","10","907000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070605","4070605","40706","5","35","300","11","10000","517000412","1","907000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070606","4070606","40706","6","35","360","11","10000","517000412","1","907000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070607","4070607","40706","7","35","420","11","10000","517000412","2","907000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070608","4070608","40706","8","35","480","11","10000","517000412","2","907000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070609","4070609","40706","9","35","540","11","50000","517000413","1","907000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070610","4070610","40706","10","35","600","11","50000","517000413","1","907000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070701","4070701","40707","1","38","20","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"4070702","4070702","40707","2","38","40","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"4070703","4070703","40707","3","38","60","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070704","4070704","40707","4","38","80","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070705","4070705","40707","5","38","100","11","10000","517000412","1","904000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070706","4070706","40707","6","38","120","11","10000","517000412","1","904000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070707","4070707","40707","7","38","140","11","10000","517000412","2","904000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070708","4070708","40707","8","38","160","11","10000","517000412","2","904000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070709","4070709","40707","9","38","180","11","50000","517000413","1","904000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070710","4070710","40707","10","38","200","11","50000","517000413","1","904000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4070801","4070801","40708","1","39","20","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"4070802","4070802","40708","2","39","40","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"4070803","4070803","40708","3","39","60","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"4070804","4070804","40708","4","39","80","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4070805","4070805","40708","5","39","100","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4070806","4070806","40708","6","39","120","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4070807","4070807","40708","7","39","140","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4070808","4070808","40708","8","39","160","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4070809","4070809","40708","9","39","180","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4070810","4070810","40708","10","39","200","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4080101","4080101","40801","1","1","1000","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"4080102","4080102","40801","2","1","2000","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"4080103","4080103","40801","3","1","3000","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"4080104","4080104","40801","4","1","4000","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"4080105","4080105","40801","5","1","5000","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"4080106","4080106","40801","6","1","6000","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"4080107","4080107","40801","7","1","7000","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"4080108","4080108","40801","8","1","8000","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"4080109","4080109","40801","9","1","9000","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"4080110","4080110","40801","10","1","10000","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"4080201","4080201","40802","1","6","100","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"4080202","4080202","40802","2","6","200","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"4080203","4080203","40802","3","6","300","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"4080204","4080204","40802","4","6","400","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
