"Name","MonsterId","GroupId","NameSid","NameTitleSid","HideLevel","MonsterResourceID","MonColorGroupID","MonScale","GhostShader","Race","MonGrade","WayPointAuto","Level","MonType","MaxHP","PhysicalAttack","MagicAttack","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","WalkSpeed","RunSpeed","FastRunSpeed","CombatPower","Exp","NameTagDropItemId","DropType","DropItemId","HpStack","PierceBody","UseAppear","BodyCleartime","FSMIndex","FactionType","ViewRange","ActivityRange","ActivityDelayMinSec","ActivityDelayMaxSec","SearchingType","AiIndex","TargetingType","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","ServerCapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","NaviMeshType","PartsRadius","SiegeMode","CollectItemId","CollectDropRate","CollectDropCount","MonsterFunctionData","SummonGoblinRate01","GoblinId01","SummonGoblinRate02","GoblinId02","QuestDropId"
"301303103","301303103","2","3706129","3700209","0","503081","110142","1.3","0","2","3","1","162","1","299871","9574","9574","5582","5582","2870","2872","2519","2281","4574","3201","4058","5403","3241","1496","2205","1620","0","0","664","581","747","581","0","0","664","581","581","581","200","500","500","148101","27990","1033162","1","48033001","59974","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10354010,10354020)","(10354030,10354040,10354130,10354140)","(15,10,45,30)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","375","0","160","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301303201","301303201","3","3706130","3700210","0","503051","0","0.75","0","2","1","0","164","1","88230","9218","9218","5631","5631","2896","2899","2538","2299","4620","3234","4104","5458","3274","1412","2231","1637","0","0","680","595","765","595","0","0","680","595","595","595","250","500","500","148864","14274","0","1","48031001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10351010,10351020)","(10351030,10351040,10351130,10351140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","337","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301303202","301303202","3","3706131","3700210","0","503031","0","0.6","0","2","1","0","164","1","88230","9218","9218","5631","5631","2896","2899","2538","2299","4620","3234","4104","5458","3274","1412","2231","1637","0","0","680","595","765","595","0","0","680","595","595","595","250","500","500","148864","14274","0","1","48031001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10349010,10349020)","(10349030,10349040,10349050,10349130,10349140,10349150)","(30,30,40,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","420","0","260","250","250","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301303203","301303203","3","3706132","3700211","0","503001","0","0.7","0","2","3","1","164","1","302629","9657","9657","5631","5631","2896","2899","2538","2299","4620","3234","4104","5458","3274","1512","2231","1637","0","0","680","595","765","595","0","0","680","595","595","595","250","500","500","148864","28548","1033164","1","48033001","60526","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10346010,10346020)","(10346030,10346040,10346050,10346060,10346130,10346150)","(10,20,10,20,20,20)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","430","0","190","180","180","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301303204","301303204","0","3706133","0","0","503181","0","1.1","0","2","4","1","170","1","35570160","11808","11808","5828","5828","3601","3005","2875","2368","4805","3363","4287","5674","3404","1660","2334","1702","0","0","728","637","819","637","0","0","728","637","637","637","170","500","500","151923","0","0","1","0","60908","0","3","0","101","2","1500","5000","8","20","0","61200","1","0.5","0.5","1","3","(10375010,10375020,10375040)","(10375050,10375070,10375080,10375100,10375110)","(20,20,20,20,20)","(20,20,20,20,20)","(20,20,20,20,20)","(20,20,20,20,20)","(0)","(0)","(0)","(0)","(0)","(0)","110","600","0","350","300","300","10000","10000","10000","30","100","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301303205","301303205","0","0","0","0","500601","0","1","0","0","1","0","170","4","35570160","11808","11808","5828","5828","3601","3005","2875","2368","4805","3363","4287","5674","3404","0","2334","1702","0","0","728","637","819","637","0","0","728","637","637","637","0","0","0","151923","0","0","1","0","0","0","0","0","302","2","5000","5000","8","20","0","61300","1","15","15","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","380","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304001","301304001","1","3706134","3700212","0","503021","0","0.8","0","2","1","0","180","1","97830","10059","10059","6143","6143","3158","3162","2751","2492","5116","3581","4521","5973","3583","1540","2510","1791","0","0","808","707","909","707","0","0","808","707","707","707","200","500","500","180427","19518","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10348010,10348020)","(10348030,10348040,10348130,10348140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304002","301304002","1","3706135","3700212","0","503031","0","0.6","0","2","1","0","180","1","97830","10059","10059","6143","6143","3158","3162","2751","2492","5116","3581","4521","5973","3583","1540","2510","1791","0","0","808","707","909","707","0","0","808","707","707","707","250","500","500","180427","19518","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10349010,10349020)","(10349030,10349040,10349050,10349130,10349140,10349150)","(30,30,40,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","420","0","260","250","250","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304003","301304003","1","3706136","3700213","0","503001","110144","1","0","2","3","1","180","1","335557","10538","10538","6143","6143","3158","3162","2751","2492","5116","3581","4521","5973","3583","1640","2510","1791","0","0","808","707","909","707","0","0","808","707","707","707","250","500","500","180427","39036","1033180","1","48043001","67111","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10346010,10346020)","(10346030,10346040,10346050,10346060,10346130,10346150)","(10,20,10,20,20,20)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","450","0","190","180","180","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304101","301304101","2","3706137","3700214","0","503081","0","0.75","0","2","1","0","182","1","98286","10106","10106","6199","6199","3186","3190","2776","2515","5161","3612","4554","6028","3616","1556","2543","1808","0","0","824","721","927","721","0","0","824","721","721","721","200","500","500","182608","19908","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10354010,10354020)","(10354030,10354040,10354130,10354140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","337","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304102","301304102","2","3706138","3700214","0","503051","0","0.75","0","2","1","0","182","1","98286","10106","10106","6199","6199","3186","3190","2776","2515","5161","3612","4554","6028","3616","1556","2543","1808","0","0","824","721","927","721","0","0","824","721","721","721","250","500","500","182608","19908","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10351010,10351020)","(10351030,10351040,10351130,10351140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","337","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304103","301304103","2","3706139","3700215","0","503071","100396","1.4","0","2","3","1","182","1","337121","10588","10588","6199","6199","3186","3190","2776","2515","5161","3612","4554","6028","3616","1656","2543","1808","0","0","824","721","927","721","0","0","824","721","721","721","250","500","500","182608","39816","1033182","1","48043001","67424","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10353010)","(10353020,10353030,10353120,10353130)","(15,15,35,35)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","160","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304201","301304201","3","3706140","3700216","0","503042","0","0.6","0","2","1","0","184","1","98742","10155","10155","6245","6245","3213","3218","2801","2538","5205","3643","4587","6083","3649","1572","2575","1824","0","0","840","735","945","735","0","0","840","735","735","735","250","500","500","184558","20307","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10350010)","(10350020,10350030,10350120,10350130)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","290","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304202","301304202","3","3706141","3700216","0","503061","0","0.75","0","2","1","0","184","1","98742","10155","10155","6245","6245","3213","3218","2801","2538","5205","3643","4587","6083","3649","1572","2575","1824","0","0","840","735","945","735","0","0","840","735","735","735","200","500","500","184558","20307","0","1","48041001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10352010,10352020)","(10352030,10352040,10352050,10352130,10352140,10352150)","(33,33,34,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","1350","0","160","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"301304203","301304203","3","3706142","3700217","0","503011","0","1.2","0","2","3","1","184","1","338685","10638","10638","6245","6245","3213","3218","2801","2538","5205","3643","4587","6083","3649","1672","2575","1824","0","0","840","735","945","735","0","0","840","735","735","735","250","500","500","184558","40614","1033184","1","48043001","67737","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10347010,10347020)","(10347030,10347040,10347050,10347060,10347130,10347160)","(10,20,20,10,20,20)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","190","180","180","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400001001","400001001","65","105800001","105700001","0","503371","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","500","500","146870","12807","0","1","120011001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10348010,10348020)","(10348030,10348040,10348130,10348140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400001002","400001002","65","105800002","105700001","0","503381","0","0.7","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","12807","0","1","120011001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10349010,10349020,10349050)","(10349030,10349040,10349050,10349130,10349140,10349150)","(0,45,55,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","365","0","260","250","250","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400001003","400001003","65","105800003","105700001","0","503021","0","1","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","500","500","146870","12807","0","1","120011001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10348010,10348020)","(10348030,10348040,10348130,10348140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400001004","400001004","65","105800014","105700001","0","503351","0","1.3","0","2","3","1","160","1","216563","9491","9491","5533","5533","2843","2846","2500","2264","5434","3486","4012","5349","3209","780","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","700","700","146870","25614","20123160","1","120013001","54141","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10379010,10379020,10379030)","(10379040,10379050,10379060,10379070,10379080,10379090,10379150)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","570","0","240","230","230","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400001101","400001101","0","105802999","0","1","503152","0","1","0","0","2","0","177","1","1189575","11716","11716","6012","6012","3402","3097","2694","2440","4986","3490","4424","5848","3508","816","2437","1754","0","0","784","686","882","686","0","0","784","686","686","686","0","0","0","176427","0","0","1","0","0","1","0","0","502","1","1500","5000","8","20","0","0","1","0.5","0.5","0","0","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","120","100","100","500","1000","20000","0","0","0","0","0","0","0","0","HideLv/HideNameTag","0","0","0","0","(0)"
"400001102","400001102","0","105802065","0","1","400562","0","1.2","0","0","2","0","160","3","541425","5393","5393","5533","5533","3127","2846","2500","2264","4528","3169","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","0","0","0","146870","0","0","1","0","0","1","0","0","401","1","1500","5000","8","20","0","0","1","1.5","1.5","1","2","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","426","0","300","100","100","500","1000","20000","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"400001103","400001103","0","3701266","0","1","501651","110118","1","0","4","2","0","160","1","1082813","100","100","5533","5533","2000","2846","2500","2264","4528","3169","401","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","178","350","350","146870","0","0","1","0","0","0","0","0","101","1","1500","5000","8","20","1","0","1","0.5","0.5","1","2","(10206010,10206020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","130","100","100","500","1000","500","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"400002001","400002001","0","105800004","105700002","0","503371","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","500","500","146870","0","0","1","0","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10348010,10348020)","(10348030,10348040,10348130,10348140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400002002","400002002","0","105800005","105700002","0","503381","0","0.7","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","0","0","1","0","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10349010,10349020,10349050)","(10349030,10349040,10349050,10349130,10349140,10349150)","(0,45,55,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","365","0","260","250","250","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400002003","400002003","0","105800006","105700002","0","503401","0","0.5","0","2","2","0","160","1","71899","9059","9059","6000","6000","2400","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","0","0","1","0","0","0","0","0","201","2","1500","5000","8","20","1","0","1","0.5","0.5","3","5","(10366010,10366020)","(10346030,10346040,10346050,10346060,10346130,10346150)","(60,0,40,0,0,0)","(16,16,17,17,17,17)","(16,16,17,17,17,17)","(16,16,17,17,17,17)","(0)","(0)","(0)","(0)","(0)","(0)","110","340","0","190","180","180","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400002004","400002004","0","105800007","105700002","0","503411","0","1","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","0","0","1","0","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10351010,10351020)","(10351030,10351040,10351130,10351140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400002005","400002005","0","105800008","105700002","0","503351","0","1.7","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","700","700","146870","0","0","1","0","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10379010,10379020,10379030)","(10379040,10379050,10379060,10379070,10379080,10379090,10379150)","(100,0,0,0,0,0,0)","(100,0,0,0,0,0,0)","(100,0,0,0,0,0,0)","(100,0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","730","0","240","230","230","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003001","400003001","3","105800009","105700003","0","503271","0","1.2","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","220","350","350","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10094010,10094020)","(10094030,10094040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","410","0","200","160","160","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003002","400003002","3","105800010","105700003","0","503281","0","1","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","242","350","350","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10019010,10019020)","(10019030,10019040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","150","130","130","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003003","400003003","3","105800011","105700003","0","503291","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","306","350","350","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10196010,10196020)","(10196030,10196040,10196050)","(33,33,34)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","250","200","200","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003004","400003004","1","105800018","105700016","0","503191","0","1.4","0","4","3","1","160","1","216563","9491","9491","5533","5533","2843","2846","2500","2264","5434","3486","4012","5349","3209","780","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","160","500","500","146870","25614","20123160","1","120023001","54141","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10376010,10376020,10376030)","(10376040,10376060,10376090)","(34,33,33)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","680","0","250","220","220","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003005","400003005","2","105800013","105700005","0","503381","0","0.6","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10349010,10349020,10349050)","(10349030,10349040,10349050,10349130,10349140,10349150)","(0,45,55,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","420","0","260","250","250","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003006","400003006","2","105800014","105700005","0","503411","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10351010,10351020)","(10351030,10351040,10351130,10351140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003007","400003007","2","105800015","105700005","0","503351","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","200","700","700","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10379010,10379020,10379030)","(10379040,10379050,10379060,10379070,10379080,10379090,10379150)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0,100,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","370","0","240","230","230","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003008","400003008","1","105800058","105700006","0","503392","0","1","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10350010)","(10350020,10350030,10350120,10350130)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003009","400003009","1","105800016","105700006","0","503271","0","0.8","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","220","350","350","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","1","1","3","5","(10094010,10094020)","(10094030,10094040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","200","160","160","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"400003010","400003010","1","105800002","105700006","0","503381","0","0.5","0","2","2","0","160","1","71899","9059","9059","5533","5533","2843","2846","2500","2264","4981","3486","4012","5349","3209","680","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","250","500","500","146870","12807","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10349010,10349020,10349050)","(10349030,10349040,10349050,10349130,10349140,10349150)","(0,45,55,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","375","0","260","250","250","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003011","400003011","4","105800019","105700007","0","503371","0","0.8","0","2","2","0","161","1","72230","9099","9099","5558","5558","2857","2860","2510","2273","5006","3504","4035","5376","3225","688","2192","1612","0","0","656","574","738","574","0","0","656","574","574","574","200","500","500","147777","12933","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10348010,10348020)","(10348030,10348040,10348130,10348140)","(60,40,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","160","150","150","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003012","400003012","4","105800020","105700007","0","503381","0","0.5","0","2","2","0","161","1","72230","9099","9099","5558","5558","2857","2860","2510","2273","5006","3504","4035","5376","3225","688","2192","1612","0","0","656","574","738","574","0","0","656","574","574","574","250","500","500","147777","12933","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","3","5","(10349010,10349020,10349050)","(10349030,10349040,10349050,10349130,10349140,10349150)","(0,45,55,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","375","0","260","250","250","500","1000","500","0","0","0","0","0","0","0","1","0","0","0","0","0","(0)"
"400003013","400003013","4","105800021","105700007","0","503401","0","0.8","0","2","2","0","161","1","72230","9099","9099","6000","6000","2400","2860","2510","2273","5006","3504","4035","5376","3225","688","2192","1612","0","0","656","574","738","574","0","0","656","574","574","574","250","500","500","147777","12933","0","1","120021001","0","0","0","0","201","2","1500","5000","8","20","1","0","1","0.5","0.5","3","5","(10366010,10366020)","(10346030,10346040,10346050,10346060,10346130,10346150)","(60,0,40,0,0,0)","(16,16,17,17,17,17)","(16,16,17,17,17,17)","(16,16,17,17,17,17)","(0)","(0)","(0)","(0)","(0)","(0)","110","370","0","190","180","180","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
