"Name","MonsterCollectId","MonsterId","StageGroupId","StageId","='!명세서'!B15","MonsterGradeIcon","MaxCollectLevel","CollectItemId","CollectItemLevelUpCount1","CollectItemLevelUpCount2","CollectItemLevelUpCount3","CollectItemLevelUpCount4","CollectItemLevelUpCount5","MonsterThumbnail","MonsterRewardType1","MonsterRewardId1","MonsterRewardValue1","MonsterRewardType2","MonsterRewardId2","MonsterRewardValue2","MonsterRewardType3","MonsterRewardId3","MonsterRewardValue3","MonsterRewardType4","MonsterRewardId4","MonsterRewardValue4","MonsterRewardType5","MonsterRewardId5","MonsterRewardValue5"
"4001005","4001005","106121001","4001","201003011","3057,-14145,846","1105","5","134001005","2","4","6","8","10","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001006","4001006","106121002","4001","201003011","6228,1929,148","1104","5","134001006","2","4","6","8","10","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001007","4001007","106121004","4001","201003011","-9449,9533,2195","1103","5","134001007","2","4","6","8","10","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001008","4001008","106121005","4001","201003011","3666,14795,2060","1101","5","134001008","1","2","3","4","5","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001009","4001009","106131001","4001","201003012","-6541,-11912,2011","1105","5","134001009","3","6","9","12","15","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001010","4001010","106131002","4001","201003012","15121,1350,-838","1104","5","134001010","3","6","9","12","15","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001011","4001011","106131003","4001","201003012","6128,-5358,585","1103","5","134001011","3","6","9","12","15","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001012","4001012","106131005","4001","201003012","-568,-506,-2","1101","5","134001012","1","2","3","4","5","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001013","4001013","106141001","4001","201003013","14834,17622,2318","1104","5","134001013","4","8","12","16","20","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001014","4001014","106141002","4001","201003013","17989,-2705,1241","1103","5","134001014","4","8","12","16","20","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001015","4001015","106141003","4001","201003013","-11276,-3451,1031","1102","5","134001015","4","8","12","16","20","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002001","4002001","106211001","4002","201003020","10300,-15269,661","1104","5","134002001","4","8","12","16","20","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002002","4002002","106211002","4002","201003020","-6992,13578,3497","1103","5","134002002","4","8","12","16","20","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002003","4002003","106211004","4002","201003020","-7322,-5523,1147","1102","5","134002003","4","8","12","16","20","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002004","4002004","106211005","4002","201003020","763,-2616,1420","1101","5","134002004","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002005","4002005","106221001","4002","201003021","3057,-14145,846","1104","5","134002005","4","8","12","16","20","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002006","4002006","106221002","4002","201003021","6228,1929,148","1103","5","134002006","4","8","12","16","20","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002007","4002007","106221004","4002","201003021","-9449,9533,2195","1102","5","134002007","4","8","12","16","20","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002008","4002008","106221005","4002","201003021","3666,14795,2060","1101","5","134002008","2","3","4","5","6","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002009","4002009","106231001","4002","201003022","-6541,-11912,2011","1104","5","134002009","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002010","4002010","106231002","4002","201003022","15121,1350,-838","1103","5","134002010","5","10","15","20","25","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002011","4002011","106231004","4002","201003022","3344,8476,739","1102","5","134002011","5","10","15","20","25","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002012","4002012","106231005","4002","201003022","-568,-506,-2","1101","5","134002012","2","3","4","5","6","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002013","4002013","106241001","4002","201003023","16005,-1900,1346","1104","5","134002013","5","10","15","20","25","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002014","4002014","106241002","4002","201003023","5093,17012,811","1103","5","134002014","5","10","15","20","25","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4002015","4002015","106241004","4002","201003023","-12098,3439,415","1102","5","134002015","5","10","15","20","25","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003001","4003001","106311002","4003","201003030","-6992,13578,3497","1104","5","134003001","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003002","4003002","106311003","4003","201003030","10300,-15269,661","1103","5","134003002","5","10","15","20","25","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003003","4003003","106311004","4003","201003030","-7322,-5523,1147","1102","5","134003003","5","10","15","20","25","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003004","4003004","106311005","4003","201003030","763,-2616,1420","1101","5","134003004","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003005","4003005","106321001","4003","201003031","3057,-14145,846","1104","5","134003005","5","10","15","20","25","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003006","4003006","106321002","4003","201003031","6228,1929,148","1103","5","134003006","5","10","15","20","25","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003007","4003007","106321004","4003","201003031","-9449,9533,2195","1102","5","134003007","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003008","4003008","106321005","4003","201003031","3666,14795,2060","1101","5","134003008","3","4","5","6","7","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003009","4003009","106331001","4003","201003032","-6541,-11912,2011","1103","5","134003009","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003010","4003010","106331002","4003","201003032","15121,1350,-838","1103","5","134003010","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003011","4003011","106331003","4003","201003032","6128,-5358,585","1102","5","134003011","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003012","4003012","106331005","4003","201003032","-568,-506,-2","1101","5","134003012","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003013","4003013","106341001","4003","201003033","14834,17622,2318","1103","5","134003013","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003014","4003014","106341002","4003","201003033","17468,-2344,1224","1103","5","134003014","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4003015","4003015","106341003","4003","201003033","-11300,-3585,1042","1102","5","134003015","6","12","18","24","30","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5001001","5001001","1000006","5001","201003013","340,4950,7","1101","5","135001001","1","2","3","4","5","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5001002","5001002","1000013","5001","201003023","340,4950,7","1101","5","135001002","1","2","3","4","5","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5001003","5001003","1000019","5001","201003033","340,4950,7","1101","5","135001003","1","2","3","4","5","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5002001","5002001","1001001","5002","200251010","340,4950,7","1101","5","135002001","1","2","3","4","5","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5002002","5002002","1001011","5002","200251020","340,4950,7","1101","5","135002002","1","2","3","4","5","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"5002003","5002003","110000702","5002","200251030","340,4950,7","1101","5","135002003","1","2","3","4","5","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
