"Name","DropPositionId","DropPositionGroupId","Position"
"34125","34125","10801","(X=-8972,Y=15299,Z=-2040)"
"34126","34126","10801","(X=-6098,Y=14996,Z=-2026)"
"34127","34127","10801","(X=-6482,Y=14996,Z=-2034)"
"34128","34128","10801","(X=-6809,Y=14996,Z=-2039)"
"34129","34129","10801","(X=-7086,Y=14996,Z=-2042)"
"34130","34130","10801","(X=-7382,Y=14996,Z=-2042)"
"34131","34131","10801","(X=-7678,Y=14996,Z=-2042)"
"34132","34132","10801","(X=-8011,Y=14996,Z=-2042)"
"34133","34133","10801","(X=-8394,Y=14996,Z=-2042)"
"34134","34134","10801","(X=-8695,Y=14996,Z=-2039)"
"34135","34135","10801","(X=-8972,Y=14996,Z=-2036)"
"34136","34136","10801","(X=-6098,Y=14665,Z=-2023)"
"34137","34137","10801","(X=-4922,Y=9532,Z=-2023)"
"34138","34138","10801","(X=-4576,Y=12419,Z=-2023)"
"34139","34139","10801","(X=-4576,Y=12134,Z=-2023)"
"34140","34140","10801","(X=-4576,Y=11866,Z=-2023)"
"34141","34141","10801","(X=-4576,Y=11573,Z=-2023)"
"34142","34142","10801","(X=-4576,Y=11270,Z=-2023)"
"34143","34143","10801","(X=-4576,Y=10939,Z=-2023)"
"34144","34144","10801","(X=-4576,Y=10156,Z=-2023)"
"34145","34145","10801","(X=-4576,Y=9872,Z=-2023)"
"34146","34146","10801","(X=-4589,Y=9295,Z=-2023)"
"34147","34147","10801","(X=-4576,Y=10704,Z=-2023)"
"34148","34148","10801","(X=-4576,Y=10489,Z=-2023)"
"34149","34149","10801","(X=-4576,Y=15299,Z=-2022)"
"34150","34150","10801","(X=-4576,Y=14996,Z=-2022)"
"34151","34151","10801","(X=-4576,Y=14665,Z=-2022)"
"34152","34152","10801","(X=-4576,Y=13882,Z=-2023)"
"34153","34153","10801","(X=-4576,Y=13598,Z=-2023)"
"34154","34154","10801","(X=-4576,Y=13302,Z=-2023)"
"34155","34155","10801","(X=-4576,Y=13013,Z=-2023)"
"34156","34156","10801","(X=-4576,Y=12712,Z=-2023)"
"34157","34157","10801","(X=-4576,Y=14430,Z=-2022)"
"34158","34158","10801","(X=-4576,Y=14215,Z=-2022)"
"34159","34159","10801","(X=-4589,Y=9532,Z=-2023)"
"34160","34160","10801","(X=9780,Y=12494,Z=-2023)"
"34161","34161","10801","(X=9503,Y=12494,Z=-2005)"
"34162","34162","10801","(X=9208,Y=12494,Z=-2005)"
"34163","34163","10801","(X=8911,Y=12494,Z=-2005)"
"34164","34164","10801","(X=9780,Y=12209,Z=-2023)"
"34165","34165","10801","(X=9503,Y=12209,Z=-2005)"
"34166","34166","10801","(X=9208,Y=12209,Z=-2005)"
"34167","34167","10801","(X=8911,Y=12209,Z=-2005)"
"34168","34168","10801","(X=9780,Y=11941,Z=-2023)"
"34169","34169","10801","(X=9503,Y=11941,Z=-2005)"
"34170","34170","10801","(X=9208,Y=11941,Z=-2005)"
"34171","34171","10801","(X=8911,Y=11941,Z=-2005)"
"34172","34172","10801","(X=9780,Y=11648,Z=-2023)"
"34173","34173","10801","(X=9503,Y=11648,Z=-2005)"
"34174","34174","10801","(X=9208,Y=11648,Z=-2005)"
"34175","34175","10801","(X=8911,Y=11648,Z=-2005)"
"34176","34176","10801","(X=9780,Y=11345,Z=-2023)"
"34177","34177","10801","(X=9503,Y=11345,Z=-2005)"
"34178","34178","10801","(X=9208,Y=11345,Z=-2005)"
"34179","34179","10801","(X=8911,Y=11345,Z=-2005)"
"34180","34180","10801","(X=9780,Y=11014,Z=-2023)"
"34181","34181","10801","(X=9503,Y=11014,Z=-2023)"
"34182","34182","10801","(X=9208,Y=11014,Z=-2023)"
"34183","34183","10801","(X=8911,Y=11014,Z=-2005)"
"34184","34184","10801","(X=9780,Y=10231,Z=-2023)"
"34185","34185","10801","(X=9503,Y=10231,Z=-2023)"
"34186","34186","10801","(X=9208,Y=10231,Z=-2023)"
"34187","34187","10801","(X=8911,Y=10231,Z=-2023)"
"34188","34188","10801","(X=9780,Y=9947,Z=-2023)"
"34189","34189","10801","(X=9503,Y=9947,Z=-2023)"
"34190","34190","10801","(X=9208,Y=9947,Z=-2023)"
"34191","34191","10801","(X=8911,Y=9947,Z=-2023)"
"34192","34192","10801","(X=9503,Y=9651,Z=-2023)"
"34193","34193","10801","(X=9208,Y=9651,Z=-2023)"
"34194","34194","10801","(X=8911,Y=9651,Z=-2023)"
"34195","34195","10801","(X=9767,Y=9371,Z=-2023)"
"34196","34196","10801","(X=9503,Y=9362,Z=-2023)"
"34197","34197","10801","(X=9208,Y=9362,Z=-2023)"
"34198","34198","10801","(X=8911,Y=9362,Z=-2023)"
"34199","34199","10801","(X=9780,Y=10779,Z=-2023)"
"34200","34200","10801","(X=9503,Y=10779,Z=-2023)"
"34201","34201","10801","(X=9208,Y=10779,Z=-2023)"
"34202","34202","10801","(X=8911,Y=10779,Z=-2005)"
"34203","34203","10801","(X=9780,Y=10564,Z=-2023)"
"34204","34204","10801","(X=9503,Y=10564,Z=-2023)"
"34205","34205","10801","(X=9208,Y=10564,Z=-2023)"
"34206","34206","10801","(X=8911,Y=10564,Z=-2023)"
"34207","34207","10801","(X=8591,Y=12494,Z=-2005)"
"34208","34208","10801","(X=8207,Y=12494,Z=-2005)"
"34209","34209","10801","(X=7880,Y=12494,Z=-2005)"
"34210","34210","10801","(X=7603,Y=12494,Z=-2005)"
"34211","34211","10801","(X=7307,Y=12494,Z=-2005)"
"34212","34212","10801","(X=7011,Y=12494,Z=-2005)"
"34213","34213","10801","(X=6678,Y=12494,Z=-2005)"
"34214","34214","10801","(X=6295,Y=12494,Z=-2005)"
"34215","34215","10801","(X=5994,Y=12494,Z=-2005)"
"34216","34216","10801","(X=5717,Y=12494,Z=-2005)"
"34217","34217","10801","(X=8591,Y=12209,Z=-2005)"
"34218","34218","10801","(X=8207,Y=12209,Z=-2005)"
"34219","34219","10801","(X=7880,Y=12209,Z=-2005)"
"34220","34220","10801","(X=7603,Y=12209,Z=-2005)"
"34221","34221","10801","(X=7307,Y=12209,Z=-2005)"
"34222","34222","10801","(X=7011,Y=12209,Z=-2005)"
"34223","34223","10801","(X=6678,Y=12209,Z=-2005)"
"34224","34224","10801","(X=6295,Y=12209,Z=-2005)"
"34225","34225","10801","(X=5994,Y=12209,Z=-2005)"
"34226","34226","10801","(X=5717,Y=12209,Z=-2005)"
"34227","34227","10801","(X=8591,Y=11941,Z=-2005)"
"34228","34228","10801","(X=8207,Y=11941,Z=-2005)"
"34229","34229","10801","(X=7880,Y=11941,Z=-2005)"
"34230","34230","10801","(X=7603,Y=11941,Z=-2005)"
"34231","34231","10801","(X=7307,Y=11941,Z=-2005)"
"34232","34232","10801","(X=7011,Y=11941,Z=-2005)"
"34233","34233","10801","(X=6678,Y=11941,Z=-2005)"
"34234","34234","10801","(X=6295,Y=11941,Z=-2005)"
"34235","34235","10801","(X=5994,Y=11941,Z=-2005)"
"34236","34236","10801","(X=5717,Y=11941,Z=-2005)"
"34237","34237","10801","(X=8591,Y=11648,Z=-2005)"
"34238","34238","10801","(X=8207,Y=11648,Z=-2005)"
"34239","34239","10801","(X=7880,Y=11648,Z=-2005)"
"34240","34240","10801","(X=7603,Y=11648,Z=-2005)"
"34241","34241","10801","(X=7307,Y=11648,Z=-2005)"
"34242","34242","10801","(X=7011,Y=11648,Z=-2005)"
"34243","34243","10801","(X=6678,Y=11648,Z=-2005)"
"34244","34244","10801","(X=6295,Y=11648,Z=-2005)"
"34245","34245","10801","(X=5994,Y=11648,Z=-2005)"
"34246","34246","10801","(X=5717,Y=11648,Z=-2005)"
"34247","34247","10801","(X=8591,Y=11345,Z=-2005)"
"34248","34248","10801","(X=8207,Y=11345,Z=-2005)"
"34249","34249","10801","(X=7880,Y=11345,Z=-2005)"
"34250","34250","10801","(X=7603,Y=11345,Z=-2005)"
"34251","34251","10801","(X=7307,Y=11345,Z=-2005)"
"34252","34252","10801","(X=7011,Y=11345,Z=-2005)"
"34253","34253","10801","(X=6678,Y=11345,Z=-2005)"
"34254","34254","10801","(X=6295,Y=11345,Z=-2005)"
"34255","34255","10801","(X=5994,Y=11345,Z=-2005)"
"34256","34256","10801","(X=5717,Y=11345,Z=-2005)"
"34257","34257","10801","(X=8591,Y=11014,Z=-2005)"
"34258","34258","10801","(X=8207,Y=11014,Z=-2005)"
"34259","34259","10801","(X=7880,Y=11014,Z=-2005)"
"34260","34260","10801","(X=7603,Y=11014,Z=-2005)"
"34261","34261","10801","(X=7307,Y=11014,Z=-2005)"
"34262","34262","10801","(X=7011,Y=11014,Z=-2005)"
"34263","34263","10801","(X=6678,Y=11014,Z=-2005)"
"34264","34264","10801","(X=6295,Y=11014,Z=-2005)"
"34265","34265","10801","(X=5994,Y=11014,Z=-2005)"
"34266","34266","10801","(X=5717,Y=11014,Z=-2005)"
"34267","34267","10801","(X=8591,Y=10231,Z=-2023)"
"34268","34268","10801","(X=8207,Y=10231,Z=-2005)"
"34269","34269","10801","(X=7880,Y=10231,Z=-2005)"
"34270","34270","10801","(X=7603,Y=10231,Z=-2005)"
"34271","34271","10801","(X=7307,Y=10231,Z=-2005)"
"34272","34272","10801","(X=7011,Y=10231,Z=-2005)"
"34273","34273","10801","(X=6678,Y=10231,Z=-2005)"
"34274","34274","10801","(X=6295,Y=10231,Z=-2005)"
"34275","34275","10801","(X=5994,Y=10231,Z=-2023)"
"34276","34276","10801","(X=5717,Y=10231,Z=-2023)"
"34277","34277","10801","(X=8591,Y=9947,Z=-2023)"
"34278","34278","10801","(X=8207,Y=9947,Z=-2023)"
"34279","34279","10801","(X=7880,Y=9947,Z=-2023)"
"34280","34280","10801","(X=7603,Y=9947,Z=-2023)"
"34281","34281","10801","(X=7307,Y=9947,Z=-2005)"
"34282","34282","10801","(X=7011,Y=9947,Z=-2023)"
"34283","34283","10801","(X=6678,Y=9947,Z=-2023)"
"34284","34284","10801","(X=6295,Y=9947,Z=-2023)"
"34285","34285","10801","(X=5994,Y=9947,Z=-2023)"
"34286","34286","10801","(X=5717,Y=9947,Z=-2023)"
"34287","34287","10801","(X=8591,Y=9651,Z=-2023)"
"34288","34288","10801","(X=8207,Y=9651,Z=-2023)"
"34289","34289","10801","(X=7880,Y=9651,Z=-2023)"
"34290","34290","10801","(X=7603,Y=9651,Z=-2023)"
"34291","34291","10801","(X=7307,Y=9651,Z=-2023)"
"34292","34292","10801","(X=7011,Y=9651,Z=-2023)"
"34293","34293","10801","(X=6678,Y=9651,Z=-2023)"
"34294","34294","10801","(X=6295,Y=9651,Z=-2023)"
"34295","34295","10801","(X=5994,Y=9651,Z=-2023)"
"34296","34296","10801","(X=5717,Y=9651,Z=-2023)"
"34297","34297","10801","(X=8591,Y=9362,Z=-2023)"
"34298","34298","10801","(X=8207,Y=9362,Z=-2023)"
"34299","34299","10801","(X=7880,Y=9362,Z=-2023)"
"34300","34300","10801","(X=7603,Y=9362,Z=-2023)"
"34301","34301","10801","(X=7307,Y=9362,Z=-2023)"
"34302","34302","10801","(X=7011,Y=9362,Z=-2023)"
"34303","34303","10801","(X=6678,Y=9362,Z=-2023)"
"34304","34304","10801","(X=6295,Y=9362,Z=-2023)"
"34305","34305","10801","(X=5994,Y=9362,Z=-2023)"
"34306","34306","10801","(X=5717,Y=9362,Z=-2023)"
"34307","34307","10801","(X=8591,Y=10779,Z=-2005)"
"34308","34308","10801","(X=8207,Y=10779,Z=-2005)"
"34309","34309","10801","(X=7880,Y=10779,Z=-2005)"
"34310","34310","10801","(X=7603,Y=10779,Z=-2005)"
"34311","34311","10801","(X=7307,Y=10779,Z=-2005)"
"34312","34312","10801","(X=7011,Y=10779,Z=-2005)"
"34313","34313","10801","(X=6678,Y=10779,Z=-2005)"
"34314","34314","10801","(X=6295,Y=10779,Z=-2005)"
"34315","34315","10801","(X=5994,Y=10779,Z=-2005)"
"34316","34316","10801","(X=5717,Y=10779,Z=-2005)"
"34317","34317","10801","(X=8591,Y=10564,Z=-2005)"
"34318","34318","10801","(X=8207,Y=10564,Z=-2005)"
"34319","34319","10801","(X=7880,Y=10564,Z=-2005)"
"34320","34320","10801","(X=7603,Y=10564,Z=-2005)"
"34321","34321","10801","(X=7307,Y=10564,Z=-2005)"
"34322","34322","10801","(X=7011,Y=10564,Z=-2005)"
"34323","34323","10801","(X=6678,Y=10564,Z=-2005)"
"34324","34324","10801","(X=6295,Y=10564,Z=-2005)"
"34325","34325","10801","(X=5994,Y=10564,Z=-2005)"
"34326","34326","10801","(X=5717,Y=10564,Z=-2005)"
"34327","34327","10801","(X=9780,Y=15374,Z=-2023)"
"34328","34328","10801","(X=9503,Y=15374,Z=-2023)"
"34329","34329","10801","(X=9208,Y=15374,Z=-2023)"
"34330","34330","10801","(X=8911,Y=15374,Z=-2023)"
"34331","34331","10801","(X=9780,Y=15071,Z=-2023)"
"34332","34332","10801","(X=9503,Y=15071,Z=-2023)"
"34333","34333","10801","(X=9208,Y=15071,Z=-2023)"
"34334","34334","10801","(X=8911,Y=15071,Z=-2023)"
"34335","34335","10801","(X=9780,Y=14740,Z=-2023)"
"34336","34336","10801","(X=9503,Y=14740,Z=-2023)"
"34337","34337","10801","(X=9208,Y=14740,Z=-2023)"
"34338","34338","10801","(X=8911,Y=14740,Z=-2023)"
"34339","34339","10801","(X=9780,Y=13957,Z=-2023)"
"34340","34340","10801","(X=9503,Y=13957,Z=-2023)"
"34341","34341","10801","(X=9208,Y=13957,Z=-2023)"
"34342","34342","10801","(X=8911,Y=13957,Z=-2023)"
"34343","34343","10801","(X=9780,Y=13673,Z=-2023)"
"34344","34344","10801","(X=9503,Y=13673,Z=-2023)"
"34345","34345","10801","(X=9208,Y=13673,Z=-2023)"
"34346","34346","10801","(X=8911,Y=13673,Z=-2005)"
"34347","34347","10801","(X=9780,Y=13377,Z=-2023)"
"34348","34348","10801","(X=9503,Y=13377,Z=-2023)"
"34349","34349","10801","(X=9208,Y=13377,Z=-2005)"
"34350","34350","10801","(X=8911,Y=13377,Z=-2005)"
"34351","34351","10801","(X=9780,Y=13088,Z=-2023)"
"34352","34352","10801","(X=9503,Y=13088,Z=-2023)"
"34353","34353","10801","(X=9208,Y=13088,Z=-2005)"
"34354","34354","10801","(X=8911,Y=13088,Z=-2005)"
"34355","34355","10801","(X=9780,Y=12787,Z=-2023)"
"34356","34356","10801","(X=9503,Y=12787,Z=-2005)"
"34357","34357","10801","(X=9208,Y=12787,Z=-2005)"
"34358","34358","10801","(X=8911,Y=12787,Z=-2005)"
"34359","34359","10801","(X=9780,Y=14505,Z=-2023)"
"34360","34360","10801","(X=9503,Y=14505,Z=-2023)"
"34361","34361","10801","(X=9208,Y=14505,Z=-2023)"
"34362","34362","10801","(X=8911,Y=14505,Z=-2023)"
"34363","34363","10801","(X=9780,Y=14290,Z=-2023)"
"34364","34364","10801","(X=9503,Y=14290,Z=-2023)"
"34365","34365","10801","(X=9208,Y=14290,Z=-2023)"
"34366","34366","10801","(X=8911,Y=14290,Z=-2023)"
"34367","34367","10801","(X=8591,Y=15374,Z=-2023)"
"34368","34368","10801","(X=8207,Y=15374,Z=-2023)"
"34369","34369","10801","(X=7880,Y=15374,Z=-2023)"
"34370","34370","10801","(X=7603,Y=15374,Z=-2023)"
"34371","34371","10801","(X=7307,Y=15374,Z=-2023)"
"34372","34372","10801","(X=7011,Y=15374,Z=-2023)"
"34373","34373","10801","(X=6678,Y=15374,Z=-2023)"
"34374","34374","10801","(X=6295,Y=15374,Z=-2023)"
"34375","34375","10801","(X=5994,Y=15374,Z=-2023)"
"34376","34376","10801","(X=5717,Y=15374,Z=-2023)"
"34377","34377","10801","(X=8591,Y=15071,Z=-2023)"
"34378","34378","10801","(X=8207,Y=15071,Z=-2023)"
"34379","34379","10801","(X=7880,Y=15071,Z=-2023)"
"34380","34380","10801","(X=7603,Y=15071,Z=-2023)"
"34381","34381","10801","(X=7307,Y=15071,Z=-2023)"
"34382","34382","10801","(X=7011,Y=15071,Z=-2023)"
"34383","34383","10801","(X=6678,Y=15071,Z=-2023)"
"34384","34384","10801","(X=6295,Y=15071,Z=-2023)"
"34385","34385","10801","(X=5994,Y=15071,Z=-2023)"
"34386","34386","10801","(X=5717,Y=15071,Z=-2023)"
"34387","34387","10801","(X=8591,Y=14740,Z=-2023)"
"34388","34388","10801","(X=8207,Y=14740,Z=-2023)"
"34389","34389","10801","(X=7880,Y=14740,Z=-2005)"
"34390","34390","10801","(X=7603,Y=14740,Z=-2023)"
"34391","34391","10801","(X=7307,Y=14740,Z=-2005)"
"34392","34392","10801","(X=7011,Y=14740,Z=-2023)"
"34393","34393","10801","(X=6678,Y=14740,Z=-2023)"
"34394","34394","10801","(X=6295,Y=14740,Z=-2023)"
"34395","34395","10801","(X=5994,Y=14740,Z=-2023)"
"34396","34396","10801","(X=5717,Y=14740,Z=-2023)"
"34397","34397","10801","(X=8591,Y=13957,Z=-2005)"
"34398","34398","10801","(X=8207,Y=13957,Z=-2005)"
"34399","34399","10801","(X=7880,Y=13957,Z=-2005)"
"34400","34400","10801","(X=7603,Y=13957,Z=-2005)"
"34401","34401","10801","(X=7307,Y=13957,Z=-2005)"
"34402","34402","10801","(X=7011,Y=13957,Z=-2005)"
"34403","34403","10801","(X=6678,Y=13957,Z=-2005)"
"34404","34404","10801","(X=6295,Y=13957,Z=-2005)"
"34405","34405","10801","(X=5994,Y=13957,Z=-2005)"
"34406","34406","10801","(X=5717,Y=13957,Z=-2005)"
"34407","34407","10801","(X=8591,Y=13673,Z=-2005)"
"34408","34408","10801","(X=8207,Y=13673,Z=-2005)"
"34409","34409","10801","(X=7880,Y=13673,Z=-2005)"
"34410","34410","10801","(X=7603,Y=13673,Z=-2005)"
"34411","34411","10801","(X=7307,Y=13673,Z=-2005)"
"34412","34412","10801","(X=7011,Y=13673,Z=-2005)"
"34413","34413","10801","(X=6678,Y=13673,Z=-2005)"
"34414","34414","10801","(X=6295,Y=13673,Z=-2005)"
"34415","34415","10801","(X=5994,Y=13673,Z=-2005)"
"34416","34416","10801","(X=5717,Y=13673,Z=-2005)"
"34417","34417","10801","(X=8591,Y=13377,Z=-2005)"
"34418","34418","10801","(X=8207,Y=13377,Z=-2005)"
"34419","34419","10801","(X=7880,Y=13377,Z=-2005)"
"34420","34420","10801","(X=7603,Y=13377,Z=-2005)"
"34421","34421","10801","(X=7307,Y=13377,Z=-2005)"
"34422","34422","10801","(X=7011,Y=13377,Z=-2005)"
"34423","34423","10801","(X=6678,Y=13377,Z=-2005)"
"34424","34424","10801","(X=6295,Y=13377,Z=-2005)"
"34425","34425","10801","(X=5994,Y=13377,Z=-2005)"
"34426","34426","10801","(X=5717,Y=13377,Z=-2005)"
"34427","34427","10801","(X=8591,Y=13088,Z=-2005)"
"34428","34428","10801","(X=8207,Y=13088,Z=-2005)"
"34429","34429","10801","(X=7880,Y=13088,Z=-2005)"
"34430","34430","10801","(X=7603,Y=13088,Z=-2005)"
"34431","34431","10801","(X=7307,Y=13088,Z=-2005)"
"34432","34432","10801","(X=7011,Y=13088,Z=-2005)"
"34433","34433","10801","(X=6678,Y=13088,Z=-2005)"
"34434","34434","10801","(X=6295,Y=13088,Z=-2005)"
"34435","34435","10801","(X=5994,Y=13088,Z=-2005)"
"34436","34436","10801","(X=5717,Y=13088,Z=-2005)"
"34437","34437","10801","(X=8591,Y=12787,Z=-2005)"
"34438","34438","10801","(X=8207,Y=12787,Z=-2005)"
"34439","34439","10801","(X=7880,Y=12787,Z=-2005)"
"34440","34440","10801","(X=7603,Y=12787,Z=-2005)"
"34441","34441","10801","(X=7307,Y=12787,Z=-2005)"
"34442","34442","10801","(X=7011,Y=12787,Z=-2005)"
"34443","34443","10801","(X=6678,Y=12787,Z=-2005)"
"34444","34444","10801","(X=6295,Y=12787,Z=-2005)"
"34445","34445","10801","(X=5994,Y=12787,Z=-2005)"
"34446","34446","10801","(X=5717,Y=12787,Z=-2005)"
"34447","34447","10801","(X=8591,Y=14505,Z=-2023)"
"34448","34448","10801","(X=8207,Y=14505,Z=-2005)"
"34449","34449","10801","(X=7880,Y=14505,Z=-2005)"
"34450","34450","10801","(X=7603,Y=14505,Z=-2005)"
"34451","34451","10801","(X=7307,Y=14505,Z=-2005)"
"34452","34452","10801","(X=7011,Y=14505,Z=-2005)"
"34453","34453","10801","(X=6678,Y=14505,Z=-2023)"
"34454","34454","10801","(X=6295,Y=14505,Z=-2023)"
"34455","34455","10801","(X=5994,Y=14505,Z=-2023)"
"34456","34456","10801","(X=5717,Y=14505,Z=-2023)"
"34457","34457","10801","(X=8591,Y=14290,Z=-2023)"
"34458","34458","10801","(X=8207,Y=14290,Z=-2005)"
"34459","34459","10801","(X=7880,Y=14290,Z=-2005)"
"34460","34460","10801","(X=7603,Y=14290,Z=-2005)"
"34461","34461","10801","(X=7307,Y=14290,Z=-2005)"
"34462","34462","10801","(X=7011,Y=14290,Z=-2005)"
"34463","34463","10801","(X=6678,Y=14290,Z=-2005)"
"34464","34464","10801","(X=6295,Y=14290,Z=-2005)"
"34465","34465","10801","(X=5994,Y=14290,Z=-2023)"
"34466","34466","10801","(X=5717,Y=14290,Z=-2023)"
"34467","34467","10801","(X=5442,Y=12494,Z=-2005)"
"34468","34468","10801","(X=5109,Y=12494,Z=-2005)"
"34469","34469","10801","(X=4726,Y=12494,Z=-2023)"
"34470","34470","10801","(X=4425,Y=12494,Z=-2023)"
"34471","34471","10801","(X=4148,Y=12494,Z=-2023)"
"34472","34472","10801","(X=5442,Y=12209,Z=-2005)"
"34473","34473","10801","(X=5109,Y=12209,Z=-2005)"
"34474","34474","10801","(X=4726,Y=12209,Z=-2023)"
"34475","34475","10801","(X=4425,Y=12209,Z=-2023)"
"34476","34476","10801","(X=4148,Y=12209,Z=-2023)"
"34477","34477","10801","(X=5442,Y=11941,Z=-2005)"
"34478","34478","10801","(X=5109,Y=11941,Z=-2005)"
"34479","34479","10801","(X=4726,Y=11941,Z=-2023)"
"34480","34480","10801","(X=4425,Y=11941,Z=-2023)"
"34481","34481","10801","(X=4148,Y=11941,Z=-2023)"
"34482","34482","10801","(X=5442,Y=11648,Z=-2005)"
"34483","34483","10801","(X=5109,Y=11648,Z=-2005)"
"34484","34484","10801","(X=4726,Y=11648,Z=-2023)"
"34485","34485","10801","(X=4425,Y=11648,Z=-2023)"
"34486","34486","10801","(X=4148,Y=11648,Z=-2023)"
"34487","34487","10801","(X=5442,Y=11345,Z=-2005)"
"34488","34488","10801","(X=5109,Y=11345,Z=-2023)"
"34489","34489","10801","(X=4726,Y=11345,Z=-2023)"
"34490","34490","10801","(X=4425,Y=11345,Z=-2023)"
"34491","34491","10801","(X=4148,Y=11345,Z=-2023)"
"34492","34492","10801","(X=5442,Y=11014,Z=-2005)"
"34493","34493","10801","(X=5109,Y=11014,Z=-2023)"
"34494","34494","10801","(X=4726,Y=11014,Z=-2023)"
"34495","34495","10801","(X=4425,Y=11014,Z=-2023)"
"34496","34496","10801","(X=4148,Y=11014,Z=-2023)"
"34497","34497","10801","(X=5442,Y=10231,Z=-2023)"
"34498","34498","10801","(X=5109,Y=10231,Z=-2023)"
"34499","34499","10801","(X=4726,Y=10231,Z=-2023)"
"34500","34500","10801","(X=4425,Y=10231,Z=-2023)"
"34501","34501","10801","(X=4148,Y=10231,Z=-2023)"
"34502","34502","10801","(X=5442,Y=9947,Z=-2023)"
"34503","34503","10801","(X=5109,Y=9947,Z=-2023)"
"34504","34504","10801","(X=4726,Y=9947,Z=-2023)"
"34505","34505","10801","(X=4425,Y=9947,Z=-2023)"
"34506","34506","10801","(X=4148,Y=9947,Z=-2023)"
"34507","34507","10801","(X=5442,Y=9651,Z=-2023)"
"34508","34508","10801","(X=5109,Y=9651,Z=-2023)"
"34509","34509","10801","(X=4726,Y=9651,Z=-2023)"
"34510","34510","10801","(X=4425,Y=9651,Z=-2023)"
"34511","34511","10801","(X=4148,Y=9651,Z=-2023)"
"34512","34512","10801","(X=5442,Y=9362,Z=-2023)"
"34513","34513","10801","(X=5109,Y=9362,Z=-2023)"
"34514","34514","10801","(X=4726,Y=9362,Z=-2023)"
"34515","34515","10801","(X=4425,Y=9362,Z=-2023)"
"34516","34516","10801","(X=4148,Y=9362,Z=-2023)"
"34517","34517","10801","(X=5442,Y=10779,Z=-2023)"
"34518","34518","10801","(X=5109,Y=10779,Z=-2023)"
"34519","34519","10801","(X=4726,Y=10779,Z=-2023)"
"34520","34520","10801","(X=4425,Y=10779,Z=-2023)"
"34521","34521","10801","(X=4148,Y=10779,Z=-2023)"
"34522","34522","10801","(X=5442,Y=10564,Z=-2023)"
"34523","34523","10801","(X=5109,Y=10564,Z=-2023)"
"34524","34524","10801","(X=4726,Y=10564,Z=-2023)"
"34525","34525","10801","(X=4425,Y=10564,Z=-2023)"
"34526","34526","10801","(X=4148,Y=10564,Z=-2023)"
"34527","34527","10801","(X=5442,Y=15374,Z=-2023)"
"34528","34528","10801","(X=5109,Y=15374,Z=-2023)"
"34529","34529","10801","(X=4726,Y=15374,Z=-2023)"
"34530","34530","10801","(X=4425,Y=15374,Z=-2023)"
"34531","34531","10801","(X=4148,Y=15374,Z=-2023)"
"34532","34532","10801","(X=5442,Y=15071,Z=-2023)"
"34533","34533","10801","(X=5109,Y=15071,Z=-2023)"
"34534","34534","10801","(X=4726,Y=15071,Z=-2023)"
"34535","34535","10801","(X=4425,Y=15071,Z=-2023)"
"34536","34536","10801","(X=4148,Y=15071,Z=-2023)"
"34537","34537","10801","(X=5442,Y=14740,Z=-2023)"
"34538","34538","10801","(X=5109,Y=14740,Z=-2023)"
"34539","34539","10801","(X=4726,Y=14740,Z=-2023)"
"34540","34540","10801","(X=4425,Y=14740,Z=-2023)"
"34541","34541","10801","(X=4148,Y=14740,Z=-2023)"
"34542","34542","10801","(X=5442,Y=13957,Z=-2023)"
"34543","34543","10801","(X=5109,Y=13957,Z=-2023)"
"34544","34544","10801","(X=4726,Y=13957,Z=-2023)"
"34545","34545","10801","(X=4425,Y=13957,Z=-2023)"
"34546","34546","10801","(X=4148,Y=13957,Z=-2023)"
"34547","34547","10801","(X=5442,Y=13673,Z=-2005)"
"34548","34548","10801","(X=5109,Y=13673,Z=-2023)"
"34549","34549","10801","(X=4726,Y=13673,Z=-2023)"
"34550","34550","10801","(X=4425,Y=13673,Z=-2023)"
"34551","34551","10801","(X=4148,Y=13673,Z=-2023)"
"34552","34552","10801","(X=5442,Y=13377,Z=-2005)"
"34553","34553","10801","(X=5109,Y=13377,Z=-2023)"
"34554","34554","10801","(X=4726,Y=13377,Z=-2023)"
"34555","34555","10801","(X=4425,Y=13377,Z=-2023)"
"34556","34556","10801","(X=4148,Y=13377,Z=-2023)"
"34557","34557","10801","(X=5442,Y=13088,Z=-2005)"
"34558","34558","10801","(X=5109,Y=13088,Z=-2005)"
"34559","34559","10801","(X=4726,Y=13088,Z=-2023)"
"34560","34560","10801","(X=4425,Y=13088,Z=-2023)"
"34561","34561","10801","(X=4148,Y=13088,Z=-2023)"
"34562","34562","10801","(X=5442,Y=12787,Z=-2005)"
"34563","34563","10801","(X=5109,Y=12787,Z=-2005)"
"34564","34564","10801","(X=4726,Y=12787,Z=-2023)"
"34565","34565","10801","(X=4425,Y=12787,Z=-2023)"
"34566","34566","10801","(X=4148,Y=12787,Z=-2023)"
"34567","34567","10801","(X=5442,Y=14505,Z=-2023)"
"34568","34568","10801","(X=5109,Y=14505,Z=-2023)"
"34569","34569","10801","(X=4726,Y=14505,Z=-2023)"
"34570","34570","10801","(X=4425,Y=14505,Z=-2023)"
"34571","34571","10801","(X=4148,Y=14505,Z=-2023)"
"34572","34572","10801","(X=5442,Y=14290,Z=-2023)"
"34573","34573","10801","(X=5109,Y=14290,Z=-2023)"
