"Name","ListGroupId","ItemId","Value","ItemRate"
"10627","94000002","(1701200030,1701200030,1701200030,1701200030,1701200030,1701200030)","1","76923"
"10628","94000002","(1701200032,1701200032,1701200032,1701200032,1701200032,1701200032)","1","76923"
"10629","94000002","(1701200033,1701200033,1701200033,1701200033,1701200033,1701200033)","1","76923"
"10630","94000003","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","43479"
"10631","94000003","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","43479"
"10632","94000003","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","43479"
"10633","94000003","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","43479"
"10634","94000003","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","43479"
"10635","94000003","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","43479"
"10636","94000003","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","43478"
"10637","94000003","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","43478"
"10638","94000003","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","43478"
"10639","94000003","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","43478"
"10640","94000003","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","43478"
"10641","94000003","(1701200045,1701200045,1701200045,1701200045,1701200045,1701200045)","1","43478"
"10642","94000003","(1701200047,1701200047,1701200047,1701200047,1701200047,1701200047)","1","43478"
"10643","94000003","(1701200048,1701200048,1701200048,1701200048,1701200048,1701200048)","1","43478"
"10644","94000003","(1701200050,1701200050,1701200050,1701200050,1701200050,1701200050)","1","43478"
"10645","94000003","(1701200052,1701200052,1701200052,1701200052,1701200052,1701200052)","1","43478"
"10646","94000003","(1701200054,1701200054,1701200054,1701200054,1701200054,1701200054)","1","43478"
"10647","94000003","(1701200055,1701200055,1701200055,1701200055,1701200055,1701200055)","1","43478"
"10648","94000003","(1701200056,1701200056,1701200056,1701200056,1701200056,1701200056)","1","43478"
"10649","94000003","(1701200058,1701200058,1701200058,1701200058,1701200058,1701200058)","1","43478"
"10650","94000003","(1701200060,1701200060,1701200060,1701200060,1701200060,1701200060)","1","43478"
"10651","94000003","(1701200062,1701200062,1701200062,1701200062,1701200062,1701200062)","1","43478"
"10652","94000003","(1701200065,1701200065,1701200065,1701200065,1701200065,1701200065)","1","43478"
"10653","94000004","(1701200064,1701200064,1701200064,1701200064,1701200064,1701200064)","1","1000000"
"10654","94000004","(602202742,602202742,602202742,602202742,602202742,602202742)","1","0"
"10655","95000001","(908200001,908200001,908200001,908200001,908200001,908200001)","1","1000000"
"10656","95000002","(908200002,908200002,908200002,908200002,908200002,908200002)","1","1000000"
"10657","95000003","(908200003,908200003,908200003,908200003,908200003,908200003)","1","1000000"
"10658","10000004","(903200004,903200004,903200004,903200004,903200004,903200004)","1","1000000"
"10659","20000004","(904200004,904200004,904200004,904200004,904200004,904200004)","1","1000000"
"10660","30000004","(905200004,905200004,905200004,905200004,905200004,905200004)","1","1000000"
"10661","50000004","(1201201501,1201202501,1201203501,1201204501,1201205501,1201206501)","1","93750"
"10662","50000004","(1201201502,1201202502,1201203502,1201204502,1201205502,1201206502)","1","93750"
"10663","50000004","(1201201503,1201202503,1201203503,1201204503,1201205503,1201206503)","1","93750"
"10664","50000004","(1201201504,1201202504,1201203504,1201204508,1201205504,1201206504)","1","93750"
"10665","50000004","(1201201505,1201202505,1201203505,1201204506,1201205505,1201206505)","1","93750"
"10666","50000004","(1201201506,1201202506,1201203506,1201204507,1201205506,1201206506)","1","93750"
"10667","50000004","(1201201507,1201202507,1201203507,1201204511,1201205507,1201206507)","1","93750"
"10668","50000004","(1201201508,1201202508,1201203508,1201204509,1201205508,1201206508)","1","93750"
"10669","50000004","(1201201509,1201202509,1201203509,1201204505,1201205509,1201206509)","1","62500"
"10670","50000004","(1201201510,1201202510,1201203510,1201204510,1201205510,1201206510)","1","62500"
"10671","50000004","(1201201511,1201202511,1201203511,1201204512,1201205511,1201206511)","1","62500"
"10672","50000004","(1201201512,1201202512,1201203512,1201204504,1201205512,1201206512)","1","31250"
"10673","50000004","(1201201513,1201202513,1201203513,1201204513,1201205513,1201206513)","1","31250"
"10674","70000004","(906200004,906200004,906200004,906200004,906200004,906200004)","1","1000000"
"10675","80000004","(907200004,907200004,907200004,907200004,907200004,907200004)","1","1000000"
"10676","95000004","(908200004,908200004,908200004,908200004,908200004,908200004)","1","1000000"
"10677","40000004","(1701200017,1701200017,1701200017,1701200017,1701200017,1701200017)","1","107531"
"10678","40000004","(1701200024,1701200024,1701200024,1701200024,1701200024,1701200024)","1","107530"
"10679","40000004","(1701200031,1701200031,1701200031,1701200031,1701200031,1701200031)","1","107530"
"10680","40000004","(1701200036,1701200036,1701200036,1701200036,1701200036,1701200036)","1","107530"
"10681","40000004","(1701200040,1701200040,1701200040,1701200040,1701200040,1701200040)","1","107530"
"10682","40000004","(1701200041,1701200041,1701200041,1701200041,1701200041,1701200041)","1","107530"
"10683","40000004","(1701200042,1701200042,1701200042,1701200042,1701200042,1701200042)","1","107530"
"10684","40000004","(1701200043,1701200043,1701200043,1701200043,1701200043,1701200043)","1","107530"
"10685","40000004","(1701200046,1701200046,1701200046,1701200046,1701200046,1701200046)","1","107530"
"10686","40000004","(1701200049,1701200049,1701200049,1701200049,1701200049,1701200049)","1","10743"
"10687","40000004","(1701200051,1701200051,1701200051,1701200051,1701200051,1701200051)","1","10743"
"10688","40000004","(1701200053,1701200053,1701200053,1701200053,1701200053,1701200053)","1","10743"
"10689","60000004","(903200004,903200004,903200004,903200004,903200004,903200004)","1","166667"
"10690","60000004","(904200004,904200004,904200004,904200004,904200004,904200004)","1","166668"
"10691","60000004","(905200004,905200004,905200004,905200004,905200004,905200004)","1","166667"
"10692","60000004","(906200004,906200004,906200004,906200004,906200004,906200004)","1","166666"
"10693","60000004","(907200004,907200004,907200004,907200004,907200004,907200004)","1","166666"
"10694","60000004","(908200004,908200004,908200004,908200004,908200004,908200004)","1","166666"
"10695","29000005","(1701200017,1701200017,1701200017,1701200017,1701200017,1701200017)","1","107531"
"10696","29000005","(1701200024,1701200024,1701200024,1701200024,1701200024,1701200024)","1","107530"
"10697","29000005","(1701200031,1701200031,1701200031,1701200031,1701200031,1701200031)","1","107530"
"10698","29000005","(1701200036,1701200036,1701200036,1701200036,1701200036,1701200036)","1","107530"
"10699","29000005","(1701200040,1701200040,1701200040,1701200040,1701200040,1701200040)","1","107530"
"10700","29000005","(1701200041,1701200041,1701200041,1701200041,1701200041,1701200041)","1","107530"
"10701","29000005","(1701200042,1701200042,1701200042,1701200042,1701200042,1701200042)","1","107530"
"10702","29000005","(1701200043,1701200043,1701200043,1701200043,1701200043,1701200043)","1","107530"
"10703","29000005","(1701200046,1701200046,1701200046,1701200046,1701200046,1701200046)","1","107530"
"10704","29000005","(1701200049,1701200049,1701200049,1701200049,1701200049,1701200049)","1","10743"
"10705","29000005","(1701200051,1701200051,1701200051,1701200051,1701200051,1701200051)","1","10743"
"10706","29000005","(1701200053,1701200053,1701200053,1701200053,1701200053,1701200053)","1","10743"
"10707","93000004","(603820004,603820004,603820004,603820004,603820004,603820004)","1","1000000"
"10708","93000005","(602202742,602202742,602202742,602202742,602202742,602202742)","1","1000000"
