"Name","ForceLevelID","ForcePanelID","ForcePanelLevel","ForceReward_Attribute01Type","ForceReward_Attribute01Value","ForceReward_Attribute02Type","ForceReward_Attribute02Value","ForceReward_Attribute03Type","ForceReward_Attribute03Value","ForceReward_Attribute04Type","ForceReward_Attribute04Value","ForceReflowTimeMinute","HardTraining_NeedLevel","HardTraining_NeedCostId","HardTraining_NeedCostCount","HardTraining_NeedUseId01","HardTraining_NeedItem01Count","HardTraining_NeedUseId02","HardTraining_NeedItem02Count","HardTraining_NeedUseId03","HardTraining_NeedItem03Count","HardTraining_NeedUseId04","HardTraining_NeedItem04Count","HardTraining_Time","HardTraining_Pass_NeedUseId","HardTraining_Pass_NeedItem_UseTime","HardTraining_Succecs_ForceLevel"
"4005002","4005002","4005","2","52","10","53","10","119","10","120","10","3","93","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4005003"
"4005003","4005003","4005","3","52","20","53","20","119","20","120","20","5","96","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4005004"
"4005004","4005004","4005","4","52","30","53","30","119","30","120","30","10","99","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4005005"
"4005005","4005005","4005","5","52","40","53","40","119","40","120","40","30","102","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4005006"
"4005006","4005006","4005","6","52","50","53","50","119","50","120","50","60","105","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4005007"
"4005007","4005007","4005","7","52","60","53","60","119","60","120","60","120","108","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4005008"
"4005008","4005008","4005","8","52","70","53","70","119","70","120","70","180","111","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4005009"
"4005009","4005009","4005","9","52","80","53","80","119","80","120","80","240","114","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4005010"
"4005010","4005010","4005","10","52","90","53","90","119","90","120","90","300","117","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4005011"
"4005011","4005011","4005","11","52","100","53","100","119","100","120","100","360","120","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4005012"
"4005012","4005012","4005","12","52","110","53","110","119","110","120","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4006001","4006001","4006","1","32","0","33","0","44","0","45","0","3","92","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4006002"
"4006002","4006002","4006","2","32","40","33","40","44","15","45","15","3","95","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4006003"
"4006003","4006003","4006","3","32","80","33","80","44","30","45","30","5","98","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4006004"
"4006004","4006004","4006","4","32","120","33","120","44","45","45","45","10","101","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4006005"
"4006005","4006005","4006","5","32","160","33","160","44","60","45","60","30","104","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4006006"
"4006006","4006006","4006","6","32","200","33","200","44","75","45","75","60","107","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4006007"
"4006007","4006007","4006","7","32","240","33","240","44","90","45","90","120","110","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4006008"
"4006008","4006008","4006","8","32","280","33","280","44","105","45","105","180","113","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4006009"
"4006009","4006009","4006","9","32","320","33","320","44","120","45","120","240","116","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4006010"
"4006010","4006010","4006","10","32","360","33","360","44","135","45","135","300","119","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4006011"
"4006011","4006011","4006","11","32","400","33","400","44","150","45","150","360","122","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4006012"
"4006012","4006012","4006","12","32","440","33","440","44","165","45","165","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5001001","5001001","5001","1","20","0","40","0","24","0","26","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","5001002"
"5001002","5001002","5001","2","20","18","40","10","24","12","26","12","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","5001003"
"5001003","5001003","5001","3","20","36","40","20","24","24","26","24","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","5001004"
"5001004","5001004","5001","4","20","54","40","30","24","36","26","36","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","5001005"
"5001005","5001005","5001","5","20","72","40","40","24","48","26","48","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","5001006"
"5001006","5001006","5001","6","20","90","40","50","24","60","26","60","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5001007"
"5001007","5001007","5001","7","20","108","40","60","24","72","26","72","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5001008"
"5001008","5001008","5001","8","20","126","40","70","24","84","26","84","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5001009"
"5001009","5001009","5001","9","20","144","40","80","24","96","26","96","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5001010"
"5001010","5001010","5001","10","20","162","40","90","24","108","26","108","300","95","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5001011"
"5001011","5001011","5001","11","20","180","40","100","24","120","26","120","360","98","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5001012"
"5001012","5001012","5001","12","20","198","40","110","24","132","26","132","420","101","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5001013"
"5001013","5001013","5001","13","20","216","40","120","24","144","26","144","480","104","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5001014"
"5001014","5001014","5001","14","20","234","40","130","24","156","26","156","540","107","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5001015"
"5001015","5001015","5001","15","20","252","40","140","24","168","26","168","600","110","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5001016"
"5001016","5001016","5001","16","20","270","40","150","24","180","26","180","660","113","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5001017"
"5001017","5001017","5001","17","20","288","40","160","24","192","26","192","720","116","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","5001018"
"5001018","5001018","5001","18","20","306","40","170","24","204","26","204","780","119","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","5001019"
"5001019","5001019","5001","19","20","324","40","180","24","216","26","216","840","122","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","5001020"
"5001020","5001020","5001","20","20","342","40","190","24","228","26","228","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5002001","5002001","5002","1","28","0","29","0","30","0","42","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","5002002"
"5002002","5002002","5002","2","28","8","29","8","30","16","42","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","5002003"
"5002003","5002003","5002","3","28","16","29","16","30","32","42","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","5002004"
"5002004","5002004","5002","4","28","24","29","24","30","48","42","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","5002005"
"5002005","5002005","5002","5","28","32","29","32","30","64","42","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","5002006"
"5002006","5002006","5002","6","28","40","29","40","30","80","42","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5002007"
"5002007","5002007","5002","7","28","48","29","48","30","96","42","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5002008"
"5002008","5002008","5002","8","28","56","29","56","30","112","42","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5002009"
"5002009","5002009","5002","9","28","64","29","64","30","128","42","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5002010"
"5002010","5002010","5002","10","28","72","29","72","30","144","42","144","300","96","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5002011"
"5002011","5002011","5002","11","28","80","29","80","30","160","42","160","360","99","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5002012"
"5002012","5002012","5002","12","28","88","29","88","30","176","42","176","420","102","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5002013"
"5002013","5002013","5002","13","28","96","29","96","30","192","42","192","480","105","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5002014"
"5002014","5002014","5002","14","28","104","29","104","30","208","42","208","540","108","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5002015"
"5002015","5002015","5002","15","28","112","29","112","30","224","42","224","600","111","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5002016"
"5002016","5002016","5002","16","28","120","29","120","30","240","42","240","660","114","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5002017"
"5002017","5002017","5002","17","28","128","29","128","30","256","42","256","720","117","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","5002018"
"5002018","5002018","5002","18","28","136","29","136","30","272","42","272","780","120","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","5002019"
"5002019","5002019","5002","19","28","144","29","144","30","288","42","288","840","123","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","5002020"
"5002020","5002020","5002","20","28","152","29","152","30","304","42","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5003001","5003001","5003","1","22","0","1","0","6","0","31","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","5003002"
"5003002","5003002","5003","2","22","18","1","200","6","50","31","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","5003003"
"5003003","5003003","5003","3","22","36","1","400","6","100","31","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","5003004"
"5003004","5003004","5003","4","22","54","1","600","6","150","31","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","5003005"
"5003005","5003005","5003","5","22","72","1","800","6","200","31","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","5003006"
"5003006","5003006","5003","6","22","90","1","1000","6","250","31","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5003007"
"5003007","5003007","5003","7","22","108","1","1200","6","300","31","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5003008"
"5003008","5003008","5003","8","22","126","1","1400","6","350","31","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5003009"
"5003009","5003009","5003","9","22","144","1","1600","6","400","31","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5003010"
"5003010","5003010","5003","10","22","162","1","1800","6","450","31","144","300","97","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5003011"
"5003011","5003011","5003","11","22","180","1","2000","6","500","31","160","360","100","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5003012"
"5003012","5003012","5003","12","22","198","1","2200","6","550","31","176","420","103","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5003013"
"5003013","5003013","5003","13","22","216","1","2400","6","600","31","192","480","106","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5003014"
"5003014","5003014","5003","14","22","234","1","2600","6","650","31","208","540","109","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5003015"
"5003015","5003015","5003","15","22","252","1","2800","6","700","31","224","600","112","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5003016"
"5003016","5003016","5003","16","22","270","1","3000","6","750","31","240","660","115","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5003017"
"5003017","5003017","5003","17","22","288","1","3200","6","800","31","256","720","118","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","5003018"
"5003018","5003018","5003","18","22","306","1","3400","6","850","31","272","780","121","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","5003019"
"5003019","5003019","5003","19","22","324","1","3600","6","900","31","288","840","124","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","5003020"
"5003020","5003020","5003","20","22","342","1","3800","6","950","31","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5004001","5004001","5004","1","48","0","49","0","50","0","51","0","3","88","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5004002"
"5004002","5004002","5004","2","48","10","49","10","50","10","51","10","3","91","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5004003"
"5004003","5004003","5004","3","48","20","49","20","50","20","51","20","5","94","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5004004"
"5004004","5004004","5004","4","48","30","49","30","50","30","51","30","10","97","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5004005"
"5004005","5004005","5004","5","48","40","49","40","50","40","51","40","30","100","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5004006"
"5004006","5004006","5004","6","48","50","49","50","50","50","51","50","60","103","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5004007"
"5004007","5004007","5004","7","48","60","49","60","50","60","51","60","120","106","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5004008"
"5004008","5004008","5004","8","48","70","49","70","50","70","51","70","180","109","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5004009"
"5004009","5004009","5004","9","48","80","49","80","50","80","51","80","240","112","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5004010"
"5004010","5004010","5004","10","48","90","49","90","50","90","51","90","300","115","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5004011"
"5004011","5004011","5004","11","48","100","49","100","50","100","51","100","360","118","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5004012"
"5004012","5004012","5004","12","48","110","49","110","50","110","51","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5005001","5005001","5005","1","52","0","53","0","119","0","120","0","3","90","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5005002"
"5005002","5005002","5005","2","52","10","53","10","119","10","120","10","3","93","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5005003"
"5005003","5005003","5005","3","52","20","53","20","119","20","120","20","5","96","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5005004"
"5005004","5005004","5005","4","52","30","53","30","119","30","120","30","10","99","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5005005"
"5005005","5005005","5005","5","52","40","53","40","119","40","120","40","30","102","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5005006"
"5005006","5005006","5005","6","52","50","53","50","119","50","120","50","60","105","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5005007"
"5005007","5005007","5005","7","52","60","53","60","119","60","120","60","120","108","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5005008"
"5005008","5005008","5005","8","52","70","53","70","119","70","120","70","180","111","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5005009"
"5005009","5005009","5005","9","52","80","53","80","119","80","120","80","240","114","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5005010"
"5005010","5005010","5005","10","52","90","53","90","119","90","120","90","300","117","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5005011"
"5005011","5005011","5005","11","52","100","53","100","119","100","120","100","360","120","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5005012"
"5005012","5005012","5005","12","52","110","53","110","119","110","120","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5006001","5006001","5006","1","32","0","33","0","44","0","45","0","3","92","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","5006002"
"5006002","5006002","5006","2","32","40","33","40","44","15","45","15","3","95","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","5006003"
"5006003","5006003","5006","3","32","80","33","80","44","30","45","30","5","98","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","5006004"
"5006004","5006004","5006","4","32","120","33","120","44","45","45","45","10","101","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","5006005"
"5006005","5006005","5006","5","32","160","33","160","44","60","45","60","30","104","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","5006006"
"5006006","5006006","5006","6","32","200","33","200","44","75","45","75","60","107","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","5006007"
"5006007","5006007","5006","7","32","240","33","240","44","90","45","90","120","110","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","5006008"
"5006008","5006008","5006","8","32","280","33","280","44","105","45","105","180","113","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","5006009"
"5006009","5006009","5006","9","32","320","33","320","44","120","45","120","240","116","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","5006010"
"5006010","5006010","5006","10","32","360","33","360","44","135","45","135","300","119","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","5006011"
"5006011","5006011","5006","11","32","400","33","400","44","150","45","150","360","122","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","5006012"
"5006012","5006012","5006","12","32","440","33","440","44","165","45","165","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6001001","6001001","6001","1","22","0","40","0","24","0","26","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","6001002"
"6001002","6001002","6001","2","22","9","40","10","24","12","26","12","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","6001003"
"6001003","6001003","6001","3","22","18","40","20","24","24","26","24","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","6001004"
"6001004","6001004","6001","4","22","27","40","30","24","36","26","36","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","6001005"
"6001005","6001005","6001","5","22","36","40","40","24","48","26","48","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","6001006"
"6001006","6001006","6001","6","22","45","40","50","24","60","26","60","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6001007"
"6001007","6001007","6001","7","22","54","40","60","24","72","26","72","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6001008"
"6001008","6001008","6001","8","22","63","40","70","24","84","26","84","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6001009"
"6001009","6001009","6001","9","22","72","40","80","24","96","26","96","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6001010"
"6001010","6001010","6001","10","22","81","40","90","24","108","26","108","300","95","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6001011"
"6001011","6001011","6001","11","22","90","40","100","24","120","26","120","360","98","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6001012"
"6001012","6001012","6001","12","22","99","40","110","24","132","26","132","420","101","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6001013"
"6001013","6001013","6001","13","22","108","40","120","24","144","26","144","480","104","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6001014"
"6001014","6001014","6001","14","22","117","40","130","24","156","26","156","540","107","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6001015"
"6001015","6001015","6001","15","22","126","40","140","24","168","26","168","600","110","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6001016"
"6001016","6001016","6001","16","22","135","40","150","24","180","26","180","660","113","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6001017"
"6001017","6001017","6001","17","22","144","40","160","24","192","26","192","720","116","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","6001018"
"6001018","6001018","6001","18","22","153","40","170","24","204","26","204","780","119","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","6001019"
"6001019","6001019","6001","19","22","162","40","180","24","216","26","216","840","122","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","6001020"
"6001020","6001020","6001","20","22","171","40","190","24","228","26","228","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6002001","6002001","6002","1","28","0","29","0","30","0","42","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","6002002"
"6002002","6002002","6002","2","28","8","29","8","30","16","42","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","6002003"
"6002003","6002003","6002","3","28","16","29","16","30","32","42","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","6002004"
"6002004","6002004","6002","4","28","24","29","24","30","48","42","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","6002005"
"6002005","6002005","6002","5","28","32","29","32","30","64","42","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","6002006"
"6002006","6002006","6002","6","28","40","29","40","30","80","42","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6002007"
"6002007","6002007","6002","7","28","48","29","48","30","96","42","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6002008"
"6002008","6002008","6002","8","28","56","29","56","30","112","42","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6002009"
"6002009","6002009","6002","9","28","64","29","64","30","128","42","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6002010"
"6002010","6002010","6002","10","28","72","29","72","30","144","42","144","300","96","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6002011"
"6002011","6002011","6002","11","28","80","29","80","30","160","42","160","360","99","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6002012"
"6002012","6002012","6002","12","28","88","29","88","30","176","42","176","420","102","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6002013"
"6002013","6002013","6002","13","28","96","29","96","30","192","42","192","480","105","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6002014"
"6002014","6002014","6002","14","28","104","29","104","30","208","42","208","540","108","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6002015"
"6002015","6002015","6002","15","28","112","29","112","30","224","42","224","600","111","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6002016"
"6002016","6002016","6002","16","28","120","29","120","30","240","42","240","660","114","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6002017"
"6002017","6002017","6002","17","28","128","29","128","30","256","42","256","720","117","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","6002018"
"6002018","6002018","6002","18","28","136","29","136","30","272","42","272","780","120","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","6002019"
"6002019","6002019","6002","19","28","144","29","144","30","288","42","288","840","123","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","6002020"
"6002020","6002020","6002","20","28","152","29","152","30","304","42","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6003001","6003001","6003","1","22","0","1","0","6","0","31","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","6003002"
"6003002","6003002","6003","2","22","9","1","200","6","50","31","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","6003003"
"6003003","6003003","6003","3","22","18","1","400","6","100","31","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","6003004"
"6003004","6003004","6003","4","22","27","1","600","6","150","31","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","6003005"
"6003005","6003005","6003","5","22","36","1","800","6","200","31","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","6003006"
"6003006","6003006","6003","6","22","45","1","1000","6","250","31","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6003007"
"6003007","6003007","6003","7","22","54","1","1200","6","300","31","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6003008"
"6003008","6003008","6003","8","22","63","1","1400","6","350","31","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6003009"
"6003009","6003009","6003","9","22","72","1","1600","6","400","31","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6003010"
"6003010","6003010","6003","10","22","81","1","1800","6","450","31","144","300","97","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6003011"
"6003011","6003011","6003","11","22","90","1","2000","6","500","31","160","360","100","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6003012"
"6003012","6003012","6003","12","22","99","1","2200","6","550","31","176","420","103","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6003013"
"6003013","6003013","6003","13","22","108","1","2400","6","600","31","192","480","106","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6003014"
"6003014","6003014","6003","14","22","117","1","2600","6","650","31","208","540","109","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6003015"
"6003015","6003015","6003","15","22","126","1","2800","6","700","31","224","600","112","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6003016"
"6003016","6003016","6003","16","22","135","1","3000","6","750","31","240","660","115","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6003017"
"6003017","6003017","6003","17","22","144","1","3200","6","800","31","256","720","118","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","6003018"
"6003018","6003018","6003","18","22","153","1","3400","6","850","31","272","780","121","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","6003019"
"6003019","6003019","6003","19","22","162","1","3600","6","900","31","288","840","124","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","6003020"
"6003020","6003020","6003","20","22","171","1","3800","6","950","31","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6004001","6004001","6004","1","48","0","49","0","50","0","51","0","3","88","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6004002"
"6004002","6004002","6004","2","48","10","49","10","50","10","51","10","3","91","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6004003"
"6004003","6004003","6004","3","48","20","49","20","50","20","51","20","5","94","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6004004"
"6004004","6004004","6004","4","48","30","49","30","50","30","51","30","10","97","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6004005"
