"Name","ObjectId","ObjectGatherType","ObjectType","ObjectNameSid","CastingDesc","ChattingStringId","ChattingStringId2","IsBossDropRewardBox","ResourceId","ObjectScale","ObjectNameOnOff","ObjectLifeTime","CollectActivationType","CollectActivationValue","AlwaysVisible","AlwaysVisibleOff","CollectActivationString","CollectQualificationType","CollectQualificationValue","CollectMethod","InteractionRange","ProgressRangeInteraction","ProgressRange","BroadcastingSize","CollectCountMin","CollectCountMax","CastingTime","CollectIcon","FixedDropItemId","IconCoordinate","DecalScale","CollectAniType","EffectScale","ObjectLoopFxId","ObjectGenFxId","ObjectAniOnOff","ABPLink","ObjectDisappearTime","DropItemId","MonGenType","MonsterID","SpawnCount","SpawnRange","MonGenValue","LinkOccupationId","GetWayType","GenMessageStringTemplateIdTitle","GenMessageStringTemplateIdContent","QuestDropId","ObjectGrade","ObjectRadius","BuffId","BuffOverLap","MiniMapList_Show","ServerLogEventType"
"311072153","311072153","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073021","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072154","311072154","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074021","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072155","311072155","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075021","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072211","311072211","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072212","311072212","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072213","311072213","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072214","311072214","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072215","311072215","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072221","311072221","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072222","311072222","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072223","311072223","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072224","311072224","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072225","311072225","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072231","311072231","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072232","311072232","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072233","311072233","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073022","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072234","311072234","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074022","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072235","311072235","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075022","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072311","311072311","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072312","311072312","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072313","311072313","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072314","311072314","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074013","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072315","311072315","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","1500","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075013","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072321","311072321","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072322","311072322","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072323","311072323","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072324","311072324","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074013","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072325","311072325","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","1500","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075013","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072331","311072331","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072332","311072332","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072333","311072333","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","207073023","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311072334","311072334","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","207074023","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311072335","311072335","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","207075023","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311074002","311074002","0","0","0","2210070","0","0","0","40022","1","0","0","(11)","(1401200532)","0","0","0","0","0","1","700","175","175","3","1","1","10","1000074","0","(x=0, y=0, z=140)","1","1","1","0","0","0","400089","0","0","1","201561103","1","1","10000","0","1","0","0","(0)","0","0","0","0","0","0"
"311074003","311074003","0","0","0","2210071","0","0","0","40022","1","0","0","(11)","(1401200533)","0","0","0","0","0","1","700","175","175","3","1","1","10","1000074","0","(x=0, y=0, z=140)","1","1","1","0","0","0","400089","0","0","1","201561104","1","1","10000","0","1","0","0","(0)","0","0","0","0","0","0"
"311074004","311074004","0","0","0","2210072","0","0","0","40022","1","0","0","(11)","(1401200534)","0","0","0","0","0","1","700","175","175","3","1","1","10","1000074","0","(x=0, y=0, z=140)","1","1","1","0","0","0","400089","0","0","1","201561105","1","1","10000","0","1","0","0","(0)","0","0","0","0","0","0"
"311081102","311081102","5","0","2135002","2200005","0","0","0","40109","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","175","0","50","50","10","1000030","0","(x=0, y=0, z=140)","1","2","1","220626","0","0","0","0","208055012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081103","311081103","5","0","2135003","2200005","0","0","0","40110","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","175","0","75","75","10","1000031","0","(x=0, y=0, z=140)","1","2","1","220628","0","0","0","0","208055013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081104","311081104","5","0","2135004","2200005","0","0","0","40111","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","175","0","100","100","10","1000032","0","(x=0, y=0, z=220)","1","2","1","220630","0","0","0","0","208055014","0","0","0","0","0","0","1","0","0","(4202901,4202903)","1","0","0","0","0","0"
"311081105","311081105","5","0","2135005","2200005","0","0","0","40112","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","175","0","125","125","10","1000033","0","(x=0, y=0, z=220)","1","2","1","220632","0","0","0","0","208055015","0","0","0","0","0","0","1","0","0","(4202902,4202904)","1","0","0","0","0","0"
"311081202","311081202","2","0","2135028","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","50","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","208053012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081203","311081203","2","0","2135029","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","75","75","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","208053013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081204","311081204","2","0","2135030","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","100","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","208053014","0","0","0","0","0","0","1","0","0","(4202703)","1","0","0","0","0","0"
"311081205","311081205","2","0","2135031","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","125","125","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","208053015","0","0","0","0","0","0","1","0","0","(4202704)","1","0","0","0","0","0"
"311081302","311081302","1","0","2135033","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","50","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","208052012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081303","311081303","1","0","2135034","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","75","75","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","208052013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081304","311081304","1","0","2135035","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","100","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","208052014","0","0","0","0","0","0","1","0","0","(4202701)","1","0","0","0","0","0"
"311081305","311081305","1","0","2135036","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","125","125","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","208052015","0","0","0","0","0","0","1","0","0","(4202702)","1","0","0","0","0","0"
"311081403","311081403","4","0","2155007","2200013","0","0","0","40022","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","75","75","10","1000041","0","(x=0, y=0, z=140)","1","3","1","220621","0","0","400000","0","208054013","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081404","311081404","4","0","2155008","2200013","0","0","0","40022","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","100","10","1000042","0","(x=0, y=0, z=140)","1","3","1","220622","0","0","400000","0","208054014","0","0","0","0","0","0","1","0","0","(4202705)","1","0","0","0","0","0"
"311081405","311081405","4","0","2155009","2200013","0","0","0","40022","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","125","125","10","1000043","0","(x=0, y=0, z=140)","1","3","1","220623","0","0","400000","0","208054015","0","0","0","0","0","0","1","0","0","(4202706)","1","0","0","0","0","0"
"311081501","311081501","3","0","2115010","2200001","0","0","0","40128","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","208092011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081502","311081502","3","0","2115011","2200001","0","0","0","40129","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1","1080011","0","0","400038","0","208093011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311081503","311081503","3","0","2115012","2200001","0","0","0","40130","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000022","0","(x=0, y=0, z=140)","1","1","1","1080012","0","0","400038","0","208094011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082111","311082111","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082112","311082112","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082113","311082113","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082114","311082114","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082115","311082115","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082121","311082121","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082122","311082122","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082123","311082123","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082124","311082124","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082125","311082125","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082131","311082131","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082132","311082132","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082133","311082133","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082134","311082134","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082135","311082135","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082141","311082141","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082142","311082142","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082143","311082143","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073011","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082144","311082144","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082145","311082145","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075011","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082151","311082151","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082152","311082152","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082153","311082153","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073021","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082154","311082154","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074021","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082155","311082155","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075021","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082211","311082211","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082212","311082212","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082213","311082213","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082214","311082214","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082215","311082215","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082221","311082221","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082222","311082222","3","0","2165001","2200001","0","0","0","40128","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1.5","1080010","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082223","311082223","3","0","2165001","2200001","0","0","1","40012","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1.5","220628","0","0","400038","0","208073012","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"311082224","311082224","3","0","2165001","2200001","0","0","1","40130","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","20","1000022","0","(x=0, y=0, z=140)","1","1","1.5","220630","0","0","400038","0","208074012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082225","311082225","3","0","2165001","2200001","0","0","1","40131","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","30","1000023","0","(x=0, y=0, z=140)","1","1","1.5","220632","0","0","400038","0","208075012","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"311082231","311082231","3","0","2165001","2200001","0","0","0","40127","1.2","0","0","(0)","(0)","0","0","0","0","0","1","700","175","175","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1.5","1080001","0","0","400038","0","0","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
