"Name","RowId","Class","Grade","Tier","MainType","SubType","SmeltingType","SmeltingCount","Attribute1Value","Attribute2Value","Attribute3Value","Attribute4Value","Attribute5Value","Attribute6Value"
"424332008","424332008","4","2","4","3","3","2","8","832","27","54","19","0","0"
"424332009","424332009","4","2","4","3","3","2","9","951","31","62","22","0","0"
"424332010","424332010","4","2","4","3","3","2","10","1070","35","70","25","0","0"
"424332011","424332011","4","2","4","3","3","2","11","1189","39","78","28","0","0"
"424332012","424332012","4","2","4","3","3","2","12","1308","43","86","31","0","0"
"424342001","424342001","4","2","4","3","4","2","1","95","3","3","2","0","0"
"424342002","424342002","4","2","4","3","4","2","2","190","6","6","4","0","0"
"424342003","424342003","4","2","4","3","4","2","3","285","9","9","6","0","0"
"424342004","424342004","4","2","4","3","4","2","4","380","12","12","8","0","0"
"424342005","424342005","4","2","4","3","4","2","5","475","15","15","10","0","0"
"424342006","424342006","4","2","4","3","4","2","6","594","19","19","13","0","0"
"424342007","424342007","4","2","4","3","4","2","7","713","23","23","16","0","0"
"424342008","424342008","4","2","4","3","4","2","8","832","27","27","19","0","0"
"424342009","424342009","4","2","4","3","4","2","9","951","31","31","22","0","0"
"424342010","424342010","4","2","4","3","4","2","10","1070","35","35","25","0","0"
"424342011","424342011","4","2","4","3","4","2","11","1189","39","39","28","0","0"
"424342012","424342012","4","2","4","3","4","2","12","1308","43","43","31","0","0"
"431242001","431242001","4","3","1","2","4","2","1","26","4","9","0","0","0"
"431242002","431242002","4","3","1","2","4","2","2","52","8","18","0","0","0"
"431242003","431242003","4","3","1","2","4","2","3","78","12","27","0","0","0"
"431242004","431242004","4","3","1","2","4","2","4","104","16","36","0","0","0"
"431242005","431242005","4","3","1","2","4","2","5","130","20","45","0","0","0"
"431242006","431242006","4","3","1","2","4","2","6","163","25","56","0","0","0"
"431242007","431242007","4","3","1","2","4","2","7","196","30","67","0","0","0"
"431242008","431242008","4","3","1","2","4","2","8","229","35","78","0","0","0"
"431242009","431242009","4","3","1","2","4","2","9","262","40","89","0","0","0"
"431242010","431242010","4","3","1","2","4","2","10","295","45","100","0","0","0"
"431242011","431242011","4","3","1","2","4","2","11","328","50","111","0","0","0"
"431242012","431242012","4","3","1","2","4","2","12","361","55","122","0","0","0"
"431312001","431312001","4","3","1","3","1","2","1","10","10","11","13","0","0"
"431312002","431312002","4","3","1","3","1","2","2","20","20","22","26","0","0"
"431312003","431312003","4","3","1","3","1","2","3","30","30","33","39","0","0"
"431312004","431312004","4","3","1","3","1","2","4","40","40","44","52","0","0"
"431312005","431312005","4","3","1","3","1","2","5","50","50","55","65","0","0"
"431312006","431312006","4","3","1","3","1","2","6","63","63","69","81","0","0"
"431312007","431312007","4","3","1","3","1","2","7","76","76","83","97","0","0"
"431312008","431312008","4","3","1","3","1","2","8","89","89","97","113","0","0"
"431312009","431312009","4","3","1","3","1","2","9","102","102","111","129","0","0"
"431312010","431312010","4","3","1","3","1","2","10","115","115","125","145","0","0"
"431312011","431312011","4","3","1","3","1","2","11","128","128","139","161","0","0"
"431312012","431312012","4","3","1","3","1","2","12","141","141","153","177","0","0"
"431322001","431322001","4","3","1","3","2","2","1","268","5","3","4","0","0"
"431322002","431322002","4","3","1","3","2","2","2","536","10","6","8","0","0"
"431322003","431322003","4","3","1","3","2","2","3","804","15","9","12","0","0"
"431322004","431322004","4","3","1","3","2","2","4","1072","20","12","16","0","0"
"431322005","431322005","4","3","1","3","2","2","5","1340","25","15","20","0","0"
"431322006","431322006","4","3","1","3","2","2","6","1675","31","19","25","0","0"
"431322007","431322007","4","3","1","3","2","2","7","2010","37","23","30","0","0"
"431322008","431322008","4","3","1","3","2","2","8","2345","43","27","35","0","0"
"431322009","431322009","4","3","1","3","2","2","9","2680","49","31","40","0","0"
"431322010","431322010","4","3","1","3","2","2","10","3015","55","35","45","0","0"
"431322011","431322011","4","3","1","3","2","2","11","3350","61","39","50","0","0"
"431322012","431322012","4","3","1","3","2","2","12","3685","67","43","55","0","0"
"431332001","431332001","4","3","1","3","3","2","1","134","4","11","3","0","0"
"431332002","431332002","4","3","1","3","3","2","2","268","8","22","6","0","0"
"431332003","431332003","4","3","1","3","3","2","3","402","12","33","9","0","0"
"431332004","431332004","4","3","1","3","3","2","4","536","16","44","12","0","0"
"431332005","431332005","4","3","1","3","3","2","5","670","20","55","15","0","0"
"431332006","431332006","4","3","1","3","3","2","6","838","25","69","19","0","0"
"431332007","431332007","4","3","1","3","3","2","7","1006","30","83","23","0","0"
"431332008","431332008","4","3","1","3","3","2","8","1174","35","97","27","0","0"
"431332009","431332009","4","3","1","3","3","2","9","1342","40","111","31","0","0"
"431332010","431332010","4","3","1","3","3","2","10","1510","45","125","35","0","0"
"431332011","431332011","4","3","1","3","3","2","11","1678","50","139","39","0","0"
"431332012","431332012","4","3","1","3","3","2","12","1846","55","153","43","0","0"
"431342001","431342001","4","3","1","3","4","2","1","134","5","4","3","0","0"
"431342002","431342002","4","3","1","3","4","2","2","268","10","8","6","0","0"
"431342003","431342003","4","3","1","3","4","2","3","402","15","12","9","0","0"
"431342004","431342004","4","3","1","3","4","2","4","536","20","16","12","0","0"
"431342005","431342005","4","3","1","3","4","2","5","670","25","20","15","0","0"
"431342006","431342006","4","3","1","3","4","2","6","838","31","25","19","0","0"
"431342007","431342007","4","3","1","3","4","2","7","1006","37","30","23","0","0"
"431342008","431342008","4","3","1","3","4","2","8","1174","43","35","27","0","0"
"431342009","431342009","4","3","1","3","4","2","9","1342","49","40","31","0","0"
"431342010","431342010","4","3","1","3","4","2","10","1510","55","45","35","0","0"
"431342011","431342011","4","3","1","3","4","2","11","1678","61","50","39","0","0"
"431342012","431342012","4","3","1","3","4","2","12","1846","67","55","43","0","0"
"432242001","432242001","4","3","2","2","4","2","1","30","5","11","0","0","0"
"432242002","432242002","4","3","2","2","4","2","2","60","10","22","0","0","0"
"432242003","432242003","4","3","2","2","4","2","3","90","15","33","0","0","0"
"432242004","432242004","4","3","2","2","4","2","4","120","20","44","0","0","0"
"432242005","432242005","4","3","2","2","4","2","5","150","25","55","0","0","0"
"432242006","432242006","4","3","2","2","4","2","6","188","31","69","0","0","0"
"432242007","432242007","4","3","2","2","4","2","7","226","37","83","0","0","0"
"432242008","432242008","4","3","2","2","4","2","8","264","43","97","0","0","0"
"432242009","432242009","4","3","2","2","4","2","9","302","49","111","0","0","0"
"432242010","432242010","4","3","2","2","4","2","10","340","55","125","0","0","0"
"432242011","432242011","4","3","2","2","4","2","11","378","61","139","0","0","0"
"432242012","432242012","4","3","2","2","4","2","12","416","67","153","0","0","0"
"432312001","432312001","4","3","2","3","1","2","1","12","12","14","17","0","0"
"432312002","432312002","4","3","2","3","1","2","2","24","24","28","34","0","0"
"432312003","432312003","4","3","2","3","1","2","3","36","36","42","51","0","0"
"432312004","432312004","4","3","2","3","1","2","4","48","48","56","68","0","0"
"432312005","432312005","4","3","2","3","1","2","5","60","60","70","85","0","0"
"432312006","432312006","4","3","2","3","1","2","6","75","75","88","106","0","0"
"432312007","432312007","4","3","2","3","1","2","7","90","90","106","127","0","0"
"432312008","432312008","4","3","2","3","1","2","8","105","105","124","148","0","0"
"432312009","432312009","4","3","2","3","1","2","9","120","120","142","169","0","0"
"432312010","432312010","4","3","2","3","1","2","10","135","135","160","190","0","0"
"432312011","432312011","4","3","2","3","1","2","11","150","150","178","211","0","0"
"432312012","432312012","4","3","2","3","1","2","12","165","165","196","232","0","0"
"432322001","432322001","4","3","2","3","2","2","1","315","6","4","5","0","0"
"432322002","432322002","4","3","2","3","2","2","2","630","12","8","10","0","0"
"432322003","432322003","4","3","2","3","2","2","3","945","18","12","15","0","0"
"432322004","432322004","4","3","2","3","2","2","4","1260","24","16","20","0","0"
"432322005","432322005","4","3","2","3","2","2","5","1575","30","20","25","0","0"
"432322006","432322006","4","3","2","3","2","2","6","1969","38","25","31","0","0"
"432322007","432322007","4","3","2","3","2","2","7","2363","46","30","37","0","0"
"432322008","432322008","4","3","2","3","2","2","8","2757","54","35","43","0","0"
"432322009","432322009","4","3","2","3","2","2","9","3151","62","40","49","0","0"
"432322010","432322010","4","3","2","3","2","2","10","3545","70","45","55","0","0"
"432322011","432322011","4","3","2","3","2","2","11","3939","78","50","61","0","0"
"432322012","432322012","4","3","2","3","2","2","12","4333","86","55","67","0","0"
"432332001","432332001","4","3","2","3","3","2","1","158","5","14","4","0","0"
"432332002","432332002","4","3","2","3","3","2","2","316","10","28","8","0","0"
"432332003","432332003","4","3","2","3","3","2","3","474","15","42","12","0","0"
"432332004","432332004","4","3","2","3","3","2","4","632","20","56","16","0","0"
"432332005","432332005","4","3","2","3","3","2","5","790","25","70","20","0","0"
"432332006","432332006","4","3","2","3","3","2","6","988","31","88","25","0","0"
"432332007","432332007","4","3","2","3","3","2","7","1186","37","106","30","0","0"
"432332008","432332008","4","3","2","3","3","2","8","1384","43","124","35","0","0"
"432332009","432332009","4","3","2","3","3","2","9","1582","49","142","40","0","0"
"432332010","432332010","4","3","2","3","3","2","10","1780","55","160","45","0","0"
"432332011","432332011","4","3","2","3","3","2","11","1978","61","178","50","0","0"
"432332012","432332012","4","3","2","3","3","2","12","2176","67","196","55","0","0"
"432342001","432342001","4","3","2","3","4","2","1","158","6","5","4","0","0"
"432342002","432342002","4","3","2","3","4","2","2","316","12","10","8","0","0"
"432342003","432342003","4","3","2","3","4","2","3","474","18","15","12","0","0"
"432342004","432342004","4","3","2","3","4","2","4","632","24","20","16","0","0"
"432342005","432342005","4","3","2","3","4","2","5","790","30","25","20","0","0"
"432342006","432342006","4","3","2","3","4","2","6","988","38","31","25","0","0"
"432342007","432342007","4","3","2","3","4","2","7","1186","46","37","30","0","0"
"432342008","432342008","4","3","2","3","4","2","8","1384","54","43","35","0","0"
"432342009","432342009","4","3","2","3","4","2","9","1582","62","49","40","0","0"
"432342010","432342010","4","3","2","3","4","2","10","1780","70","55","45","0","0"
"432342011","432342011","4","3","2","3","4","2","11","1978","78","61","50","0","0"
"432342012","432342012","4","3","2","3","4","2","12","2176","86","67","55","0","0"
"433242001","433242001","4","3","3","2","4","2","1","34","6","13","0","0","0"
"433242002","433242002","4","3","3","2","4","2","2","68","12","26","0","0","0"
"433242003","433242003","4","3","3","2","4","2","3","102","18","39","0","0","0"
"433242004","433242004","4","3","3","2","4","2","4","136","24","52","0","0","0"
"433242005","433242005","4","3","3","2","4","2","5","170","30","65","0","0","0"
"433242006","433242006","4","3","3","2","4","2","6","213","38","81","0","0","0"
"433242007","433242007","4","3","3","2","4","2","7","256","46","97","0","0","0"
"433242008","433242008","4","3","3","2","4","2","8","299","54","113","0","0","0"
"433242009","433242009","4","3","3","2","4","2","9","342","62","129","0","0","0"
"433242010","433242010","4","3","3","2","4","2","10","385","70","145","0","0","0"
"433242011","433242011","4","3","3","2","4","2","11","428","78","161","0","0","0"
"433242012","433242012","4","3","3","2","4","2","12","471","86","177","0","0","0"
"433312001","433312001","4","3","3","3","1","2","1","14","14","17","21","0","0"
"433312002","433312002","4","3","3","3","1","2","2","28","28","34","42","0","0"
"433312003","433312003","4","3","3","3","1","2","3","42","42","51","63","0","0"
"433312004","433312004","4","3","3","3","1","2","4","56","56","68","84","0","0"
"433312005","433312005","4","3","3","3","1","2","5","70","70","85","105","0","0"
"433312006","433312006","4","3","3","3","1","2","6","88","88","106","131","0","0"
"433312007","433312007","4","3","3","3","1","2","7","106","106","127","157","0","0"
"433312008","433312008","4","3","3","3","1","2","8","124","124","148","183","0","0"
"433312009","433312009","4","3","3","3","1","2","9","142","142","169","209","0","0"
"433312010","433312010","4","3","3","3","1","2","10","160","160","190","235","0","0"
"433312011","433312011","4","3","3","3","1","2","11","178","178","211","261","0","0"
"433312012","433312012","4","3","3","3","1","2","12","196","196","232","287","0","0"
"433322001","433322001","4","3","3","3","2","2","1","362","7","5","6","0","0"
"433322002","433322002","4","3","3","3","2","2","2","724","14","10","12","0","0"
"433322003","433322003","4","3","3","3","2","2","3","1086","21","15","18","0","0"
"433322004","433322004","4","3","3","3","2","2","4","1448","28","20","24","0","0"
"433322005","433322005","4","3","3","3","2","2","5","1810","35","25","30","0","0"
"433322006","433322006","4","3","3","3","2","2","6","2263","44","31","38","0","0"
"433322007","433322007","4","3","3","3","2","2","7","2716","53","37","46","0","0"
"433322008","433322008","4","3","3","3","2","2","8","3169","62","43","54","0","0"
"433322009","433322009","4","3","3","3","2","2","9","3622","71","49","62","0","0"
"433322010","433322010","4","3","3","3","2","2","10","4075","80","55","70","0","0"
"433322011","433322011","4","3","3","3","2","2","11","4528","89","61","78","0","0"
"433322012","433322012","4","3","3","3","2","2","12","4981","98","67","86","0","0"
"433332001","433332001","4","3","3","3","3","2","1","181","6","17","5","0","0"
"433332002","433332002","4","3","3","3","3","2","2","362","12","34","10","0","0"
"433332003","433332003","4","3","3","3","3","2","3","543","18","51","15","0","0"
"433332004","433332004","4","3","3","3","3","2","4","724","24","68","20","0","0"
"433332005","433332005","4","3","3","3","3","2","5","905","30","85","25","0","0"
"433332006","433332006","4","3","3","3","3","2","6","1131","38","106","31","0","0"
"433332007","433332007","4","3","3","3","3","2","7","1357","46","127","37","0","0"
"433332008","433332008","4","3","3","3","3","2","8","1583","54","148","43","0","0"
"433332009","433332009","4","3","3","3","3","2","9","1809","62","169","49","0","0"
"433332010","433332010","4","3","3","3","3","2","10","2035","70","190","55","0","0"
"433332011","433332011","4","3","3","3","3","2","11","2261","78","211","61","0","0"
"433332012","433332012","4","3","3","3","3","2","12","2487","86","232","67","0","0"
"433342001","433342001","4","3","3","3","4","2","1","181","7","6","4","0","0"
"433342002","433342002","4","3","3","3","4","2","2","362","14","12","8","0","0"
"433342003","433342003","4","3","3","3","4","2","3","543","21","18","12","0","0"
"433342004","433342004","4","3","3","3","4","2","4","724","28","24","16","0","0"
"433342005","433342005","4","3","3","3","4","2","5","905","35","30","20","0","0"
"433342006","433342006","4","3","3","3","4","2","6","1131","44","38","25","0","0"
"433342007","433342007","4","3","3","3","4","2","7","1357","53","46","30","0","0"
"433342008","433342008","4","3","3","3","4","2","8","1583","62","54","35","0","0"
"433342009","433342009","4","3","3","3","4","2","9","1809","71","62","40","0","0"
"433342010","433342010","4","3","3","3","4","2","10","2035","80","70","45","0","0"
"433342011","433342011","4","3","3","3","4","2","11","2261","89","78","50","0","0"
"433342012","433342012","4","3","3","3","4","2","12","2487","98","86","55","0","0"
"434242001","434242001","4","3","4","2","4","2","1","37","7","15","0","0","0"
"434242002","434242002","4","3","4","2","4","2","2","74","14","30","0","0","0"
"434242003","434242003","4","3","4","2","4","2","3","111","21","45","0","0","0"
"434242004","434242004","4","3","4","2","4","2","4","148","28","60","0","0","0"
"434242005","434242005","4","3","4","2","4","2","5","185","35","75","0","0","0"
"434242006","434242006","4","3","4","2","4","2","6","231","44","94","0","0","0"
"434242007","434242007","4","3","4","2","4","2","7","277","53","113","0","0","0"
"434242008","434242008","4","3","4","2","4","2","8","323","62","132","0","0","0"
"434242009","434242009","4","3","4","2","4","2","9","369","71","151","0","0","0"
"434242010","434242010","4","3","4","2","4","2","10","415","80","170","0","0","0"
"434242011","434242011","4","3","4","2","4","2","11","461","89","189","0","0","0"
"434242012","434242012","4","3","4","2","4","2","12","507","98","208","0","0","0"
"434312001","434312001","4","3","4","3","1","2","1","16","16","20","24","0","0"
"434312002","434312002","4","3","4","3","1","2","2","32","32","40","48","0","0"
"434312003","434312003","4","3","4","3","1","2","3","48","48","60","72","0","0"
"434312004","434312004","4","3","4","3","1","2","4","64","64","80","96","0","0"
"434312005","434312005","4","3","4","3","1","2","5","80","80","100","120","0","0"
"434312006","434312006","4","3","4","3","1","2","6","100","100","125","150","0","0"
"434312007","434312007","4","3","4","3","1","2","7","120","120","150","180","0","0"
"434312008","434312008","4","3","4","3","1","2","8","140","140","175","210","0","0"
"434312009","434312009","4","3","4","3","1","2","9","160","160","200","240","0","0"
"434312010","434312010","4","3","4","3","1","2","10","180","180","225","270","0","0"
"434312011","434312011","4","3","4","3","1","2","11","200","200","250","300","0","0"
"434312012","434312012","4","3","4","3","1","2","12","220","220","275","330","0","0"
"434322001","434322001","4","3","4","3","2","2","1","409","8","6","7","0","0"
"434322002","434322002","4","3","4","3","2","2","2","818","16","12","14","0","0"
"434322003","434322003","4","3","4","3","2","2","3","1227","24","18","21","0","0"
"434322004","434322004","4","3","4","3","2","2","4","1636","32","24","28","0","0"
"434322005","434322005","4","3","4","3","2","2","5","2045","40","30","35","0","0"
"434322006","434322006","4","3","4","3","2","2","6","2556","50","38","44","0","0"
"434322007","434322007","4","3","4","3","2","2","7","3067","60","46","53","0","0"
"434322008","434322008","4","3","4","3","2","2","8","3578","70","54","62","0","0"
"434322009","434322009","4","3","4","3","2","2","9","4089","80","62","71","0","0"
"434322010","434322010","4","3","4","3","2","2","10","4600","90","70","80","0","0"
"434322011","434322011","4","3","4","3","2","2","11","5111","100","78","89","0","0"
"434322012","434322012","4","3","4","3","2","2","12","5622","110","86","98","0","0"
"434332001","434332001","4","3","4","3","3","2","1","204","7","20","6","0","0"
"434332002","434332002","4","3","4","3","3","2","2","408","14","40","12","0","0"
"434332003","434332003","4","3","4","3","3","2","3","612","21","60","18","0","0"
"434332004","434332004","4","3","4","3","3","2","4","816","28","80","24","0","0"
"434332005","434332005","4","3","4","3","3","2","5","1020","35","100","30","0","0"
"434332006","434332006","4","3","4","3","3","2","6","1275","44","125","38","0","0"
"434332007","434332007","4","3","4","3","3","2","7","1530","53","150","46","0","0"
"434332008","434332008","4","3","4","3","3","2","8","1785","62","175","54","0","0"
"434332009","434332009","4","3","4","3","3","2","9","2040","71","200","62","0","0"
"434332010","434332010","4","3","4","3","3","2","10","2295","80","225","70","0","0"
"434332011","434332011","4","3","4","3","3","2","11","2550","89","250","78","0","0"
"434332012","434332012","4","3","4","3","3","2","12","2805","98","275","86","0","0"
"434342001","434342001","4","3","4","3","4","2","1","204","8","7","5","0","0"
"434342002","434342002","4","3","4","3","4","2","2","408","16","14","10","0","0"
"434342003","434342003","4","3","4","3","4","2","3","612","24","21","15","0","0"
"434342004","434342004","4","3","4","3","4","2","4","816","32","28","20","0","0"
"434342005","434342005","4","3","4","3","4","2","5","1020","40","35","25","0","0"
"434342006","434342006","4","3","4","3","4","2","6","1275","50","44","31","0","0"
"434342007","434342007","4","3","4","3","4","2","7","1530","60","53","37","0","0"
"434342008","434342008","4","3","4","3","4","2","8","1785","70","62","43","0","0"
"434342009","434342009","4","3","4","3","4","2","9","2040","80","71","49","0","0"
"434342010","434342010","4","3","4","3","4","2","10","2295","90","80","55","0","0"
"434342011","434342011","4","3","4","3","4","2","11","2550","100","89","61","0","0"
"434342012","434342012","4","3","4","3","4","2","12","2805","110","98","67","0","0"
"441242001","441242001","4","4","1","2","4","2","1","55","12","26","0","0","0"
"441242002","441242002","4","4","1","2","4","2","2","110","24","52","0","0","0"
"441242003","441242003","4","4","1","2","4","2","3","165","36","78","0","0","0"
"441242004","441242004","4","4","1","2","4","2","4","220","48","104","0","0","0"
"441242005","441242005","4","4","1","2","4","2","5","275","60","130","0","0","0"
"441242006","441242006","4","4","1","2","4","2","6","344","75","163","0","0","0"
"441242007","441242007","4","4","1","2","4","2","7","413","90","196","0","0","0"
"441242008","441242008","4","4","1","2","4","2","8","482","105","229","0","0","0"
"441242009","441242009","4","4","1","2","4","2","9","551","120","262","0","0","0"
"441242010","441242010","4","4","1","2","4","2","10","620","135","295","0","0","0"
"441242011","441242011","4","4","1","2","4","2","11","689","150","328","0","0","0"
"441242012","441242012","4","4","1","2","4","2","12","758","165","361","0","0","0"
"441312001","441312001","4","4","1","3","1","2","1","27","27","34","42","0","0"
"441312002","441312002","4","4","1","3","1","2","2","54","54","68","84","0","0"
"441312003","441312003","4","4","1","3","1","2","3","81","81","102","126","0","0"
"441312004","441312004","4","4","1","3","1","2","4","108","108","136","168","0","0"
"441312005","441312005","4","4","1","3","1","2","5","135","135","170","210","0","0"
"441312006","441312006","4","4","1","3","1","2","6","169","169","213","263","0","0"
"441312007","441312007","4","4","1","3","1","2","7","203","203","256","316","0","0"
"441312008","441312008","4","4","1","3","1","2","8","237","237","299","369","0","0"
"441312009","441312009","4","4","1","3","1","2","9","271","271","342","422","0","0"
"441312010","441312010","4","4","1","3","1","2","10","305","305","385","475","0","0"
"441312011","441312011","4","4","1","3","1","2","11","339","339","428","528","0","0"
"441312012","441312012","4","4","1","3","1","2","12","373","373","471","581","0","0"
"441322001","441322001","4","4","1","3","2","2","1","635","13","9","12","0","0"
"441322002","441322002","4","4","1","3","2","2","2","1270","26","18","24","0","0"
"441322003","441322003","4","4","1","3","2","2","3","1905","39","27","36","0","0"
"441322004","441322004","4","4","1","3","2","2","4","2540","52","36","48","0","0"
"441322005","441322005","4","4","1","3","2","2","5","3175","65","45","60","0","0"
"441322006","441322006","4","4","1","3","2","2","6","3969","81","56","75","0","0"
"441322007","441322007","4","4","1","3","2","2","7","4763","97","67","90","0","0"
"441322008","441322008","4","4","1","3","2","2","8","5557","113","78","105","0","0"
"441322009","441322009","4","4","1","3","2","2","9","6351","129","89","120","0","0"
"441322010","441322010","4","4","1","3","2","2","10","7145","145","100","135","0","0"
"441322011","441322011","4","4","1","3","2","2","11","7939","161","111","150","0","0"
"441322012","441322012","4","4","1","3","2","2","12","8733","177","122","165","0","0"
"441332001","441332001","4","4","1","3","3","2","1","317","12","34","9","0","0"
"441332002","441332002","4","4","1","3","3","2","2","634","24","68","18","0","0"
"441332003","441332003","4","4","1","3","3","2","3","951","36","102","27","0","0"
"441332004","441332004","4","4","1","3","3","2","4","1268","48","136","36","0","0"
"441332005","441332005","4","4","1","3","3","2","5","1585","60","170","45","0","0"
"441332006","441332006","4","4","1","3","3","2","6","1981","75","213","56","0","0"
"441332007","441332007","4","4","1","3","3","2","7","2377","90","256","67","0","0"
"441332008","441332008","4","4","1","3","3","2","8","2773","105","299","78","0","0"
"441332009","441332009","4","4","1","3","3","2","9","3169","120","342","89","0","0"
"441332010","441332010","4","4","1","3","3","2","10","3565","135","385","100","0","0"
"441332011","441332011","4","4","1","3","3","2","11","3961","150","428","111","0","0"
"441332012","441332012","4","4","1","3","3","2","12","4357","165","471","122","0","0"
"441342001","441342001","4","4","1","3","4","2","1","317","13","12","9","0","0"
"441342002","441342002","4","4","1","3","4","2","2","634","26","24","18","0","0"
"441342003","441342003","4","4","1","3","4","2","3","951","39","36","27","0","0"
"441342004","441342004","4","4","1","3","4","2","4","1268","52","48","36","0","0"
"441342005","441342005","4","4","1","3","4","2","5","1585","65","60","45","0","0"
"441342006","441342006","4","4","1","3","4","2","6","1981","81","75","56","0","0"
"441342007","441342007","4","4","1","3","4","2","7","2377","97","90","67","0","0"
"441342008","441342008","4","4","1","3","4","2","8","2773","113","105","78","0","0"
"441342009","441342009","4","4","1","3","4","2","9","3169","129","120","89","0","0"
"441342010","441342010","4","4","1","3","4","2","10","3565","145","135","100","0","0"
"441342011","441342011","4","4","1","3","4","2","11","3961","161","150","111","0","0"
"441342012","441342012","4","4","1","3","4","2","12","4357","177","165","122","0","0"
"442242001","442242001","4","4","2","2","4","2","1","59","13","28","0","0","0"
"442242002","442242002","4","4","2","2","4","2","2","118","26","56","0","0","0"
"442242003","442242003","4","4","2","2","4","2","3","177","39","84","0","0","0"
"442242004","442242004","4","4","2","2","4","2","4","236","52","112","0","0","0"
"442242005","442242005","4","4","2","2","4","2","5","295","65","140","0","0","0"
"442242006","442242006","4","4","2","2","4","2","6","369","81","175","0","0","0"
"442242007","442242007","4","4","2","2","4","2","7","443","97","210","0","0","0"
"442242008","442242008","4","4","2","2","4","2","8","517","113","245","0","0","0"
"442242009","442242009","4","4","2","2","4","2","9","591","129","280","0","0","0"
"442242010","442242010","4","4","2","2","4","2","10","665","145","315","0","0","0"
"442242011","442242011","4","4","2","2","4","2","11","739","161","350","0","0","0"
"442242012","442242012","4","4","2","2","4","2","12","813","177","385","0","0","0"
"442312001","442312001","4","4","2","3","1","2","1","29","29","37","46","0","0"
"442312002","442312002","4","4","2","3","1","2","2","58","58","74","92","0","0"
"442312003","442312003","4","4","2","3","1","2","3","87","87","111","138","0","0"
"442312004","442312004","4","4","2","3","1","2","4","116","116","148","184","0","0"
"442312005","442312005","4","4","2","3","1","2","5","145","145","185","230","0","0"
"442312006","442312006","4","4","2","3","1","2","6","181","181","231","288","0","0"
"442312007","442312007","4","4","2","3","1","2","7","217","217","277","346","0","0"
"442312008","442312008","4","4","2","3","1","2","8","253","253","323","404","0","0"
"442312009","442312009","4","4","2","3","1","2","9","289","289","369","462","0","0"
"442312010","442312010","4","4","2","3","1","2","10","325","325","415","520","0","0"
"442312011","442312011","4","4","2","3","1","2","11","361","361","461","578","0","0"
"442312012","442312012","4","4","2","3","1","2","12","397","397","507","636","0","0"
"442322001","442322001","4","4","2","3","2","2","1","689","15","10","13","0","0"
"442322002","442322002","4","4","2","3","2","2","2","1378","30","20","26","0","0"
"442322003","442322003","4","4","2","3","2","2","3","2067","45","30","39","0","0"
"442322004","442322004","4","4","2","3","2","2","4","2756","60","40","52","0","0"
"442322005","442322005","4","4","2","3","2","2","5","3445","75","50","65","0","0"
"442322006","442322006","4","4","2","3","2","2","6","4306","94","63","81","0","0"
"442322007","442322007","4","4","2","3","2","2","7","5167","113","76","97","0","0"
"442322008","442322008","4","4","2","3","2","2","8","6028","132","89","113","0","0"
"442322009","442322009","4","4","2","3","2","2","9","6889","151","102","129","0","0"
"442322010","442322010","4","4","2","3","2","2","10","7750","170","115","145","0","0"
"442322011","442322011","4","4","2","3","2","2","11","8611","189","128","161","0","0"
"442322012","442322012","4","4","2","3","2","2","12","9472","208","141","177","0","0"
"442332001","442332001","4","4","2","3","3","2","1","345","13","37","10","0","0"
"442332002","442332002","4","4","2","3","3","2","2","690","26","74","20","0","0"
"442332003","442332003","4","4","2","3","3","2","3","1035","39","111","30","0","0"
"442332004","442332004","4","4","2","3","3","2","4","1380","52","148","40","0","0"
"442332005","442332005","4","4","2","3","3","2","5","1725","65","185","50","0","0"
"442332006","442332006","4","4","2","3","3","2","6","2156","81","231","63","0","0"
"442332007","442332007","4","4","2","3","3","2","7","2587","97","277","76","0","0"
"442332008","442332008","4","4","2","3","3","2","8","3018","113","323","89","0","0"
"442332009","442332009","4","4","2","3","3","2","9","3449","129","369","102","0","0"
"442332010","442332010","4","4","2","3","3","2","10","3880","145","415","115","0","0"
"442332011","442332011","4","4","2","3","3","2","11","4311","161","461","128","0","0"
"442332012","442332012","4","4","2","3","3","2","12","4742","177","507","141","0","0"
"442342001","442342001","4","4","2","3","4","2","1","345","15","13","10","0","0"
"442342002","442342002","4","4","2","3","4","2","2","690","30","26","20","0","0"
"442342003","442342003","4","4","2","3","4","2","3","1035","45","39","30","0","0"
"442342004","442342004","4","4","2","3","4","2","4","1380","60","52","40","0","0"
"442342005","442342005","4","4","2","3","4","2","5","1725","75","65","50","0","0"
"442342006","442342006","4","4","2","3","4","2","6","2156","94","81","63","0","0"
"442342007","442342007","4","4","2","3","4","2","7","2587","113","97","76","0","0"
"442342008","442342008","4","4","2","3","4","2","8","3018","132","113","89","0","0"
"442342009","442342009","4","4","2","3","4","2","9","3449","151","129","102","0","0"
"442342010","442342010","4","4","2","3","4","2","10","3880","170","145","115","0","0"
"442342011","442342011","4","4","2","3","4","2","11","4311","189","161","128","0","0"
"442342012","442342012","4","4","2","3","4","2","12","4742","208","177","141","0","0"
"443242001","443242001","4","4","3","2","4","2","1","63","14","31","0","0","0"
"443242002","443242002","4","4","3","2","4","2","2","126","28","62","0","0","0"
"443242003","443242003","4","4","3","2","4","2","3","189","42","93","0","0","0"
"443242004","443242004","4","4","3","2","4","2","4","252","56","124","0","0","0"
