"Name","BuffId","ActEffect","BuffEffect","EffectSocket","EffectSocket_Type","ExtinctionEffect","ExtinctionEffectSocket","BuffEffectScale","EffectHeight","BuffName","BuffExplain","Icon","Icon_Big","ShowDamageFont","PetBuff_IconId","PetId","BuffUseType","ApplyType","BuffTarget","UpdateRule","KeepType_Die","KeepType_StageOut","KeepType_LogOut","BuffArmorType","Buffprobability","BuffOverlap","OverLapCallGroupID","BuffAttackID","TimeType","BuffType","IsHideRemainTime","BuffTime","LevelUpBuffTime","BuffIndexType_1","BuffIndex_1","BuffValue_1","LevelUpBuffValue_1","BuffValueEx_1","BuffIndexType_2","BuffIndex_2","BuffValue_2","LevelUpBuffValue_2","BuffValueEx_2","BuffIndexType_3","BuffIndex_3","BuffValue_3","LevelUpBuffValue_3","BuffValueEx_3","MaterialPath","Emissive_Dcolor","Fresnel_Exponenth","Fresnel_BaseReflect","PassiveID","detachBuffID","AppearBuff","CalculateType_1","CalculateType_2","CalculateType_3","ShowDamageLog"
"500102","500102","0","0","0","0","0","0","1","0","2600172","2610177","341051","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4005","0","0","0","3","4029","0","0","0","3","4004","0","0","0","0","(1.5,1.25,0.75)","3.5","0.01","(0)","(0)","0","0","0","0","0"
"500103","500103","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","2","0","2","0","2","2022","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500104","500104","2050139","0","Root","1","0","0","1","0","2600174","2610178","341011","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","2","0","1","0","2","2022","2","2","0","0","0","0","0","0","0","0","0","0","0","0","(1.5,1.25,0.75)","3.5","0.01","(0)","(0)","0","0","0","0","0"
"500105","500105","0","0","0","0","0","0","1","0","2600181","2610232","341050","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","5","0","0","0","0","0","1","0","2","2006","249997","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"500106","500106","0","0","0","0","0","0","1","0","2600182","2610256","341063","0","1","(0,0)","0","0","2","1","0","1","0","0","0","1000","0","0","0","0","1","0","0","0","1","46","30","0","0","1","47","30","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"500200","500200","0","0","0","0","0","0","1","0","3350004","3350007","120081","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","1","1","0","21600","0","1","84","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500201","500201","0","0","0","0","0","0","1","0","3350005","3350008","120081","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","1","1","0","43200","0","1","82","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500202","500202","0","0","0","0","0","0","1","0","3350006","3350009","341014","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","1","1","0","86400","0","1","20","-100","0","0","1","22","-100","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500203","500203","0","0","0","0","0","0","1","0","3350037","3350043","4500007","0","1","(0,0)","0","7","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","86400","0","1","82","1000","0","0","1","84","1000","0","0","1","88","1000","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500204","500204","0","0","0","0","0","0","1","0","3350038","3350044","4500008","0","1","(0,0)","0","7","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","43200","0","1","91","1000","0","0","1","92","1000","0","0","1","89","1000","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500205","500205","0","0","0","0","0","0","1","0","3350039","3350045","4500009","0","1","(0,0)","0","7","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","21600","0","1","38","50","0","0","1","39","50","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500301","500301","2050122","0","Root","1","0","0","1","0","330815","340815","341029","0","0","(0,0)","0","0","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","0","0","1","47","30","30","0","1","151","1000","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500401","500401","0","0","0","0","0","0","1","0","330816","340816","341061","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","180","0","3","4034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500503","500503","0","0","0","0","0","0","1","0","2710004","340824","341050","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","0","0","1","87","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500504","500504","0","0","0","0","0","0","1","0","2710005","340824","341050","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","0","0","1","87","-4000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500505","500505","0","0","0","0","0","0","1","0","330817","340817","341050","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","0","0","1","39","-1000","0","0","0","0","0","0","0","1","87","-9000","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500601","500601","0","0","0","0","0","0","1","0","330914","340818","341064","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","60","0","3","4047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500602","500602","0","0","0","0","0","0","1","0","4620634","4630635","341068","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","12","0","3","4053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500603","500603","0","0","0","0","0","0","1","0","4620634","4630635","341068","0","0","(0,0)","0","0","2","1","0","1","1","1","0","1000","0","0","0","0","1","0","6","5","3","4053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(500602)","1","0","0","0","0"
"500701","500701","0","0","0","0","0","0","1","0","330915","340819","341065","0","0","(0,0)","0","5","2","1","0","1","0","0","0","1000","0","0","0","0","1","0","0","0","1","82","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500702","500702","0","0","0","0","0","0","1","0","330916","340820","341065","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500703","500703","0","0","0","0","0","0","1","0","330917","340821","341051","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4005","0","0","0","3","4029","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500704","500704","0","0","0","0","0","0","1","0","330918","340822","341051","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4055","0","0","0","3","4029","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500705","500705","0","0","0","0","0","0","1","0","330919","340823","0","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","2","2021","33","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","1","0","0","0","0"
"500802","500802","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","7.5","0","3","4009","1200051","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500803","500803","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","0","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","7","0","3","4008","12742","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500804","500804","0","0","0","0","0","0","1","0","5901018","5901019","341019","0","0","(0,0)","0","0","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500805","500805","0","2050113","Buff_Mid","2","0","0","1","0","2600005","2610005","341036","0","0","(0,0)","0","1","2","0","0","0","0","0","0","1000","0","0","0","0","2","0","3","0","2","2006","400","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500807","500807","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","1","0","2","2006","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500808","500808","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","1","0","2","2006","600","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500809","500809","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","0","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","7","0","3","4008","12743","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500901","500901","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","0","0","1","0","2","2006","2249860","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500911","500911","2050139","0","Root","1","0","0","1","0","6200011","6200041","341011","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","2","0","1","0","2","2021","44","44","0","0","0","0","0","0","0","0","0","0","0","0","(1.5,1.25,0.75)","3.5","0.01","(0)","(0)","0","0","0","0","0"
"500912","500912","2050139","0","Root","1","0","0","1","0","6200011","6200041","341011","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","2","0","1","0","2","2021","88","88","0","0","0","0","0","0","0","0","0","0","0","0","(1.5,1.25,0.75)","3.5","0.01","(0)","(0)","0","0","0","0","0"
"500913","500913","2050139","0","Root","1","0","0","1","0","6200011","6200042","341011","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","2","0","1","0","2","2021","14","14","0","0","0","0","0","0","0","0","0","0","0","0","(1.5,1.25,0.75)","3.5","0.01","(0)","(0)","0","0","0","0","0"
"500921","500921","0","0","0","0","0","0","1","0","6200012","6200043","341051","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","60","0","3","4005","0","0","0","3","4029","0","0","0","3","4004","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500922","500922","0","0","0","0","0","0","1","0","6200013","6200043","341051","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","60","0","3","4005","0","0","0","3","4029","0","0","0","3","4004","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500931","500931","0","0","0","0","0","0","1","0","6200014","6200044","5500001","0","0","(0,0)","0","0","2","1","0","1","0","0","0","1000","0","0","0","0","1","1","0","0","1","167","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500941","500941","0","0","0","0","0","0","1","0","6200015","6200045","5500002","0","1","(0,0)","0","0","2","1","0","1","0","0","0","1000","0","0","0","0","1","1","0","0","1","167","-7000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500951","500951","0","0","0","0","0","0","1","0","6200016","6200046","5500004","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","44","350","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500952","500952","0","0","0","0","0","0","1","0","6200017","6200047","5500003","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","45","350","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500953","500953","0","0","0","0","0","0","1","0","6200018","6200048","5500006","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","1","10000","0","0","1","6","1000","0","0","1","76","150","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500954","500954","0","0","0","0","0","0","1","0","6200019","6200049","5500008","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","49","500","0","0","1","51","500","0","0","1","53","500","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500955","500955","0","0","0","0","0","0","1","0","6200020","6200050","5500007","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","146","300","0","0","1","148","300","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500956","500956","0","0","0","0","0","0","1","0","6200021","6200051","5500005","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","600","0","1","32","350","0","0","1","34","350","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500961","500961","0","0","0","0","0","0","1","0","6200016","6200052","5500004","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","44","35","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500962","500962","0","0","0","0","0","0","1","0","6200017","6200053","5500003","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","45","35","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500963","500963","0","0","0","0","0","0","1","0","6200018","6200054","5500006","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","1","1","0","0","1","6","1","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500964","500964","0","0","0","0","0","0","1","0","6200019","6200055","5500008","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","49","50","0","0","1","51","50","0","0","1","53","50","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500965","500965","0","0","0","0","0","0","1","0","6200020","6200056","5500007","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","146","30","0","0","1","148","30","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"500966","500966","0","0","0","0","0","0","1","0","6200021","6200057","5500005","0","1","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","1","0","0","1","32","35","0","0","1","34","35","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"501001","501001","0","0","0","0","0","0","1","0","330921","340921","120077","0","0","(0,0)","0","0","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"501101","501101","0","0","0","0","0","0","1","0","6300302","6300312","5600004","0","1","(0,0)","0","8","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","259200","0","1","82","1500","0","0","1","0","0","0","0","1","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"501102","501102","0","0","0","0","0","0","1","0","6300303","6300313","5600005","0","1","(0,0)","0","8","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","259200","0","1","82","-1000","0","0","1","42","-100","0","0","1","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"501103","501103","0","0","0","0","0","0","1","0","6300304","6300314","5600006","0","1","(0,0)","0","8","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","259200","0","1","88","1000","0","0","1","89","1000","0","0","1","86","1000","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"501104","501104","0","0","0","0","0","0","1","0","6300305","6300315","5600007","0","1","(0,0)","0","8","2","1","0","1","1","0","0","1000","0","0","0","0","1","0","259200","0","1","93","-4000","0","0","1","91","-4000","0","0","1","92","-4000","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"604001","604001","2050106","0","Root","1","0","0","1","100","5504001","5564001","341060","0","1","(4,4300001)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2022","300","9","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604002","604002","2050108","0","Root","1","0","0","1","100","5504002","5564002","341060","0","1","(4,4300002)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2026","300","9","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604003","604003","2050122","0","Root","1","0","0","1","100","5504003","5564003","341060","0","0","(4,4300003)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","47","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604004","604004","2050122","0","Root","1","0","0","1","100","5504004","5564004","341060","0","0","(4,4300004)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","44","140","4","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604005","604005","2050122","0","Root","1","0","0","1","100","5504005","5564005","341060","0","0","(4,4300005)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","38","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604006","604006","2050122","0","Root","1","0","0","1","100","5504006","5564006","341060","0","0","(4,4300006)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","39","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604013","604013","2050122","0","Root","1","0","0","1","100","5504013","5564013","341060","0","0","(4,4300013)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","28","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604014","604014","2050122","0","Root","1","0","0","1","100","5504014","5564014","341060","0","0","(4,4300015)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","20","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604015","604015","2050122","0","Root","1","0","0","1","100","5504015","5564015","341060","0","0","(4,4300017)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","22","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604016","604016","2050122","0","Root","1","0","0","1","100","5504016","5564016","341060","0","0","(4,4300019)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","29","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604017","604017","2050122","0","Root","1","0","0","1","100","5504017","5564017","341060","0","0","(4,4300021)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","24","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"604018","604018","2050122","0","Root","1","0","0","1","100","5504018","5564018","341060","0","0","(4,4300023)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","26","70","2","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624001","624001","2050106","0","Root","1","0","0","1","100","382001","5564001","341060","0","1","(4,4300001)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2022","450","13","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624002","624002","2050108","0","Root","1","0","0","1","100","382002","5564002","341060","0","1","(4,4300002)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2026","450","13","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624003","624003","2050122","0","Root","1","0","0","1","100","382003","5564003","341060","0","0","(4,4300003)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","47","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624004","624004","2050122","0","Root","1","0","0","1","100","382004","5564004","341060","0","0","(4,4300004)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","44","210","6","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624005","624005","2050122","0","Root","1","0","0","1","100","382005","5564005","341060","0","0","(4,4300005)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","38","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624006","624006","2050122","0","Root","1","0","0","1","100","382006","5564006","341060","0","0","(4,4300006)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","39","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624013","624013","2050122","0","Root","1","0","0","1","100","382007","5564013","341060","0","0","(4,4300013)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","28","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624014","624014","2050122","0","Root","1","0","0","1","100","382008","5564014","341060","0","0","(4,4300015)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","20","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624015","624015","2050122","0","Root","1","0","0","1","100","382009","5564015","341060","0","0","(4,4300017)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","22","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624016","624016","2050122","0","Root","1","0","0","1","100","382010","5564016","341060","0","0","(4,4300019)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","29","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624017","624017","2050122","0","Root","1","0","0","1","100","382011","5564017","341060","0","0","(4,4300021)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","24","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"624018","624018","2050122","0","Root","1","0","0","1","100","382012","5564018","341060","0","0","(4,4300023)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","26","105","3","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605001","605001","2050106","0","Root","1","0","0","1","100","5505001","5565001","341060","0","1","(5,4300001)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2022","500","15","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605002","605002","2050108","0","Root","1","0","0","1","100","5505002","5565002","341060","0","1","(5,4300002)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","2","0","1","0","2","2026","500","15","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605003","605003","2050122","0","Root","1","0","0","1","100","5505003","5565003","341060","0","0","(5,4300003)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","47","126","4","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605004","605004","2050122","0","Root","1","0","0","1","100","5505004","5565004","341060","0","0","(5,4300004)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","44","252","8","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605005","605005","2050122","0","Root","1","0","0","1","100","5505005","5565005","341060","0","0","(5,4300005)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","38","126","4","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605006","605006","2050122","0","Root","1","0","0","1","100","5505006","5565006","341060","0","0","(5,4300006)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","39","126","4","0","0","0","0","0","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605007","605007","2050122","0","Root","1","0","0","1","100","5505007","5565007","341060","0","0","(5,4300007)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","41","200","5","0","1","43","200","5","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605008","605008","2050122","0","Root","1","0","0","1","100","5505008","5565008","341060","0","0","(5,4300008)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","34","300","9","0","1","35","300","9","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605009","605009","2050122","0","Root","1","0","0","1","100","5505009","5565009","341060","0","0","(5,4300009)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","44","150","4","0","1","45","150","4","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605010","605010","2050122","0","Root","1","0","0","1","100","5505010","5565010","341060","0","0","(5,4300010)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","32","300","9","0","1","33","300","9","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605011","605011","2050122","0","Root","1","0","0","1","100","5505011","5565011","341060","0","0","(5,4300011)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","46","75","2","0","1","47","75","2","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
"605012","605012","2050122","0","Root","1","0","0","1","100","5505012","5565012","341060","0","0","(5,4300012)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","60","0","1","38","75","2","0","1","39","75","2","0","0","0","0","0","0","0","(0)","0","0","(0)","(0)","0","0","0","0","0"
