"Name","BuildingStepId","GreatBuildingId","BuildingStep","BuildingCombat","AchievementIdCondition01","AchievementIdConditionString01","AchievementIdContentsId01","AchievementIdCondition02","AchievementIdConditionString02","AchievementIdContentsId02","AchievementIdCondition03","AchievementIdConditionString03","AchievementIdContentsId03","ManufactureType","ManufactureKind","ManufactureNum","BuildingIdCondition01","BuildingIdCondition02","BuildingIdCondition03","NeedType01","NeedID01","NeedUseID01","NeedCount01","NeedType02","NeedID02","NeedUseID02","NeedCount02","NeedType03","NeedID03","NeedUseID03","NeedCount03","NeedType04","NeedID04","NeedUseID04","NeedCount04","UpgradeTime","GuildHelpTime","ClassType","EffectType01","EffectValue01","EffectNum01","EffectString01","EffectIcon01","EffectType02","EffectValue02","EffectNum02","EffectString02","EffectIcon02","EffectType03","EffectValue03","EffectNum03","EffectString03","EffectIcon03","EffectType04","EffectValue04","EffectNum04","EffectString04","EffectIcon04"
"6000022","6000022","6000000","22","2035","98008027","1415330","0","98008028","1415331","0","98008029","1415332","0","0","0","0","1000022","2000021","3000021","1","2","2","7500000","1","12","12","2250000","1","11","11","1500000","1","0","0","0","3240000","60","0","5","(82)","(6400)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(11)","(0)","(500167)","(3900011)","5","(38)","(160)","(510038)","(120026)"
"6000023","6000023","6000000","23","2209","98008030","1415333","0","98008031","1415334","0","0","0","0","0","0","0","1000023","2000022","3000022","1","2","2","10000000","1","12","12","3000000","1","11","11","2000000","1","0","0","0","3369600","60","0","5","(82)","(6800)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(12)","(0)","(500167)","(3900011)","5","(38)","(170)","(510038)","(120026)"
"6000024","6000024","6000000","24","2385","98008032","1415356","0","0","0","0","0","0","0","0","0","0","1000024","2000023","3000023","1","2","2","14000000","1","12","12","4200000","1","11","11","2800000","1","0","0","0","3499200","60","0","5","(82)","(7200)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(12)","(0)","(500167)","(3900011)","5","(38)","(180)","(510038)","(120026)"
"6000025","6000025","6000000","25","2750","98008033","1415357","0","0","0","0","0","0","0","0","0","0","1000025","2000024","3000024","1","2","2","21000000","1","12","12","6300000","1","11","11","4200000","1","0","0","0","3628800","60","0","5","(82)","(8000)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(13)","(0)","(500167)","(3900011)","5","(38)","(190)","(510038)","(120026)"
"7000001","7000001","7000000","1","125","98004101","1415117","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(26)","(10)","(500010)","(120010)","0","(0)","(0)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000002","7000002","7000000","2","161","98004002","1415135","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","2000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(26)","(20)","(500010)","(120010)","0","(0)","(0)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000003","7000003","7000000","3","201","98004103","1415117","0","98004203","1415144","0","0","0","0","0","0","0","1000003","0","0","1","2","2","3000","1","0","0","0","1","0","0","0","1","0","0","0","230","60","0","5","(26)","(30)","(500010)","(120010)","0","(0)","(0)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000004","7000004","7000000","4","245","98004004","1415135","0","0","0","0","0","0","0","0","0","0","1000004","0","0","1","2","2","4000","1","12","12","3600","1","11","11","2400","1","0","0","0","1350","60","0","5","(26)","(40)","(500010)","(120010)","0","(0)","(0)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000005","7000005","7000000","5","293","98004105","1415117","0","98004205","1415144","0","0","0","0","0","0","0","1000005","0","0","1","2","2","5000","1","12","12","5400","1","11","11","3600","1","0","0","0","2700","60","0","5","(26)","(50)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000006","7000006","7000000","6","346","98004006","1415135","0","0","0","0","0","0","0","0","0","0","1000006","0","0","1","2","2","6000","1","12","12","7200","1","11","11","4800","1","0","0","0","8100","60","0","5","(26)","(50)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(0)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000007","7000007","7000000","7","402","98004107","1415117","0","98004207","1415144","0","0","0","0","0","0","0","1000007","0","0","1","2","2","7000","1","12","12","10800","1","11","11","7200","1","0","0","0","16200","60","0","5","(26)","(60)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(1)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000008","7000008","7000000","8","461","98004008","1415135","0","0","0","0","0","0","0","0","0","0","1000008","0","0","1","2","2","8000","1","12","12","14400","1","11","11","9600","1","0","0","0","27000","60","0","5","(26)","(60)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(1)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000009","7000009","7000000","9","524","98004109","1415117","0","98004209","1415144","0","0","0","0","0","0","0","1000009","0","0","1","2","2","9000","1","12","12","19800","1","11","11","13200","1","0","0","0","81000","60","0","5","(26)","(70)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(2)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000010","7000010","7000000","10","591","98004010","1415135","0","0","0","0","0","0","0","0","0","0","1000010","0","0","1","2","2","10000","1","12","12","27000","1","11","11","18000","1","0","0","0","162000","60","0","5","(26)","(70)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(2)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000011","7000011","7000000","11","662","98004111","1415117","0","98004211","1415144","0","98001012","1415102","0","0","0","0","1000011","0","0","1","2","2","11000","1","12","12","40500","1","11","11","27000","1","0","0","0","324000","60","0","5","(26)","(80)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(3)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000012","7000012","7000000","12","738","98004012","1415135","0","98001013","1415102","0","0","0","0","0","0","0","1000012","0","0","1","2","2","12000","1","12","12","54000","1","11","11","36000","1","0","0","0","648000","60","0","5","(26)","(80)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(3)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000013","7000013","7000000","13","809","98004113","1415117","0","98004213","1415144","0","98001014","1415102","0","0","0","0","1000013","0","0","1","2","2","13000","1","12","12","67500","1","11","11","45000","1","0","0","0","1101600","60","0","5","(26)","(90)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(4)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000014","7000014","7000000","14","875","98004014","1415135","0","98001015","1415102","0","0","0","0","0","0","0","1000014","0","0","1","2","2","14000","1","12","12","81000","1","11","11","54000","1","0","0","0","1652400","60","0","5","(26)","(90)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(4)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000015","7000015","7000000","15","943","98004115","1415117","0","98004215","1415144","0","98001016","1415102","0","0","0","0","1000015","0","0","1","2","2","15000","1","12","12","99000","1","11","11","66000","1","0","0","0","2332800","60","0","5","(26)","(100)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(5)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000016","7000016","7000000","16","1084","98004015","1415135","0","98001017","1415102","0","0","0","0","0","0","0","1000016","0","0","1","2","2","650000","1","12","12","195000","1","11","11","130000","1","0","0","0","2462400","60","0","5","(26)","(100)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(5)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000017","7000017","7000000","17","1231","98004117","1415117","0","98004216","1415144","0","98001018","1415102","0","0","0","0","1000017","0","0","1","2","2","750000","1","12","12","225000","1","11","11","150000","1","0","0","0","2592000","60","0","5","(26)","(110)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(6)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000018","7000018","7000000","18","1383","98004118","1415117","0","98004016","1415135","0","98001019","1415102","0","0","0","0","1000018","5000017","8000017","1","2","2","1500000","1","12","12","450000","1","11","11","300000","1","0","0","0","2721600","60","0","5","(26)","(120)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(6)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000019","7000019","7000000","19","1539","98004119","1415117","0","98004017","1415135","0","98001020","1415102","0","0","0","0","1000019","5000018","8000018","1","2","2","2500000","1","12","12","750000","1","11","11","500000","1","0","0","0","2851200","60","0","5","(26)","(130)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000020","7000020","7000000","20","1701","98004303","1415351","0","98004401","1415290","0","0","0","0","0","0","0","1000020","5000019","8000019","1","2","2","3750000","1","12","12","1125000","1","11","11","750000","1","0","0","0","2980800","60","0","5","(26)","(140)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000021","7000021","7000000","21","1866","98004301","1415288","0","98004402","1415291","0","0","0","0","0","0","0","1000021","5000020","8000020","1","2","2","5000000","1","12","12","1500000","1","11","11","1000000","1","0","0","0","3110400","60","0","5","(26)","(150)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000022","7000022","7000000","22","2035","98004302","1415289","0","98004404","1415336","0","0","0","0","0","0","0","1000022","5000021","8000021","1","2","2","7500000","1","12","12","2250000","1","11","11","1500000","1","0","0","0","3240000","60","0","5","(26)","(160)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000023","7000023","7000000","23","2209","98004403","1415335","0","98004406","1415337","0","0","0","0","0","0","0","1000023","5000022","8000022","1","2","2","10000000","1","12","12","3000000","1","11","11","2000000","1","0","0","0","3369600","60","0","5","(26)","(170)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000024","7000024","7000000","24","2385","98004405","1415338","0","98004408","1415359","0","0","0","0","0","0","0","1000024","5000023","8000023","1","2","2","14000000","1","12","12","4200000","1","11","11","2800000","1","0","0","0","3499200","60","0","5","(26)","(180)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"7000025","7000025","7000000","25","2750","98004409","1415360","0","0","0","0","0","0","0","0","0","0","1000025","5000024","8000024","1","2","2","21000000","1","12","12","6300000","1","11","11","4200000","1","0","0","0","3628800","60","0","5","(26)","(190)","(500010)","(120010)","7","(3)","(1)","(5000100)","(230615001)","5","(164)","(7)","(500174)","(3900020)","0","(0)","(0)","(0)","(0)"
"8000001","8000001","8000000","1","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","3500","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(1)","(300)","(5000090)","(120003)","0","(0)","(0)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000002","8000002","8000000","2","161","98009002","1416115","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","7000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(1)","(600)","(5000090)","(120003)","5","(86)","(100)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000003","8000003","8000000","3","201","98009103","1416116","0","98009203","1416134","0","0","0","0","0","0","0","1000003","0","0","1","2","2","10500","1","0","0","0","1","0","0","0","1","0","0","0","230","60","0","5","(1)","(900)","(5000090)","(120003)","5","(86)","(100)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000004","8000004","8000000","4","245","98009004","1416115","0","0","0","0","0","0","0","0","0","0","1000004","0","0","1","2","2","14000","1","12","12","4200","1","0","0","0","1","0","0","0","1350","60","0","5","(1)","(1200)","(5000090)","(120003)","5","(86)","(200)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000005","8000005","8000000","5","293","98009105","1416116","0","0","0","0","0","0","0","0","0","0","1000005","0","0","1","2","2","21000","1","12","12","6300","1","0","0","0","1","0","0","0","2700","60","0","5","(1)","(1500)","(5000090)","(120003)","5","(86)","(200)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000006","8000006","8000000","6","346","98009006","1416115","0","98009206","1416135","0","0","0","0","0","0","0","1000006","0","0","1","2","2","28000","1","12","12","8400","1","0","0","0","1","0","0","0","8100","60","0","5","(1)","(1500)","(5000090)","(120003)","5","(86)","(300)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000007","8000007","8000000","7","402","98009107","1416116","0","0","0","0","0","0","0","0","0","0","1000007","0","0","1","2","2","42000","1","12","12","12600","1","0","0","0","1","0","0","0","16200","60","0","5","(1)","(1800)","(5000090)","(120003)","5","(86)","(300)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000008","8000008","8000000","8","461","98009008","1416115","0","0","0","0","0","0","0","0","0","0","1000008","0","0","1","2","2","56000","1","12","12","16800","1","0","0","0","1","0","0","0","27000","60","0","5","(1)","(1800)","(5000090)","(120003)","5","(86)","(500)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000009","8000009","8000000","9","524","98009109","1416116","0","98009209","1416136","0","0","0","0","0","0","0","1000009","0","0","1","2","2","77000","1","12","12","23100","1","0","0","0","1","0","0","0","81000","60","0","5","(1)","(2100)","(5000090)","(120003)","5","(86)","(500)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000010","8000010","8000000","10","591","98009010","1416115","0","0","0","0","0","0","0","0","0","0","1000010","0","0","1","2","2","105000","1","12","12","31500","1","0","0","0","1","0","0","0","162000","60","0","5","(1)","(2100)","(5000090)","(120003)","5","(86)","(700)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000011","8000011","8000000","11","662","98009111","1416116","0","0","0","0","0","0","0","0","0","0","1000011","0","0","1","2","2","157500","1","12","12","47250","1","0","0","0","1","0","0","0","324000","60","0","5","(1)","(2400)","(5000090)","(120003)","5","(86)","(700)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000012","8000012","8000000","12","738","98009012","1416115","0","98009212","1416137","0","0","0","0","0","0","0","1000012","0","0","1","2","2","210000","1","12","12","63000","1","0","0","0","1","0","0","0","648000","60","0","5","(1)","(2400)","(5000090)","(120003)","5","(86)","(900)","(500093)","(120082)","0","(0)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000013","8000013","8000000","13","809","98009113","1416116","0","0","0","0","0","0","0","0","0","0","1000013","0","0","1","2","2","262500","1","12","12","78750","1","0","0","0","1","0","0","0","1101600","60","0","5","(1)","(2700)","(5000090)","(120003)","5","(86)","(900)","(500093)","(120082)","9","(1)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000014","8000014","8000000","14","875","98009014","1416115","0","98009214","1416138","0","0","0","0","0","0","0","1000014","0","0","1","2","2","315000","1","12","12","94500","1","0","0","0","1","0","0","0","1652400","60","0","5","(1)","(2700)","(5000090)","(120003)","5","(86)","(1200)","(500093)","(120082)","9","(1)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000015","8000015","8000000","15","943","98009115","1416116","0","0","0","0","0","0","0","0","0","0","1000015","0","0","1","2","2","385000","1","12","12","115500","1","0","0","0","1","0","0","0","2332800","60","0","5","(1)","(3000)","(5000090)","(120003)","5","(86)","(1200)","(500093)","(120082)","9","(2)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000016","8000016","8000000","16","1084","98009016","1416115","0","0","0","0","0","0","0","0","0","0","1000016","0","0","1","2","2","975000","1","12","12","292500","1","0","0","0","1","0","0","0","2462400","60","0","5","(1)","(3000)","(5000090)","(120003)","5","(86)","(1500)","(500093)","(120082)","9","(2)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000017","8000017","8000000","17","1231","98009017","1416115","0","0","0","0","0","0","0","0","0","0","1000017","0","0","1","2","2","1125000","1","12","12","337500","1","0","0","0","1","0","0","0","2592000","60","0","5","(1)","(3300)","(5000090)","(120003)","5","(86)","(1500)","(500093)","(120082)","9","(3)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000018","8000018","8000000","18","1383","98009018","1416115","0","98009116","1416116","0","98009215","1416139","0","0","0","0","1000018","0","0","1","2","2","2250000","1","12","12","675000","1","0","0","0","1","0","0","0","2721600","60","0","5","(1)","(3600)","(5000090)","(120003)","5","(86)","(1800)","(500093)","(120082)","9","(3)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000019","8000019","8000000","19","1539","98009301","1416606","0","98009600","1415304","0","98009019","1416115","0","0","0","0","1000019","0","0","1","2","2","3750000","1","12","12","1125000","1","0","0","0","1","0","0","0","2851200","60","0","5","(1)","(3900)","(5000090)","(120003)","5","(86)","(1800)","(500093)","(120082)","9","(4)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000020","8000020","8000000","20","1701","98009302","1416608","0","98009601","1415304","0","0","0","0","0","0","0","1000020","0","0","1","2","2","5625000","1","12","12","1687500","1","0","0","0","1","0","0","0","2980800","60","0","5","(1)","(4200)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(4)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000021","8000021","8000000","21","1866","98009303","1416610","0","98009602","1415304","0","0","0","0","0","0","0","1000021","0","0","1","2","2","7500000","1","12","12","2250000","1","0","0","0","1","0","0","0","3110400","60","0","5","(1)","(4500)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(5)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000022","8000022","8000000","22","2035","98009304","1416613","0","98009216","1416140","0","0","0","0","0","0","0","1000022","0","0","1","2","2","11250000","1","12","12","3375000","1","0","0","0","1","0","0","0","3240000","60","0","5","(1)","(4800)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(5)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000023","8000023","8000000","23","2209","98009305","1416614","0","98009217","1416141","0","0","0","0","0","0","0","1000023","0","0","1","2","2","15000000","1","12","12","4500000","1","0","0","0","1","0","0","0","3369600","60","0","5","(1)","(5100)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(5)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000024","8000024","8000000","24","2385","98009306","1416615","0","98009218","1416142","0","0","0","0","0","0","0","1000024","0","0","1","2","2","21000000","1","12","12","6300000","1","0","0","0","1","0","0","0","3499200","60","0","5","(1)","(5400)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(5)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"8000025","8000025","8000000","25","2750","98009307","1416616","0","98009603","1415363","0","0","0","0","0","0","0","1000025","0","0","1","2","2","31500000","1","12","12","9450000","1","0","0","0","1","0","0","0","3628800","60","0","5","(1)","(5700)","(5000090)","(120003)","5","(86)","(2000)","(500093)","(120082)","9","(5)","(0)","(5000101)","(230615001)","0","(0)","(0)","(0)","(0)"
"9000001","9000001","9000000","1","63","98007201","1415223","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","4500","1","0","0","0","1","0","0","0","1","0","0","0","3","60","1","5","(20,0,20,20,20,0)","(20,0,20,20,20,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,20,20,0,20,20)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000002","9000002","9000000","2","81","98007202","1415224","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","9000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","1","5","(20,0,20,20,20,0)","(40,0,40,40,40,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,40,40,0,40,40)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000003","9000003","9000000","3","101","98007203","1415225","0","98007003","1415133","0","0","0","0","0","0","0","1000003","4000002","5000002","1","2","2","13500","1","0","0","0","1","0","0","0","1","0","0","0","150","60","1","5","(20,0,20,20,20,0)","(60,0,60,60,60,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,60,60,0,60,60)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000004","9000004","9000000","4","123","98007204","1415226","0","98007304","1415151","0","0","0","0","0","0","0","1000004","4000003","5000003","1","2","2","18000","1","12","12","5400","1","11","11","3600","1","0","0","0","900","60","1","5","(20,0,20,20,20,0)","(80,0,80,80,80,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,80,80,0,80,80)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000005","9000005","9000000","5","147","98007205","1415227","0","98007105","1415134","0","0","0","0","0","0","0","1000005","4000004","8000004","1","2","2","27000","1","12","12","8100","1","11","11","5400","1","0","0","0","1800","60","1","5","(20,0,20,20,20,0)","(100,0,100,100,100,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,100,100,0,100,100)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(5000094)","(1)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000006","9000006","9000000","6","173","98007206","1415228","0","98007406","1415164","0","0","0","0","0","0","0","1000006","4000005","5000005","1","2","2","36000","1","12","12","10800","1","11","11","7200","1","0","0","0","5400","60","1","5","(20,0,20,20,20,0)","(120,0,120,120,120,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,120,120,0,120,120)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000007","9000007","9000000","7","201","98007207","1415229","0","98007007","1415133","0","0","0","0","0","0","0","1000007","4000006","5000006","1","2","2","54000","1","12","12","16200","1","11","11","10800","1","0","0","0","10800","60","1","5","(20,0,20,20,20,0)","(140,0,140,140,140,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,140,140,0,140,140)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000008","9000008","9000000","8","231","98007208","1415230","0","98007308","1415151","0","0","0","0","0","0","0","1000008","5000007","8000007","1","2","2","72000","1","12","12","21600","1","11","11","14400","1","0","0","0","18000","60","1","5","(20,0,20,20,20,0)","(160,0,160,160,160,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,160,160,0,160,160)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000009","9000009","9000000","9","262","98007209","1415231","0","98007109","1415134","0","0","0","0","0","0","0","1000009","4000008","5000008","1","2","2","99000","1","12","12","29700","1","11","11","19800","1","0","0","0","54000","60","1","5","(20,0,20,20,20,0)","(180,0,180,180,180,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,180,180,0,180,180)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000010","9000010","9000000","10","296","98007210","1415232","0","98007410","1415164","0","0","0","0","0","0","0","1000010","4000009","5000009","1","2","2","135000","1","12","12","40500","1","11","11","27000","1","0","0","0","108000","60","1","5","(20,0,20,20,20,0)","(200,0,200,200,200,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,200,200,0,200,200)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(5000095)","(1)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000011","9000011","9000000","11","331","98007211","1415233","0","98007011","1415133","0","98001012","1415102","0","0","0","0","1000011","4000010","8000010","1","2","2","202500","1","12","12","60750","1","11","11","40500","1","0","0","0","216000","60","1","5","(20,0,20,20,20,0)","(220,0,220,220,220,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,220,220,0,220,220)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000012","9000012","9000000","12","369","98007212","1415234","0","98007312","1415151","0","98001013","1415102","0","0","0","0","1000012","4000011","5000011","1","2","2","270000","1","12","12","81000","1","11","11","54000","1","0","0","0","432000","60","1","5","(20,0,20,20,20,0)","(240,0,240,240,240,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,240,240,0,240,240)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000013","9000013","9000000","13","405","98007213","1415235","0","98007113","1415134","0","98001014","1415102","0","0","0","0","1000013","4000012","5000012","1","2","2","337500","1","12","12","101250","1","11","11","67500","1","0","0","0","734400","60","1","5","(20,0,20,20,20,0)","(260,0,260,260,260,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,260,260,0,260,260)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
