"Name","RowId","Potential_Id","Training_Class","Training_Level","Training_SuccessRate","Training_ExplanId","CostMoney_Id","CostMoney_Count","CostItem01_UseId","CostItem01_Count","CostItem02_UseId","CostItem02_Count","CostItem03_UseId","CostItem03_Count","CostItem04_UseId","CostItem04_Count","Passive_Id","Passive_CombatPoint","Passive_CombatPointLevel","Status01_Id","Status01_Value","Status02_Id","Status02_Value","Status03_Id","Status03_Value"
"3202","3202","47","4","5","40000","6401047","23","6","1201004410","1","1201004402","1","0","0","0","0","0","0","0","24","90","146","15","0","0"
"3203","3203","48","4","1","70000","6401048","23","3","1201004307","1","0","0","0","0","0","0","0","0","0","34","72","147","3","0","0"
"3204","3204","48","4","2","60000","6401048","23","3","1201004307","2","1201004311","2","0","0","0","0","0","0","0","34","144","147","6","0","0"
"3205","3205","48","4","3","50000","6401048","23","3","1201004307","4","1201004311","4","0","0","0","0","0","0","0","34","216","147","9","0","0"
"3206","3206","48","4","4","40000","6401048","23","6","1201004407","1","0","0","0","0","0","0","0","0","0","34","288","147","12","0","0"
"3207","3207","48","4","5","40000","6401048","23","6","1201004407","1","1201004411","1","0","0","0","0","0","0","0","34","360","147","15","0","0"
"3208","3208","49","4","1","60000","6401049","23","5","1201004310","5","1201004309","5","517000408","1","0","0","0","0","0","44","30","6","30","0","0"
"3209","3209","49","4","2","50000","6401049","23","10","1201004410","1","0","0","517000408","2","0","0","0","0","0","44","60","6","60","0","0"
"3210","3210","49","4","3","50000","6401049","23","10","1201004410","1","1201004409","1","517000408","2","0","0","0","0","0","44","90","6","90","0","0"
"3211","3211","49","4","4","50000","6401049","23","20","1201004510","1","0","0","517000408","4","0","0","0","0","0","44","120","6","120","0","0"
"3212","3212","49","4","5","40000","6401049","23","20","0","0","1201004509","1","517000408","4","0","0","0","0","0","44","150","6","150","0","0"
"3213","3213","49","4","6","40000","6401049","23","20","1201004510","1","1201004509","1","517000408","4","0","0","0","0","0","44","180","6","180","0","0"
"3214","3214","50","4","1","60000","6401050","23","5","1201004310","5","1201004305","5","517000408","1","0","0","0","0","0","47","30","82","220","0","0"
"3215","3215","50","4","2","50000","6401050","23","10","1201004410","1","0","0","517000408","2","0","0","0","0","0","47","60","82","440","0","0"
"3216","3216","50","4","3","50000","6401050","23","10","1201004410","1","1201004405","1","517000408","2","0","0","0","0","0","47","90","82","660","0","0"
"3217","3217","50","4","4","50000","6401050","23","20","1201004510","1","0","0","517000408","4","0","0","0","0","0","47","120","82","880","0","0"
"3218","3218","50","4","5","40000","6401050","23","20","0","0","1201004505","1","517000408","4","0","0","0","0","0","47","150","82","1100","0","0"
"3219","3219","50","4","6","40000","6401050","23","20","1201004510","1","1201004505","1","517000408","4","0","0","0","0","0","47","180","82","1320","0","0"
"3220","3220","51","4","1","70000","6401051","23","3","1201004301","1","0","0","0","0","0","0","0","0","0","40","27","89","120","0","0"
"3221","3221","51","4","2","60000","6401051","23","3","1201004301","2","1201004307","2","0","0","0","0","0","0","0","40","54","89","240","0","0"
"3222","3222","51","4","3","50000","6401051","23","3","1201004301","4","1201004307","4","0","0","0","0","0","0","0","40","81","89","360","0","0"
"3223","3223","51","4","4","40000","6401051","23","6","1201004401","1","0","0","0","0","0","0","0","0","0","40","108","89","480","0","0"
"3224","3224","51","4","5","40000","6401051","23","6","1201004401","1","1201004407","1","0","0","0","0","0","0","0","40","135","89","600","0","0"
"3225","3225","52","4","1","60000","6401052","23","5","1201004305","5","1201004302","5","517000408","1","0","0","0","0","0","46","30","146","7","0","0"
"3226","3226","52","4","2","50000","6401052","23","10","1201004405","1","0","0","517000408","2","0","0","0","0","0","46","60","146","14","0","0"
"3227","3227","52","4","3","50000","6401052","23","10","1201004405","1","1201004402","1","517000408","2","0","0","0","0","0","46","90","146","21","0","0"
"3228","3228","52","4","4","50000","6401052","23","20","1201004505","1","0","0","517000408","4","0","0","0","0","0","46","120","146","28","0","0"
"3229","3229","52","4","5","40000","6401052","23","20","0","0","1201004502","1","517000408","4","0","0","0","0","0","46","150","146","35","0","0"
"3230","3230","52","4","6","40000","6401052","23","20","1201004505","1","1201004502","1","517000408","4","0","0","0","0","0","46","180","146","42","0","0"
"3231","3231","53","4","1","70000","6401053","23","3","1201004310","1","0","0","0","0","0","0","0","0","0","33","72","1","90","0","0"
"3232","3232","53","4","2","60000","6401053","23","3","1201004310","2","1201004309","2","0","0","0","0","0","0","0","33","144","1","180","0","0"
"3233","3233","53","4","3","50000","6401053","23","3","1201004310","4","1201004309","4","0","0","0","0","0","0","0","33","216","1","270","0","0"
"3234","3234","53","4","4","40000","6401053","23","6","1201004410","1","0","0","0","0","0","0","0","0","0","33","288","1","360","0","0"
"3235","3235","53","4","5","40000","6401053","23","6","1201004410","1","1201004409","1","0","0","0","0","0","0","0","33","360","1","450","0","0"
"3236","3236","54","4","1","60000","6401054","23","5","1201004301","5","1201004311","5","517000408","1","0","0","0","0","0","40","90","147","7","0","0"
"3237","3237","54","4","2","50000","6401054","23","10","1201004401","1","0","0","517000408","2","0","0","0","0","0","40","180","147","14","0","0"
"3238","3238","54","4","3","50000","6401054","23","10","1201004401","1","1201004411","1","517000408","2","0","0","0","0","0","40","270","147","21","0","0"
"3239","3239","54","4","4","50000","6401054","23","20","1201004501","1","0","0","517000408","4","0","0","0","0","0","40","360","147","28","0","0"
"3240","3240","54","4","5","40000","6401054","23","20","0","0","1201004511","1","517000408","4","0","0","0","0","0","40","450","147","35","0","0"
"3241","3241","54","4","6","40000","6401054","23","20","1201004501","1","1201004511","1","517000408","4","0","0","0","0","0","40","540","147","42","0","0"
"3242","3242","55","4","1","60000","6401055","23","5","1201004308","5","1201004311","5","517000408","1","0","0","0","0","0","36","90","87","300","0","0"
"3243","3243","55","4","2","50000","6401055","23","10","1201004408","1","0","0","517000408","2","0","0","0","0","0","36","180","87","600","0","0"
"3244","3244","55","4","3","50000","6401055","23","10","1201004408","1","1201004411","1","517000408","2","0","0","0","0","0","36","270","87","900","0","0"
"3245","3245","55","4","4","50000","6401055","23","20","1201004508","1","0","0","517000408","4","0","0","0","0","0","36","360","87","1200","0","0"
"3246","3246","55","4","5","40000","6401055","23","20","0","0","1201004511","1","517000408","4","0","0","0","0","0","36","450","87","1500","0","0"
"3247","3247","55","4","6","40000","6401055","23","20","1201004508","1","1201004511","1","517000408","4","0","0","0","0","0","36","540","87","1800","0","0"
"3248","3248","56","4","1","60000","6401056","23","5","1201004305","5","1201004303","5","517000408","1","0","0","0","0","0","20","60","22","60","86","370"
"3249","3249","56","4","2","50000","6401056","23","10","1201004405","1","0","0","517000408","2","0","0","0","0","0","20","120","22","120","86","740"
"3250","3250","56","4","3","50000","6401056","23","10","1201004405","1","1201004403","1","517000408","2","0","0","0","0","0","20","180","22","180","86","1110"
"3251","3251","56","4","4","50000","6401056","23","20","1201004505","1","0","0","517000408","4","0","0","0","0","0","20","240","22","240","86","1480"
"3252","3252","56","4","5","40000","6401056","23","20","0","0","1201004503","1","517000408","4","0","0","0","0","0","20","300","22","300","86","1850"
"3253","3253","56","4","6","40000","6401056","23","20","1201004505","1","1201004503","1","517000408","4","0","0","0","0","0","20","360","22","360","86","2220"
"3254","3254","57","4","1","70000","6401057","23","3","1201004312","1","0","0","0","0","0","0","0","0","0","45","9","82","90","0","0"
"3255","3255","57","4","2","60000","6401057","23","3","1201004312","2","1201004305","2","0","0","0","0","0","0","0","45","18","82","180","0","0"
"3256","3256","57","4","3","50000","6401057","23","3","1201004312","4","1201004305","4","0","0","0","0","0","0","0","45","27","82","270","0","0"
"3257","3257","57","4","4","40000","6401057","23","6","1201004412","1","0","0","0","0","0","0","0","0","0","45","36","82","360","0","0"
"3258","3258","57","4","5","40000","6401057","23","6","1201004412","1","1201004405","1","0","0","0","0","0","0","0","45","45","82","450","0","0"
"3259","3259","58","4","1","60000","6401058","23","5","1201004308","5","1201004302","5","517000408","1","0","0","0","0","0","36","90","84","450","0","0"
"3260","3260","58","4","2","50000","6401058","23","10","1201004408","1","0","0","517000408","2","0","0","0","0","0","36","180","84","900","0","0"
"3261","3261","58","4","3","50000","6401058","23","10","1201004408","1","1201004402","1","517000408","2","0","0","0","0","0","36","270","84","1350","0","0"
"3262","3262","58","4","4","50000","6401058","23","20","1201004508","1","0","0","517000408","4","0","0","0","0","0","36","360","84","1800","0","0"
"3263","3263","58","4","5","40000","6401058","23","20","0","0","1201004502","1","517000408","4","0","0","0","0","0","36","450","84","2250","0","0"
"3264","3264","58","4","6","40000","6401058","23","20","1201004508","1","1201004502","1","517000408","4","0","0","0","0","0","36","540","84","2700","0","0"
"3265","3265","59","4","1","60000","6401059","23","5","1201004307","5","1201004303","5","517000408","1","0","0","0","0","0","43","90","86","370","0","0"
"3266","3266","59","4","2","50000","6401059","23","10","1201004407","1","0","0","517000408","2","0","0","0","0","0","43","180","86","740","0","0"
"3267","3267","59","4","3","50000","6401059","23","10","1201004407","1","1201004403","1","517000408","2","0","0","0","0","0","43","270","86","1110","0","0"
"3268","3268","59","4","4","50000","6401059","23","20","1201004507","1","0","0","517000408","4","0","0","0","0","0","43","360","86","1480","0","0"
"3269","3269","59","4","5","40000","6401059","23","20","0","0","1201004503","1","517000408","4","0","0","0","0","0","43","450","86","1850","0","0"
"3270","3270","59","4","6","40000","6401059","23","20","1201004507","1","1201004503","1","517000408","4","0","0","0","0","0","43","540","86","2220","0","0"
"3271","3271","60","4","1","60000","6401060","23","5","1201004310","5","1201004311","5","517000408","1","0","0","0","0","0","24","60","147","7","0","0"
"3272","3272","60","4","2","50000","6401060","23","10","1201004410","1","0","0","517000408","2","0","0","0","0","0","24","120","147","14","0","0"
"3273","3273","60","4","3","50000","6401060","23","10","1201004410","1","1201004411","1","517000408","2","0","0","0","0","0","24","180","147","21","0","0"
"3274","3274","60","4","4","50000","6401060","23","20","1201004510","1","0","0","517000408","4","0","0","0","0","0","24","240","147","28","0","0"
"3275","3275","60","4","5","40000","6401060","23","20","0","0","1201004511","1","517000408","4","0","0","0","0","0","24","300","147","35","0","0"
"3276","3276","60","4","6","40000","6401060","23","20","1201004510","1","1201004511","1","517000408","4","0","0","0","0","0","24","360","147","42","0","0"
"3277","3277","61","4","1","60000","6401061","23","5","1201004312","5","1201004306","5","517000408","1","0","0","0","0","0","45","30","88","370","0","0"
"3278","3278","61","4","2","50000","6401061","23","10","1201004412","1","0","0","517000408","2","0","0","0","0","0","45","60","88","740","0","0"
"3279","3279","61","4","3","50000","6401061","23","10","1201004412","1","1201004406","1","517000408","2","0","0","0","0","0","45","90","88","1110","0","0"
"3280","3280","61","4","4","50000","6401061","23","20","1201004512","1","0","0","517000408","4","0","0","0","0","0","45","120","88","1480","0","0"
"3281","3281","61","4","5","40000","6401061","23","20","0","0","1201004506","1","517000408","4","0","0","0","0","0","45","150","88","1850","0","0"
"3282","3282","61","4","6","40000","6401061","23","20","1201004512","1","1201004506","1","517000408","4","0","0","0","0","0","45","180","88","2220","0","0"
"3283","3283","62","4","1","50000","6401062","23","50","1201004501","1","0","0","503200001","4","0","0","800001","900","0","0","0","0","0","0","0"
"3284","3284","62","4","2","45000","6401062","23","50","0","0","1201004513","1","503200001","8","0","0","800001","900","500","0","0","0","0","0","0"
"3285","3285","62","4","3","40000","6401062","23","50","1201004501","1","0","0","503200001","16","0","0","800001","900","500","0","0","0","0","0","0"
"3286","3286","62","4","4","35000","6401062","23","50","0","0","1201004513","1","503200001","32","0","0","800001","900","500","0","0","0","0","0","0"
"3287","3287","62","4","5","30000","6401062","23","50","1201004501","1","1201004513","1","503200001","64","0","0","800001","900","500","0","0","0","0","0","0"
"3288","3288","62","4","6","25000","6401062","23","50","1201004501","2","1201004513","2","503200001","100","0","0","800001","900","500","0","0","0","0","0","0"
"3289","3289","63","4","1","50000","6401063","23","50","1201004506","1","0","0","503200001","4","0","0","800002","900","0","0","0","0","0","0","0"
"3290","3290","63","4","2","45000","6401063","23","50","0","0","1201004504","1","503200001","8","0","0","800002","900","500","0","0","0","0","0","0"
"3291","3291","63","4","3","40000","6401063","23","50","1201004506","1","0","0","503200001","16","0","0","800002","900","500","0","0","0","0","0","0"
"3292","3292","63","4","4","35000","6401063","23","50","0","0","1201004504","1","503200001","32","0","0","800002","900","500","0","0","0","0","0","0"
"3293","3293","63","4","5","30000","6401063","23","50","1201004506","1","1201004504","1","503200001","64","0","0","800002","900","500","0","0","0","0","0","0"
"3294","3294","63","4","6","25000","6401063","23","50","1201004506","2","1201004504","2","503200001","100","0","0","800002","900","500","0","0","0","0","0","0"
"3295","3295","101","4","1","80000","6401101","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","38","10","0","0","0","0"
"3296","3296","101","4","2","70000","6401101","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","38","20","0","0","0","0"
"3297","3297","101","4","3","60000","6401101","23","2","1201004312","1","0","0","0","0","0","0","0","0","0","38","30","0","0","0","0"
"3298","3298","102","4","1","70000","6401102","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","49","9","47","2","0","0"
"3299","3299","102","4","2","60000","6401102","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","49","18","47","4","0","0"
"3300","3300","102","4","3","50000","6401102","23","4","1201004310","1","1201004303","1","0","0","0","0","0","0","0","49","27","47","6","0","0"
"3301","3301","102","4","4","50000","6401102","23","4","1201004410","1","0","0","0","0","0","0","0","0","0","49","36","47","8","0","0"
"3302","3302","103","4","1","70000","6401103","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","159","9","24","5","0","0"
"3303","3303","103","4","2","60000","6401103","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","159","18","24","10","0","0"
"3304","3304","103","4","3","50000","6401103","23","4","1201004302","1","1201004303","1","0","0","0","0","0","0","0","159","27","24","15","0","0"
"3305","3305","103","4","4","50000","6401103","23","4","1201004402","1","0","0","0","0","0","0","0","0","0","159","36","24","20","0","0"
"3306","3306","104","4","1","70000","6401104","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","48","9","35","20","0","0"
"3307","3307","104","4","2","60000","6401104","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","48","18","35","40","0","0"
"3308","3308","104","4","3","50000","6401104","23","4","1201004305","1","1201004310","1","0","0","0","0","0","0","0","48","27","35","60","0","0"
"3309","3309","104","4","4","50000","6401104","23","4","1201004405","1","0","0","0","0","0","0","0","0","0","48","36","35","80","0","0"
"3310","3310","105","4","1","70000","6401105","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","28","4","20","5","22","5"
"3311","3311","105","4","2","60000","6401105","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","28","8","20","10","22","10"
"3312","3312","105","4","3","50000","6401105","23","4","1201004312","1","1201004306","1","0","0","0","0","0","0","0","28","12","20","15","22","15"
"3313","3313","105","4","4","50000","6401105","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","28","16","20","20","22","20"
"3314","3314","106","4","1","70000","6401106","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","29","4","20","5","22","5"
"3315","3315","106","4","2","60000","6401106","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","29","8","20","10","22","10"
"3316","3316","106","4","3","50000","6401106","23","4","1201004312","1","1201004306","1","0","0","0","0","0","0","0","29","12","20","15","22","15"
"3317","3317","106","4","4","50000","6401106","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","29","16","20","20","22","20"
"3318","3318","107","4","1","70000","6401107","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","50","9","20","5","22","5"
"3319","3319","107","4","2","60000","6401107","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","50","18","20","10","22","10"
"3320","3320","107","4","3","50000","6401107","23","4","1201004313","1","1201004306","1","0","0","0","0","0","0","0","50","27","20","15","22","15"
"3321","3321","107","4","4","50000","6401107","23","4","1201004413","1","0","0","0","0","0","0","0","0","0","50","36","20","20","22","20"
"3322","3322","108","4","1","80000","6401108","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","30","3","0","0","0","0"
"3323","3323","108","4","2","70000","6401108","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","30","6","0","0","0","0"
"3324","3324","108","4","3","60000","6401108","23","2","1201004304","1","0","0","0","0","0","0","0","0","0","30","9","0","0","0","0"
"3325","3325","109","4","1","70000","6401109","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","39","11","35","20","0","0"
"3326","3326","109","4","2","60000","6401109","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","39","22","35","40","0","0"
"3327","3327","109","4","3","50000","6401109","23","4","1201004305","1","1201004310","1","0","0","0","0","0","0","0","39","33","35","60","0","0"
"3328","3328","109","4","4","50000","6401109","23","4","1201004405","1","0","0","0","0","0","0","0","0","0","39","44","35","80","0","0"
"3329","3329","110","4","1","80000","6401110","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","159","8","0","0","0","0"
"3330","3330","110","4","2","70000","6401110","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","159","16","0","0","0","0"
"3331","3331","110","4","3","60000","6401110","23","2","1201004302","1","0","0","0","0","0","0","0","0","0","159","24","0","0","0","0"
"3332","3332","111","4","1","70000","6401111","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","52","9","20","5","22","5"
"3333","3333","111","4","2","60000","6401111","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","52","18","20","10","22","10"
"3334","3334","111","4","3","50000","6401111","23","4","1201004312","1","1201004306","1","0","0","0","0","0","0","0","52","27","20","15","22","15"
"3335","3335","111","4","4","50000","6401111","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","52","36","20","20","22","20"
"3336","3336","112","4","1","80000","6401112","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","29","3","0","0","0","0"
"3337","3337","112","4","2","70000","6401112","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","29","6","0","0","0","0"
"3338","3338","112","4","3","60000","6401112","23","2","1201004312","1","0","0","0","0","0","0","0","0","0","29","9","0","0","0","0"
"3339","3339","113","4","1","80000","6401113","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","39","10","0","0","0","0"
"3340","3340","113","4","2","70000","6401113","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","39","20","0","0","0","0"
"3341","3341","113","4","3","60000","6401113","23","2","1201004305","1","0","0","0","0","0","0","0","0","0","39","30","0","0","0","0"
"3342","3342","114","4","1","80000","6401114","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","120","8","0","0","0","0"
"3343","3343","114","4","2","70000","6401114","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","120","16","0","0","0","0"
"3344","3344","114","4","3","60000","6401114","23","2","1201004313","1","0","0","0","0","0","0","0","0","0","120","24","0","0","0","0"
"3345","3345","115","4","1","70000","6401115","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","52","9","40","7","0","0"
"3346","3346","115","4","2","60000","6401115","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","52","18","40","14","0","0"
"3347","3347","115","4","3","50000","6401115","23","4","1201004312","1","1201004302","1","0","0","0","0","0","0","0","52","27","40","21","0","0"
"3348","3348","115","4","4","50000","6401115","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","52","36","40","28","0","0"
"3349","3349","116","4","1","80000","6401116","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","159","8","0","0","0","0"
"3350","3350","116","4","2","70000","6401116","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","159","16","0","0","0","0"
"3351","3351","116","4","3","60000","6401116","23","2","1201004302","1","0","0","0","0","0","0","0","0","0","159","24","0","0","0","0"
"3352","3352","117","4","1","70000","6401117","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","53","9","42","7","0","0"
"3353","3353","117","4","2","60000","6401117","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","53","18","42","14","0","0"
"3354","3354","117","4","3","50000","6401117","23","4","1201004310","1","1201004307","1","0","0","0","0","0","0","0","53","27","42","21","0","0"
"3355","3355","117","4","4","50000","6401117","23","4","1201004410","1","0","0","0","0","0","0","0","0","0","53","36","42","28","0","0"
"3356","3356","118","4","1","80000","6401118","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","28","3","0","0","0","0"
"3357","3357","118","4","2","70000","6401118","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","28","6","0","0","0","0"
"3358","3358","118","4","3","60000","6401118","23","2","1201004312","1","0","0","0","0","0","0","0","0","0","28","9","0","0","0","0"
"3359","3359","119","4","1","70000","6401119","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","52","9","40","7","0","0"
"3360","3360","119","4","2","60000","6401119","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","52","18","40","14","0","0"
"3361","3361","119","4","3","50000","6401119","23","4","1201004312","1","1201004302","1","0","0","0","0","0","0","0","52","27","40","21","0","0"
"3362","3362","119","4","4","50000","6401119","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","52","36","40","28","0","0"
"3363","3363","120","4","1","70000","6401120","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","53","9","42","7","0","0"
"3364","3364","120","4","2","60000","6401120","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","53","18","42","14","0","0"
"3365","3365","120","4","3","50000","6401120","23","4","1201004310","1","1201004307","1","0","0","0","0","0","0","0","53","27","42","21","0","0"
"3366","3366","120","4","4","50000","6401120","23","4","1201004410","1","0","0","0","0","0","0","0","0","0","53","36","42","28","0","0"
"3367","3367","121","4","1","70000","6401121","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","38","11","26","5","0","0"
"3368","3368","121","4","2","60000","6401121","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","38","22","26","10","0","0"
"3369","3369","121","4","3","50000","6401121","23","4","1201004312","1","1201004311","1","0","0","0","0","0","0","0","38","33","26","15","0","0"
"3370","3370","121","4","4","50000","6401121","23","4","1201004412","1","0","0","0","0","0","0","0","0","0","38","44","26","20","0","0"
"3371","3371","122","4","1","70000","6401122","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","39","11","41","7","0","0"
"3372","3372","122","4","2","60000","6401122","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","39","22","41","14","0","0"
"3373","3373","122","4","3","50000","6401122","23","4","1201004305","1","1201004301","1","0","0","0","0","0","0","0","39","33","41","21","0","0"
"3374","3374","122","4","4","50000","6401122","23","4","1201004405","1","0","0","0","0","0","0","0","0","0","39","44","41","28","0","0"
"3375","3375","123","4","1","70000","6401123","23","3","1201004304","1","0","0","0","0","0","0","0","0","0","51","22","46","3","0","0"
"3376","3376","123","4","2","60000","6401123","23","3","1201004304","2","1201004302","2","0","0","0","0","0","0","0","51","44","46","6","0","0"
"3377","3377","123","4","3","50000","6401123","23","3","1201004304","4","1201004302","4","0","0","0","0","0","0","0","51","66","46","9","0","0"
"3378","3378","123","4","4","40000","6401123","23","6","1201004404","1","0","0","0","0","0","0","0","0","0","51","88","46","12","0","0"
"3379","3379","123","4","5","40000","6401123","23","6","1201004404","1","1201004402","1","0","0","0","0","0","0","0","51","110","46","15","0","0"
"3380","3380","124","4","1","80000","6401124","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","119","8","0","0","0","0"
"3381","3381","124","4","2","70000","6401124","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","119","16","0","0","0","0"
"3382","3382","124","4","3","60000","6401124","23","2","1201004304","1","0","0","0","0","0","0","0","0","0","119","24","0","0","0","0"
"3383","3383","125","4","1","70000","6401125","23","3","1201004312","1","0","0","0","0","0","0","0","0","0","38","27","43","9","0","0"
"3384","3384","125","4","2","60000","6401125","23","3","1201004312","2","1201004303","2","0","0","0","0","0","0","0","38","54","43","18","0","0"
"3385","3385","125","4","3","50000","6401125","23","3","1201004312","4","1201004303","4","0","0","0","0","0","0","0","38","81","43","27","0","0"
"3386","3386","125","4","4","40000","6401125","23","6","1201004412","1","0","0","0","0","0","0","0","0","0","38","108","43","36","0","0"
"3387","3387","125","4","5","40000","6401125","23","6","1201004412","1","1201004403","1","0","0","0","0","0","0","0","38","135","43","45","0","0"
"3388","3388","126","4","1","70000","6401126","23","3","1201004304","1","0","0","0","0","0","0","0","0","0","51","22","33","24","0","0"
"3389","3389","126","4","2","60000","6401126","23","3","1201004304","2","1201004306","2","0","0","0","0","0","0","0","51","44","33","48","0","0"
"3390","3390","126","4","3","50000","6401126","23","3","1201004304","4","1201004306","4","0","0","0","0","0","0","0","51","66","33","72","0","0"
"3391","3391","126","4","4","40000","6401126","23","6","1201004404","1","0","0","0","0","0","0","0","0","0","51","88","33","96","0","0"
"3392","3392","126","4","5","40000","6401126","23","6","1201004404","1","1201004406","1","0","0","0","0","0","0","0","51","110","33","120","0","0"
"3393","3393","127","4","1","70000","6401127","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","30","4","24","5","0","0"
"3394","3394","127","4","2","60000","6401127","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","30","8","24","10","0","0"
"3395","3395","127","4","3","50000","6401127","23","4","1201004304","1","1201004303","1","0","0","0","0","0","0","0","30","12","24","15","0","0"
"3396","3396","127","4","4","50000","6401127","23","4","1201004404","1","0","0","0","0","0","0","0","0","0","30","16","24","20","0","0"
"3397","3397","128","4","1","70000","6401128","23","3","1201004305","1","0","0","0","0","0","0","0","0","0","39","27","34","24","0","0"
"3398","3398","128","4","2","60000","6401128","23","3","1201004305","2","1201004303","2","0","0","0","0","0","0","0","39","54","34","48","0","0"
"3399","3399","128","4","3","50000","6401128","23","3","1201004305","4","1201004303","4","0","0","0","0","0","0","0","39","81","34","72","0","0"
"3400","3400","128","4","4","40000","6401128","23","6","1201004405","1","0","0","0","0","0","0","0","0","0","39","108","34","96","0","0"
"3401","3401","128","4","5","40000","6401128","23","6","1201004405","1","1201004403","1","0","0","0","0","0","0","0","39","135","34","120","0","0"
"3402","3402","129","4","1","70000","6401129","23","3","1201004312","1","0","0","0","0","0","0","0","0","0","29","9","26","6","0","0"
"3403","3403","129","4","2","60000","6401129","23","3","1201004312","2","1201004311","2","0","0","0","0","0","0","0","29","18","26","12","0","0"
"3404","3404","129","4","3","50000","6401129","23","3","1201004312","4","1201004311","4","0","0","0","0","0","0","0","29","27","26","18","0","0"
"3405","3405","129","4","4","40000","6401129","23","6","1201004412","1","0","0","0","0","0","0","0","0","0","29","36","26","24","0","0"
"3406","3406","129","4","5","40000","6401129","23","6","1201004412","1","1201004411","1","0","0","0","0","0","0","0","29","45","26","30","0","0"
"3407","3407","130","4","1","80000","6401130","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","31","3","0","0","0","0"
"3408","3408","130","4","2","70000","6401130","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","31","6","0","0","0","0"
"3409","3409","130","4","3","60000","6401130","23","2","1201004313","1","0","0","0","0","0","0","0","0","0","31","9","0","0","0","0"
"3410","3410","131","4","1","70000","6401131","23","3","1201004313","1","0","0","0","0","0","0","0","0","0","120","22","32","24","0","0"
"3411","3411","131","4","2","60000","6401131","23","3","1201004313","2","1201004308","2","0","0","0","0","0","0","0","120","44","32","48","0","0"
"3412","3412","131","4","3","50000","6401131","23","3","1201004313","4","1201004308","4","0","0","0","0","0","0","0","120","66","32","72","0","0"
"3413","3413","131","4","4","40000","6401131","23","6","1201004413","1","0","0","0","0","0","0","0","0","0","120","88","32","96","0","0"
"3414","3414","131","4","5","40000","6401131","23","6","1201004413","1","1201004408","1","0","0","0","0","0","0","0","120","110","32","120","0","0"
"3415","3415","132","4","1","70000","6401132","23","3","1201004313","1","0","0","0","0","0","0","0","0","0","50","22","41","9","0","0"
"3416","3416","132","4","2","60000","6401132","23","3","1201004313","2","1201004301","2","0","0","0","0","0","0","0","50","44","41","18","0","0"
