"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"378","378","33","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","63","63","63","63","63","72","72","72","72","72","81","81","81","81","81","108","108","108","108","108","36","36","36","36","36","49","49","49","49","49","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"379","379","34","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"380","380","35","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"381","381","38","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"382","382","39","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"383","383","40","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"384","384","41","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"385","385","42","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"386","386","43","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"387","387","44","800","2000","1600","1000","400","2000","2200","0","0","0","37","37","37","37","37","26","26","26","26","26","30","30","30","30","30","33","33","33","33","33","45","45","45","45","45","15","15","15","15","15","20","20","20","20","20","37","37","37","37","37","37","37","37","37","37","37","37","37","37","37","0"
"388","388","45","800","2000","1600","1000","400","2000","2200","0","0","0","37","37","37","37","37","26","26","26","26","26","30","30","30","30","30","33","33","33","33","33","45","45","45","45","45","15","15","15","15","15","20","20","20","20","20","37","37","37","37","37","37","37","37","37","37","37","37","37","37","37","0"
"389","389","46","800","2000","1600","1000","400","2000","2200","0","0","0","22","22","22","22","22","15","15","15","15","15","18","18","18","18","18","20","20","20","20","20","27","27","27","27","27","9","9","9","9","9","12","12","12","12","12","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","0"
"390","390","47","800","2000","1600","1000","400","2000","2200","0","0","0","22","22","22","22","22","15","15","15","15","15","18","18","18","18","18","20","20","20","20","20","27","27","27","27","27","9","9","9","9","9","12","12","12","12","12","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","0"
"391","391","91","800","2000","1600","1000","400","2000","2200","0","0","0","750","750","750","750","750","525","525","525","525","525","600","600","600","600","600","675","675","675","675","675","900","900","900","900","900","300","300","300","300","300","412","412","412","412","412","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","0"
"392","392","92","800","2000","1600","1000","400","2000","2200","0","0","0","750","750","750","750","750","525","525","525","525","525","600","600","600","600","600","675","675","675","675","675","900","900","900","900","900","300","300","300","300","300","412","412","412","412","412","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","0"
"393","393","93","800","2000","1600","1000","400","2000","2200","0","0","0","750","750","750","750","750","525","525","525","525","525","600","600","600","600","600","675","675","675","675","675","900","900","900","900","900","300","300","300","300","300","412","412","412","412","412","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","0"
"394","394","82","800","2000","1600","1000","400","2000","2200","0","0","0","500","500","500","500","500","350","350","350","350","350","400","400","400","400","400","450","450","450","450","450","600","600","600","600","600","200","200","200","200","200","275","275","275","275","275","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","0"
"395","395","87","800","2000","1600","1000","400","2000","2200","0","0","0","500","500","500","500","500","350","350","350","350","350","400","400","400","400","400","450","450","450","450","450","600","600","600","600","600","200","200","200","200","200","275","275","275","275","275","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","0"
"471","471","1","800","2000","1600","1000","400","2000","2200","0","0","0","1500","1500","1500","1500","1500","1050","1050","1050","1050","1050","1200","1200","1200","1200","1200","1350","1350","1350","1350","1350","1800","1800","1800","1800","1800","600","600","600","600","600","820","820","820","820","820","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"472","472","6","800","2000","1600","1000","400","2000","2200","0","0","0","370","370","370","370","370","260","260","260","260","260","300","300","300","300","300","330","330","330","330","330","450","450","450","450","450","150","150","150","150","150","200","200","200","200","200","370","370","370","370","370","370","370","370","370","370","370","370","370","370","370","0"
"473","473","28","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"474","474","29","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"475","475","30","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"476","476","31","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"477","477","32","800","2000","1600","1000","400","2000","2200","0","0","0","180","180","180","180","180","126","126","126","126","126","144","144","144","144","144","162","162","162","162","162","216","216","216","216","216","72","72","72","72","72","99","99","99","99","99","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","0"
"478","478","33","800","2000","1600","1000","400","2000","2200","0","0","0","180","180","180","180","180","126","126","126","126","126","144","144","144","144","144","162","162","162","162","162","216","216","216","216","216","72","72","72","72","72","99","99","99","99","99","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","0"
"479","479","34","800","2000","1600","1000","400","2000","2200","0","0","0","240","240","240","240","240","168","168","168","168","168","192","192","192","192","192","216","216","216","216","216","288","288","288","288","288","96","96","96","96","96","132","132","132","132","132","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","0"
"480","480","35","800","2000","1600","1000","400","2000","2200","0","0","0","240","240","240","240","240","168","168","168","168","168","192","192","192","192","192","216","216","216","216","216","288","288","288","288","288","96","96","96","96","96","132","132","132","132","132","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","0"
"481","481","38","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"482","482","39","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"483","483","40","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"484","484","41","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","63","63","63","63","63","72","72","72","72","72","81","81","81","81","81","108","108","108","108","108","36","36","36","36","36","49","49","49","49","49","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"485","485","42","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"486","486","43","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","63","63","63","63","63","72","72","72","72","72","81","81","81","81","81","108","108","108","108","108","36","36","36","36","36","49","49","49","49","49","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"487","487","44","800","2000","1600","1000","400","2000","2200","0","0","0","75","75","75","75","75","52","52","52","52","52","60","60","60","60","60","67","67","67","67","67","90","90","90","90","90","30","30","30","30","30","41","41","41","41","41","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","0"
"488","488","45","800","2000","1600","1000","400","2000","2200","0","0","0","75","75","75","75","75","52","52","52","52","52","60","60","60","60","60","67","67","67","67","67","90","90","90","90","90","30","30","30","30","30","41","41","41","41","41","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","0"
"489","489","46","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"490","490","47","800","2000","1600","1000","400","2000","2200","0","0","0","45","45","45","45","45","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","0"
"491","491","91","800","2000","1600","1000","400","2000","2200","0","0","0","1500","1500","1500","1500","1500","1050","1050","1050","1050","1050","1200","1200","1200","1200","1200","1350","1350","1350","1350","1350","1800","1800","1800","1800","1800","600","600","600","600","600","825","825","825","825","825","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"492","492","92","800","2000","1600","1000","400","2000","2200","0","0","0","1500","1500","1500","1500","1500","1050","1050","1050","1050","1050","1200","1200","1200","1200","1200","1350","1350","1350","1350","1350","1800","1800","1800","1800","1800","600","600","600","600","600","825","825","825","825","825","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"493","493","93","800","2000","1600","1000","400","2000","2200","0","0","0","1500","1500","1500","1500","1500","1050","1050","1050","1050","1050","1200","1200","1200","1200","1200","1350","1350","1350","1350","1350","1800","1800","1800","1800","1800","600","600","600","600","600","825","825","825","825","825","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"494","494","82","800","2000","1600","1000","400","2000","2200","0","0","0","1000","1000","1000","1000","1000","700","700","700","700","700","800","800","800","800","800","900","900","900","900","900","1200","1200","1200","1200","1200","400","400","400","400","400","550","550","550","550","550","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","0"
"495","495","87","800","2000","1600","1000","400","2000","2200","0","0","0","1000","1000","1000","1000","1000","700","700","700","700","700","800","800","800","800","800","900","900","900","900","900","1200","1200","1200","1200","1200","400","400","400","400","400","550","550","550","550","550","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","0"
"571","571","1","800","2000","1600","1000","400","2000","2200","0","0","0","3000","3000","3000","3000","3000","2100","2100","2100","2100","2100","2400","2400","2400","2400","2400","2700","2700","2700","2700","2700","3600","3600","3600","3600","3600","1200","1200","1200","1200","1200","1650","1650","1650","1650","1650","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","0"
"572","572","6","800","2000","1600","1000","400","2000","2200","0","0","0","750","750","750","750","750","520","520","520","520","520","600","600","600","600","600","670","670","670","670","670","900","900","900","900","900","300","300","300","300","300","410","410","410","410","410","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","0"
"573","573","28","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","62","62","62","62","62","72","72","72","72","72","80","80","80","80","80","108","108","108","108","108","36","36","36","36","36","48","48","48","48","48","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"574","574","29","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","62","62","62","62","62","72","72","72","72","72","80","80","80","80","80","108","108","108","108","108","36","36","36","36","36","48","48","48","48","48","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"575","575","30","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"576","576","31","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"577","577","32","800","2000","1600","1000","400","2000","2200","0","0","0","360","360","360","360","360","252","252","252","252","252","288","288","288","288","288","324","324","324","324","324","432","432","432","432","432","144","144","144","144","144","198","198","198","198","198","360","360","360","360","360","360","360","360","360","360","360","360","360","360","360","0"
"578","578","33","800","2000","1600","1000","400","2000","2200","0","0","0","360","360","360","360","360","252","252","252","252","252","288","288","288","288","288","324","324","324","324","324","432","432","432","432","432","144","144","144","144","144","198","198","198","198","198","360","360","360","360","360","360","360","360","360","360","360","360","360","360","360","0"
"579","579","34","800","2000","1600","1000","400","2000","2200","0","0","0","480","480","480","480","480","336","336","336","336","336","384","384","384","384","384","432","432","432","432","432","576","576","576","576","576","192","192","192","192","192","264","264","264","264","264","480","480","480","480","480","480","480","480","480","480","480","480","480","480","480","0"
"580","580","35","800","2000","1600","1000","400","2000","2200","0","0","0","480","480","480","480","480","336","336","336","336","336","384","384","384","384","384","432","432","432","432","432","576","576","576","576","576","192","192","192","192","192","264","264","264","264","264","480","480","480","480","480","480","480","480","480","480","480","480","480","480","480","0"
"581","581","38","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"582","582","39","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"583","583","40","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"584","584","41","800","2000","1600","1000","400","2000","2200","0","0","0","180","180","180","180","180","126","126","126","126","126","144","144","144","144","144","162","162","162","162","162","216","216","216","216","216","72","72","72","72","72","98","98","98","98","98","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","0"
"585","585","42","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"586","586","43","800","2000","1600","1000","400","2000","2200","0","0","0","180","180","180","180","180","126","126","126","126","126","144","144","144","144","144","162","162","162","162","162","216","216","216","216","216","72","72","72","72","72","98","98","98","98","98","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","0"
"587","587","44","800","2000","1600","1000","400","2000","2200","0","0","0","150","150","150","150","150","104","104","104","104","104","120","120","120","120","120","134","134","134","134","134","180","180","180","180","180","60","60","60","60","60","82","82","82","82","82","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","0"
"588","588","45","800","2000","1600","1000","400","2000","2200","0","0","0","150","150","150","150","150","104","104","104","104","104","120","120","120","120","120","134","134","134","134","134","180","180","180","180","180","60","60","60","60","60","82","82","82","82","82","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","0"
"589","589","46","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","62","62","62","62","62","72","72","72","72","72","80","80","80","80","80","108","108","108","108","108","36","36","36","36","36","48","48","48","48","48","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"590","590","47","800","2000","1600","1000","400","2000","2200","0","0","0","90","90","90","90","90","62","62","62","62","62","72","72","72","72","72","80","80","80","80","80","108","108","108","108","108","36","36","36","36","36","48","48","48","48","48","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"591","591","91","800","2000","1600","1000","400","2000","2200","0","0","0","3000","3000","3000","3000","3000","2100","2100","2100","2100","2100","2400","2400","2400","2400","2400","2700","2700","2700","2700","2700","3600","3600","3600","3600","3600","1200","1200","1200","1200","1200","1650","1650","1650","1650","1650","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","0"
"592","592","92","800","2000","1600","1000","400","2000","2200","0","0","0","3000","3000","3000","3000","3000","2100","2100","2100","2100","2100","2400","2400","2400","2400","2400","2700","2700","2700","2700","2700","3600","3600","3600","3600","3600","1200","1200","1200","1200","1200","1650","1650","1650","1650","1650","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","0"
"593","593","93","800","2000","1600","1000","400","2000","2200","0","0","0","3000","3000","3000","3000","3000","2100","2100","2100","2100","2100","2400","2400","2400","2400","2400","2700","2700","2700","2700","2700","3600","3600","3600","3600","3600","1200","1200","1200","1200","1200","1650","1650","1650","1650","1650","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","0"
"594","594","82","800","2000","1600","1000","400","2000","2200","0","0","0","2000","2000","2000","2000","2000","1400","1400","1400","1400","1400","1600","1600","1600","1600","1600","1800","1800","1800","1800","1800","2400","2400","2400","2400","2400","800","800","800","800","800","1100","1100","1100","1100","1100","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","0"
"595","595","87","800","2000","1600","1000","400","2000","2200","0","0","0","2000","2000","2000","2000","2000","1400","1400","1400","1400","1400","1600","1600","1600","1600","1600","1800","1800","1800","1800","1800","2400","2400","2400","2400","2400","800","800","800","800","800","1100","1100","1100","1100","1100","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","0"
"771","771","1","800","2000","1600","1000","400","2000","2200","0","0","0","444","444","444","444","444","312","312","312","312","312","360","360","360","360","360","396","396","396","396","396","540","540","540","540","540","180","180","180","180","180","240","240","240","240","240","444","444","444","444","444","444","444","444","444","444","444","444","444","444","444","0"
"772","772","6","800","2000","1600","1000","400","2000","2200","0","0","0","108","108","108","108","108","72","72","72","72","72","84","84","84","84","84","96","96","96","96","96","132","132","132","132","132","36","36","36","36","36","60","60","60","60","60","108","108","108","108","108","108","108","108","108","108","108","108","108","108","108","0"
"773","773","28","800","2000","1600","1000","400","2000","2200","0","0","0","13","13","13","13","13","8","8","8","8","8","11","11","11","11","11","12","12","12","12","12","16","16","16","16","16","5","5","5","5","5","7","7","7","7","7","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","0"
"774","774","29","800","2000","1600","1000","400","2000","2200","0","0","0","13","13","13","13","13","8","8","8","8","8","11","11","11","11","11","12","12","12","12","12","16","16","16","16","16","5","5","5","5","5","7","7","7","7","7","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","0"
"775","775","30","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"776","776","31","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"777","777","32","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"778","778","33","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"779","779","34","800","2000","1600","1000","400","2000","2200","0","0","0","72","72","72","72","72","50","50","50","50","50","58","58","58","58","58","65","65","65","65","65","86","86","86","86","86","29","29","29","29","29","40","40","40","40","40","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"780","780","35","800","2000","1600","1000","400","2000","2200","0","0","0","72","72","72","72","72","50","50","50","50","50","58","58","58","58","58","65","65","65","65","65","86","86","86","86","86","29","29","29","29","29","40","40","40","40","40","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"781","781","38","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"782","782","39","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"783","783","40","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"784","784","41","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"785","785","42","800","2000","1600","1000","400","2000","2200","0","0","0","18","18","18","18","18","12","12","12","12","12","14","14","14","14","14","16","16","16","16","16","22","22","22","22","22","7","7","7","7","7","10","10","10","10","10","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"786","786","43","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"787","787","44","800","2000","1600","1000","400","2000","2200","0","0","0","22","22","22","22","22","16","16","16","16","16","18","18","18","18","18","19","19","19","19","19","26","26","26","26","26","8","8","8","8","8","12","12","12","12","12","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","0"
"788","788","45","800","2000","1600","1000","400","2000","2200","0","0","0","22","22","22","22","22","16","16","16","16","16","18","18","18","18","18","19","19","19","19","19","26","26","26","26","26","8","8","8","8","8","12","12","12","12","12","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","0"
"789","789","46","800","2000","1600","1000","400","2000","2200","0","0","0","13","13","13","13","13","8","8","8","8","8","11","11","11","11","11","12","12","12","12","12","16","16","16","16","16","5","5","5","5","5","7","7","7","7","7","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","0"
"790","790","47","800","2000","1600","1000","400","2000","2200","0","0","0","13","13","13","13","13","8","8","8","8","8","11","11","11","11","11","12","12","12","12","12","16","16","16","16","16","5","5","5","5","5","7","7","7","7","7","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","0"
"791","791","91","800","2000","1600","1000","400","2000","2200","0","0","0","450","450","450","450","450","314","314","314","314","314","360","360","360","360","360","404","404","404","404","404","540","540","540","540","540","180","180","180","180","180","247","247","247","247","247","450","450","450","450","450","450","450","450","450","450","450","450","450","450","450","0"
"792","792","92","800","2000","1600","1000","400","2000","2200","0","0","0","450","450","450","450","450","314","314","314","314","314","360","360","360","360","360","404","404","404","404","404","540","540","540","540","540","180","180","180","180","180","247","247","247","247","247","450","450","450","450","450","450","450","450","450","450","450","450","450","450","450","0"
"793","793","93","800","2000","1600","1000","400","2000","2200","0","0","0","450","450","450","450","450","314","314","314","314","314","360","360","360","360","360","404","404","404","404","404","540","540","540","540","540","180","180","180","180","180","247","247","247","247","247","450","450","450","450","450","450","450","450","450","450","450","450","450","450","450","0"
"794","794","82","800","2000","1600","1000","400","2000","2200","0","0","0","300","300","300","300","300","210","210","210","210","210","240","240","240","240","240","270","270","270","270","270","360","360","360","360","360","120","120","120","120","120","164","164","164","164","164","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","0"
"795","795","87","800","2000","1600","1000","400","2000","2200","0","0","0","300","300","300","300","300","210","210","210","210","210","240","240","240","240","240","270","270","270","270","270","360","360","360","360","360","120","120","120","120","120","164","164","164","164","164","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","0"
"871","871","1","800","2000","1600","1000","400","2000","2200","0","0","0","900","900","900","900","900","624","624","624","624","624","720","720","720","720","720","804","804","804","804","804","1080","1080","1080","1080","1080","360","360","360","360","360","492","492","492","492","492","900","900","900","900","900","900","900","900","900","900","900","900","900","900","900","0"
"872","872","6","800","2000","1600","1000","400","2000","2200","0","0","0","216","216","216","216","216","156","156","156","156","156","180","180","180","180","180","192","192","192","192","192","264","264","264","264","264","84","84","84","84","84","120","120","120","120","120","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","0"
