"Name","MailPresetId","MailTablNo","MailTextTemplate","MailTextReferValue","IsReward","FunctionType","FunctionText","MailTitleSId","MaiSubTitleSId","MailTextSId","RewardType1","RewardTypeSub1","RewardValue1","RewardType2","RewardTypeSub2","RewardValue2","RewardType3","RewardTypeSub3","RewardValue3","RewardType4","RewardTypeSub4","RewardValue4","RewardType5","RewardTypeSub5","RewardValue5","RewardType6","RewardTypeSub6","RewardValue6","RewardType7","RewardTypeSub7","RewardValue7","RewardType8","RewardTypeSub8","RewardValue8","RewardType9","RewardTypeSub9","RewardValue9","RewardType10","RewardTypeSub10","RewardValue10","RewardType11","RewardTypeSub11","RewardValue11","RewardType12","RewardTypeSub12","RewardValue12","RewardType13","RewardTypeSub13","RewardValue13","RewardType14","RewardTypeSub14","RewardValue14","RewardType15","RewardTypeSub15","RewardValue15","RewardType16","RewardTypeSub16","RewardValue16","RewardType17","RewardTypeSub17","RewardValue17","RewardType18","RewardTypeSub18","RewardValue18","RewardType19","RewardTypeSub19","RewardValue19","RewardType20","RewardTypeSub20","RewardValue20","MailRetentionReriod","Mail_R&R_Del_Time","ServerLogEventType"
"20102","20102","3","1","0","0","0","0","260003","260106","260207","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13801"
"21001","21001","3","1","0","1","0","104","39002","40001","41001","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21002","21002","3","1","0","1","0","104","39002","40002","41002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21003","21003","3","1","0","1","0","104","39002","40001","41003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21004","21004","3","1","0","1","0","104","39002","40002","41004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21005","21005","3","1","0","1","0","104","39002","40001","41005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21006","21006","3","1","0","1","0","104","39002","40002","41006","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21007","21007","3","1","0","1","0","104","39002","40001","41007","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21008","21008","3","1","0","1","0","104","39002","40002","41008","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21009","21009","3","1","0","1","0","104","39002","40001","41009","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21010","21010","3","1","0","1","0","104","39002","40002","41010","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21011","21011","3","1","0","1","0","104","39002","40001","41011","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21012","21012","3","1","0","1","0","104","39002","40002","41012","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21013","21013","3","1","0","1","0","104","39002","40001","41013","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21014","21014","3","1","0","1","0","104","39002","40002","41014","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21015","21015","3","1","0","1","0","104","39002","40001","41015","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21016","21016","3","1","0","1","0","104","39002","40002","41016","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21017","21017","3","1","0","1","0","104","39002","40001","41017","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21018","21018","3","1","0","1","0","104","39002","40002","41018","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21019","21019","3","1","0","1","0","104","39002","40001","41019","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"21020","21020","3","1","0","1","0","104","39002","40002","41020","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24001","24001","5","1","Mission.Title","0","0","0","24001","25001","26001","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"24002","24002","5","1","Reqeust.Title","0","0","0","24002","25002","26002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"24003","24003","5","1","Monster","0","0","0","24003","25003","26003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24004","24004","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","24004","25004","26004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24005","24005","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","24005","25005","26005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24006","24006","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","24006","25006","26006","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24007","24007","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","24007","25007","26007","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24008","24008","5","1","Character.Name","0","0","0","24008","25008","26008","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24009","24009","5","1","Character.Name","1","0","0","24009","25009","26009","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13828"
"24010","24010","5","1","Character.Name","0","0","0","24010","25010","26010","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"24011","24011","5","1","Character.Name","1","0","0","24011","25011","26011","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13828"
"25001","25001","3","1","0","0","0","0","310002","320002","330002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25002","25002","3","1","0","0","0","0","310002","320003","330003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25003","25003","3","1","0","0","0","0","310002","320004","330004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25004","25004","3","1","0","0","0","0","310002","320005","330005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25005","25005","3","1","0","0","0","0","310002","320006","330006","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25501","25501","3","1","0","0","0","0","360002","370002","380002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25502","25502","3","1","0","0","0","0","360002","370003","380003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25503","25503","3","1","0","0","0","0","360002","370004","380004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25504","25504","3","1","0","0","0","0","360002","370005","380005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26001","26001","2","1","0","0","0","0","36002","37002","38002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26002","26002","2","1","0","1","0","104","36003","37003","38003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13829"
"26003","26003","2","1","0","1","0","104","36004","37004","38004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13830"
"26004","26004","2","0","0","0","0","0","36005","37005","38005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26005","26005","2","0","0","0","0","0","36006","37006","38006","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26006","26006","2","0","0","0","0","0","36007","37007","38007","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26007","26007","2","0","0","0","0","0","36008","37008","38008","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13831"
"26101","26101","2","1","0","0","0","0","36101","37101","38101","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26102","26102","1","1","0","1","0","104","36102","37102","38102","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13832"
"26103","26103","2","1","0","1","0","104","36103","37103","38103","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13833"
"26104","26104","2","1","0","0","0","0","36104","37104","38104","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26105","26105","2","1","0","0","0","0","36105","37105","38105","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26106","26106","2","1","0","0","0","0","36107","37107","38107","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26107","26107","2","1","0","0","0","0","36106","37106","38106","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
