"Name","CollectionId","PhaseGroupId","AccountType","TopMenuGroup","TopMenuString","ListGroup","ListGroupString","PeriodType","StartDate","EndDate","TitleString","ListSort","EffectAttributeType","EffectAttributeValue","EffectString","EffectGroup","EffectGroupString","ClassId","ItemUseId01","Smelting01","ItemUseId02","Smelting02","ItemUseId03","Smelting03","ItemUseId04","Smelting04","ItemUseId05","Smelting05","ItemUseId06","Smelting06","ItemUseId07","Smelting07","ItemUseId08","Smelting08"
"25012157","25012157","5231020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231020","40202705","49","10","510049","27","510049","5","301005022","5","403001022","5","301005023","5","403001023","5","0","0","0","0","0","0","0","0"
"25012158","25012158","5231021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231021","40212706","49","10","510049","27","510049","5","301005024","5","403001024","5","301005025","5","403001025","5","0","0","0","0","0","0","0","0"
"25012178","25012178","5231022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231022","50222701","49","10","510049","27","510049","5","301005026","5","403001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"25012179","25012179","5231023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231023","50232702","49","10","510049","27","510049","5","301005027","5","403001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"25012180","25012180","5231024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231024","50242703","49","10","510049","27","510049","5","301005028","5","403001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"25012181","25012181","5231025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231025","50252704","49","10","510049","27","510049","5","301005029","5","403001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"26012100","26012100","5231001","2","1","5200009","20","5200002","0","0","0","5231001","20012701","49","10","510049","27","510049","6","301006002","4","301006003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"26012101","26012101","5231002","2","1","5200009","20","5200002","0","0","0","5231002","20022702","49","10","510049","27","510049","6","301006002","6","403001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"26012102","26012102","5231003","2","1","5200009","20","5200002","0","0","0","5231003","20032703","49","10","510049","27","510049","6","301006003","6","403001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"26012103","26012103","5231004","2","1","5200009","20","5200002","0","0","0","5231004","20042704","49","10","510049","27","510049","6","301006004","6","403001004","6","301006005","6","403001005","6","0","0","0","0","0","0","0","0"
"26012104","26012104","5231005","2","1","5200009","20","5200002","0","0","0","5231005","20052705","49","10","510049","27","510049","6","301006006","7","301006007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"26012105","26012105","5231006","2","1","5200009","20","5200002","0","0","0","5231006","20062706","49","10","510049","27","510049","6","301006008","7","403001008","7","0","0","0","0","0","0","0","0","0","0","0","0"
"26012106","26012106","5231007","2","1","5200009","20","5200002","0","0","0","5231007","20072707","49","10","510049","27","510049","6","301006009","7","403001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"26012107","26012107","5231008","2","1","5200009","20","5200002","0","0","0","5231008","20082708","49","10","510049","27","510049","6","301006008","8","403001008","8","301006009","8","403001009","8","0","0","0","0","0","0","0","0"
"26012127","26012127","5231009","2","1","5200009","30","5200003","0","0","0","5231009","30092701","49","10","510049","27","510049","6","301006010","5","301006011","5","0","0","0","0","0","0","0","0","0","0","0","0"
"26012128","26012128","5231010","2","1","5200009","30","5200003","0","0","0","5231010","30102702","49","10","510049","27","510049","6","301006010","6","403001010","6","0","0","0","0","0","0","0","0","0","0","0","0"
"26012129","26012129","5231011","2","1","5200009","30","5200003","0","0","0","5231011","30112703","49","10","510049","27","510049","6","301006013","6","403001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"26012130","26012130","5231012","2","1","5200009","30","5200003","0","0","0","5231012","30122704","49","10","510049","27","510049","6","301006014","6","403001014","6","301006015","6","403001015","6","0","0","0","0","0","0","0","0"
"26012131","26012131","5231013","2","1","5200009","30","5200003","0","0","0","5231013","30132705","49","10","510049","27","510049","6","301006016","6","301006017","6","0","0","0","0","0","0","0","0","0","0","0","0"
"26012132","26012132","5231014","2","1","5200009","30","5200003","0","0","0","5231014","30142706","49","10","510049","27","510049","6","301006016","7","403001016","7","0","0","0","0","0","0","0","0","0","0","0","0"
"26012133","26012133","5231015","2","1","5200009","30","5200003","0","0","0","5231015","30152707","49","10","510049","27","510049","6","301006017","7","403001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"26012153","26012153","5231016","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231016","40162701","49","10","510049","27","510049","6","301006018","5","403001016","7","301006019","5","403001017","7","0","0","0","0","0","0","0","0"
"26012154","26012154","5231017","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231017","40172702","49","10","510049","27","510049","6","301006018","5","403001018","5","301006019","5","403001019","5","0","0","0","0","0","0","0","0"
"26012155","26012155","5231018","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231018","40182703","49","10","510049","27","510049","6","301006018","6","403001018","6","301006019","6","403001019","6","0","0","0","0","0","0","0","0"
"26012156","26012156","5231019","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231019","40192704","49","10","510049","27","510049","6","301006020","5","403001020","5","301006021","5","403001021","5","0","0","0","0","0","0","0","0"
"26012157","26012157","5231020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231020","40202705","49","10","510049","27","510049","6","301006022","5","403001022","5","301006023","5","403001023","5","0","0","0","0","0","0","0","0"
"26012158","26012158","5231021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5231021","40212706","49","10","510049","27","510049","6","301006024","5","403001024","5","301006025","5","403001025","5","0","0","0","0","0","0","0","0"
"26012178","26012178","5231022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231022","50222701","49","10","510049","27","510049","6","301006026","5","403001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"26012179","26012179","5231023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231023","50232702","49","10","510049","27","510049","6","301006027","5","403001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"26012180","26012180","5231024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231024","50242703","49","10","510049","27","510049","6","301006028","5","403001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"26012181","26012181","5231025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5231025","50252704","49","10","510049","27","510049","6","301006029","5","403001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"21013100","21013100","5232001","2","1","5200009","20","5200002","0","0","0","5232001","20012801","50","10","510050","28","510050","1","200001002","4","200001003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"21013101","21013101","5232002","2","1","5200009","20","5200002","0","0","0","5232002","20022802","50","10","510050","28","510050","1","200001002","6","401001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"21013102","21013102","5232003","2","1","5200009","20","5200002","0","0","0","5232003","20032803","50","10","510050","28","510050","1","200001003","6","401001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"21013103","21013103","5232004","2","1","5200009","20","5200002","0","0","0","5232004","20042804","50","10","510050","28","510050","1","200001004","6","401001004","6","200001005","6","401001005","6","0","0","0","0","0","0","0","0"
"21013104","21013104","5232005","2","1","5200009","20","5200002","0","0","0","5232005","20052805","50","10","510050","28","510050","1","200001006","7","200001007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"21013105","21013105","5232006","2","1","5200009","20","5200002","0","0","0","5232006","20062806","50","10","510050","28","510050","1","200001008","7","401001008","7","0","0","0","0","0","0","0","0","0","0","0","0"
"21013106","21013106","5232007","2","1","5200009","20","5200002","0","0","0","5232007","20072807","50","10","510050","28","510050","1","200001009","7","401001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"21013107","21013107","5232008","2","1","5200009","20","5200002","0","0","0","5232008","20082808","50","10","510050","28","510050","1","200001008","8","401001008","8","200001009","8","401001009","8","0","0","0","0","0","0","0","0"
"21013127","21013127","5232009","2","1","5200009","30","5200003","0","0","0","5232009","30092801","50","10","510050","28","510050","1","200001010","5","200001011","5","0","0","0","0","0","0","0","0","0","0","0","0"
"21013128","21013128","5232010","2","1","5200009","30","5200003","0","0","0","5232010","30102802","50","10","510050","28","510050","1","200001010","6","401001010","6","0","0","0","0","0","0","0","0","0","0","0","0"
"21013129","21013129","5232011","2","1","5200009","30","5200003","0","0","0","5232011","30112803","50","10","510050","28","510050","1","200001013","6","401001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"21013130","21013130","5232012","2","1","5200009","30","5200003","0","0","0","5232012","30122804","50","10","510050","28","510050","1","200001014","6","401001014","6","200001015","6","401001015","6","0","0","0","0","0","0","0","0"
"21013131","21013131","5232013","2","1","5200009","30","5200003","0","0","0","5232013","30132805","50","10","510050","28","510050","1","200001016","6","200001017","6","0","0","0","0","0","0","0","0","0","0","0","0"
"21013132","21013132","5232014","2","1","5200009","30","5200003","0","0","0","5232014","30142806","50","10","510050","28","510050","1","200001016","7","401001016","7","0","0","0","0","0","0","0","0","0","0","0","0"
"21013133","21013133","5232015","2","1","5200009","30","5200003","0","0","0","5232015","30152807","50","10","510050","28","510050","1","200001017","7","401001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"21013153","21013153","5232016","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232016","40162801","50","10","510050","28","510050","1","200001018","5","401001016","7","200001019","5","401001017","7","0","0","0","0","0","0","0","0"
"21013154","21013154","5232017","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232017","40172802","50","10","510050","28","510050","1","200001018","5","401001018","5","200001019","5","401001019","5","0","0","0","0","0","0","0","0"
"21013155","21013155","5232018","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232018","40182803","50","10","510050","28","510050","1","200001018","6","401001018","6","200001019","6","401001019","6","0","0","0","0","0","0","0","0"
"21013156","21013156","5232019","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232019","40192804","50","10","510050","28","510050","1","200001020","5","401001020","5","200001021","5","401001021","5","0","0","0","0","0","0","0","0"
"21013157","21013157","5232020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232020","40202805","50","10","510050","28","510050","1","200001022","5","401001022","5","200001023","5","401001023","5","0","0","0","0","0","0","0","0"
"21013158","21013158","5232021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232021","40212806","50","10","510050","28","510050","1","200001024","5","401001024","5","200001025","5","401001025","5","0","0","0","0","0","0","0","0"
"21013178","21013178","5232022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232022","50222801","50","10","510050","28","510050","1","200001026","5","401001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"21013179","21013179","5232023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232023","50232802","50","10","510050","28","510050","1","200001027","5","401001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"21013180","21013180","5232024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232024","50242803","50","10","510050","28","510050","1","200001028","5","401001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"21013181","21013181","5232025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232025","50252804","50","10","510050","28","510050","1","200001029","5","401001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"22013100","22013100","5232001","2","1","5200009","20","5200002","0","0","0","5232001","20012801","50","10","510050","28","510050","2","200002002","4","200002003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"22013101","22013101","5232002","2","1","5200009","20","5200002","0","0","0","5232002","20022802","50","10","510050","28","510050","2","200002002","6","401001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"22013102","22013102","5232003","2","1","5200009","20","5200002","0","0","0","5232003","20032803","50","10","510050","28","510050","2","200002003","6","401001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"22013103","22013103","5232004","2","1","5200009","20","5200002","0","0","0","5232004","20042804","50","10","510050","28","510050","2","200002004","6","401001004","6","200002005","6","401001005","6","0","0","0","0","0","0","0","0"
"22013104","22013104","5232005","2","1","5200009","20","5200002","0","0","0","5232005","20052805","50","10","510050","28","510050","2","200002006","7","200002007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"22013105","22013105","5232006","2","1","5200009","20","5200002","0","0","0","5232006","20062806","50","10","510050","28","510050","2","200002008","7","401001008","7","0","0","0","0","0","0","0","0","0","0","0","0"
"22013106","22013106","5232007","2","1","5200009","20","5200002","0","0","0","5232007","20072807","50","10","510050","28","510050","2","200002009","7","401001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"22013107","22013107","5232008","2","1","5200009","20","5200002","0","0","0","5232008","20082808","50","10","510050","28","510050","2","200002008","8","401001008","8","200002009","8","401001009","8","0","0","0","0","0","0","0","0"
"22013127","22013127","5232009","2","1","5200009","30","5200003","0","0","0","5232009","30092801","50","10","510050","28","510050","2","200002010","5","200002011","5","0","0","0","0","0","0","0","0","0","0","0","0"
"22013128","22013128","5232010","2","1","5200009","30","5200003","0","0","0","5232010","30102802","50","10","510050","28","510050","2","200002010","6","401001010","6","0","0","0","0","0","0","0","0","0","0","0","0"
"22013129","22013129","5232011","2","1","5200009","30","5200003","0","0","0","5232011","30112803","50","10","510050","28","510050","2","200002013","6","401001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"22013130","22013130","5232012","2","1","5200009","30","5200003","0","0","0","5232012","30122804","50","10","510050","28","510050","2","200002014","6","401001014","6","200002015","6","401001015","6","0","0","0","0","0","0","0","0"
"22013131","22013131","5232013","2","1","5200009","30","5200003","0","0","0","5232013","30132805","50","10","510050","28","510050","2","200002016","6","200002017","6","0","0","0","0","0","0","0","0","0","0","0","0"
"22013132","22013132","5232014","2","1","5200009","30","5200003","0","0","0","5232014","30142806","50","10","510050","28","510050","2","200002016","7","401001016","7","0","0","0","0","0","0","0","0","0","0","0","0"
"22013133","22013133","5232015","2","1","5200009","30","5200003","0","0","0","5232015","30152807","50","10","510050","28","510050","2","200002017","7","401001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"22013153","22013153","5232016","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232016","40162801","50","10","510050","28","510050","2","200002018","5","401001016","7","200002019","5","401001017","7","0","0","0","0","0","0","0","0"
"22013154","22013154","5232017","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232017","40172802","50","10","510050","28","510050","2","200002018","5","401001018","5","200002019","5","401001019","5","0","0","0","0","0","0","0","0"
"22013155","22013155","5232018","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232018","40182803","50","10","510050","28","510050","2","200002018","6","401001018","6","200002019","6","401001019","6","0","0","0","0","0","0","0","0"
"22013156","22013156","5232019","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232019","40192804","50","10","510050","28","510050","2","200002020","5","401001020","5","200002021","5","401001021","5","0","0","0","0","0","0","0","0"
"22013157","22013157","5232020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232020","40202805","50","10","510050","28","510050","2","200002022","5","401001022","5","200002023","5","401001023","5","0","0","0","0","0","0","0","0"
"22013158","22013158","5232021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232021","40212806","50","10","510050","28","510050","2","200002024","5","401001024","5","200002025","5","401001025","5","0","0","0","0","0","0","0","0"
"22013178","22013178","5232022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232022","50222801","50","10","510050","28","510050","2","200002026","5","401001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"22013179","22013179","5232023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232023","50232802","50","10","510050","28","510050","2","200002027","5","401001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"22013180","22013180","5232024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232024","50242803","50","10","510050","28","510050","2","200002028","5","401001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"22013181","22013181","5232025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232025","50252804","50","10","510050","28","510050","2","200002029","5","401001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"23013100","23013100","5232001","2","1","5200009","20","5200002","0","0","0","5232001","20012801","50","10","510050","28","510050","3","200003002","4","200003003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"23013101","23013101","5232002","2","1","5200009","20","5200002","0","0","0","5232002","20022802","50","10","510050","28","510050","3","200003002","6","401001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"23013102","23013102","5232003","2","1","5200009","20","5200002","0","0","0","5232003","20032803","50","10","510050","28","510050","3","200003003","6","401001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"23013103","23013103","5232004","2","1","5200009","20","5200002","0","0","0","5232004","20042804","50","10","510050","28","510050","3","200003004","6","401001004","6","200003005","6","401001005","6","0","0","0","0","0","0","0","0"
"23013104","23013104","5232005","2","1","5200009","20","5200002","0","0","0","5232005","20052805","50","10","510050","28","510050","3","200003006","7","200003007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"23013105","23013105","5232006","2","1","5200009","20","5200002","0","0","0","5232006","20062806","50","10","510050","28","510050","3","200003008","7","401001008","7","0","0","0","0","0","0","0","0","0","0","0","0"
"23013106","23013106","5232007","2","1","5200009","20","5200002","0","0","0","5232007","20072807","50","10","510050","28","510050","3","200003009","7","401001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"23013107","23013107","5232008","2","1","5200009","20","5200002","0","0","0","5232008","20082808","50","10","510050","28","510050","3","200003008","8","401001008","8","200003009","8","401001009","8","0","0","0","0","0","0","0","0"
"23013127","23013127","5232009","2","1","5200009","30","5200003","0","0","0","5232009","30092801","50","10","510050","28","510050","3","200003010","5","200003011","5","0","0","0","0","0","0","0","0","0","0","0","0"
"23013128","23013128","5232010","2","1","5200009","30","5200003","0","0","0","5232010","30102802","50","10","510050","28","510050","3","200003010","6","401001010","6","0","0","0","0","0","0","0","0","0","0","0","0"
"23013129","23013129","5232011","2","1","5200009","30","5200003","0","0","0","5232011","30112803","50","10","510050","28","510050","3","200003013","6","401001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"23013130","23013130","5232012","2","1","5200009","30","5200003","0","0","0","5232012","30122804","50","10","510050","28","510050","3","200003014","6","401001014","6","200003015","6","401001015","6","0","0","0","0","0","0","0","0"
"23013131","23013131","5232013","2","1","5200009","30","5200003","0","0","0","5232013","30132805","50","10","510050","28","510050","3","200003016","6","200003017","6","0","0","0","0","0","0","0","0","0","0","0","0"
"23013132","23013132","5232014","2","1","5200009","30","5200003","0","0","0","5232014","30142806","50","10","510050","28","510050","3","200003016","7","401001016","7","0","0","0","0","0","0","0","0","0","0","0","0"
"23013133","23013133","5232015","2","1","5200009","30","5200003","0","0","0","5232015","30152807","50","10","510050","28","510050","3","200003017","7","401001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"23013153","23013153","5232016","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232016","40162801","50","10","510050","28","510050","3","200003018","5","401001016","7","200003019","5","401001017","7","0","0","0","0","0","0","0","0"
"23013154","23013154","5232017","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232017","40172802","50","10","510050","28","510050","3","200003018","5","401001018","5","200003019","5","401001019","5","0","0","0","0","0","0","0","0"
"23013155","23013155","5232018","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232018","40182803","50","10","510050","28","510050","3","200003018","6","401001018","6","200003019","6","401001019","6","0","0","0","0","0","0","0","0"
"23013156","23013156","5232019","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232019","40192804","50","10","510050","28","510050","3","200003020","5","401001020","5","200003021","5","401001021","5","0","0","0","0","0","0","0","0"
"23013157","23013157","5232020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232020","40202805","50","10","510050","28","510050","3","200003022","5","401001022","5","200003023","5","401001023","5","0","0","0","0","0","0","0","0"
"23013158","23013158","5232021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232021","40212806","50","10","510050","28","510050","3","200003024","5","401001024","5","200003025","5","401001025","5","0","0","0","0","0","0","0","0"
"23013178","23013178","5232022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232022","50222801","50","10","510050","28","510050","3","200003026","5","401001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"23013179","23013179","5232023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232023","50232802","50","10","510050","28","510050","3","200003027","5","401001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"23013180","23013180","5232024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232024","50242803","50","10","510050","28","510050","3","200003028","5","401001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"23013181","23013181","5232025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232025","50252804","50","10","510050","28","510050","3","200003029","5","401001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"24013100","24013100","5232001","2","1","5200009","20","5200002","0","0","0","5232001","20012801","50","10","510050","28","510050","4","200004002","4","200004003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"24013101","24013101","5232002","2","1","5200009","20","5200002","0","0","0","5232002","20022802","50","10","510050","28","510050","4","200004002","6","401001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"24013102","24013102","5232003","2","1","5200009","20","5200002","0","0","0","5232003","20032803","50","10","510050","28","510050","4","200004003","6","401001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"24013103","24013103","5232004","2","1","5200009","20","5200002","0","0","0","5232004","20042804","50","10","510050","28","510050","4","200004004","6","401001004","6","200004005","6","401001005","6","0","0","0","0","0","0","0","0"
"24013104","24013104","5232005","2","1","5200009","20","5200002","0","0","0","5232005","20052805","50","10","510050","28","510050","4","200004006","7","200004007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"24013105","24013105","5232006","2","1","5200009","20","5200002","0","0","0","5232006","20062806","50","10","510050","28","510050","4","200004008","7","401001008","7","0","0","0","0","0","0","0","0","0","0","0","0"
"24013106","24013106","5232007","2","1","5200009","20","5200002","0","0","0","5232007","20072807","50","10","510050","28","510050","4","200004009","7","401001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"24013107","24013107","5232008","2","1","5200009","20","5200002","0","0","0","5232008","20082808","50","10","510050","28","510050","4","200004008","8","401001008","8","200004009","8","401001009","8","0","0","0","0","0","0","0","0"
"24013127","24013127","5232009","2","1","5200009","30","5200003","0","0","0","5232009","30092801","50","10","510050","28","510050","4","200004010","5","200004011","5","0","0","0","0","0","0","0","0","0","0","0","0"
"24013128","24013128","5232010","2","1","5200009","30","5200003","0","0","0","5232010","30102802","50","10","510050","28","510050","4","200004010","6","401001010","6","0","0","0","0","0","0","0","0","0","0","0","0"
"24013129","24013129","5232011","2","1","5200009","30","5200003","0","0","0","5232011","30112803","50","10","510050","28","510050","4","200004013","6","401001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"24013130","24013130","5232012","2","1","5200009","30","5200003","0","0","0","5232012","30122804","50","10","510050","28","510050","4","200004014","6","401001014","6","200004015","6","401001015","6","0","0","0","0","0","0","0","0"
"24013131","24013131","5232013","2","1","5200009","30","5200003","0","0","0","5232013","30132805","50","10","510050","28","510050","4","200004016","6","200004017","6","0","0","0","0","0","0","0","0","0","0","0","0"
"24013132","24013132","5232014","2","1","5200009","30","5200003","0","0","0","5232014","30142806","50","10","510050","28","510050","4","200004016","7","401001016","7","0","0","0","0","0","0","0","0","0","0","0","0"
"24013133","24013133","5232015","2","1","5200009","30","5200003","0","0","0","5232015","30152807","50","10","510050","28","510050","4","200004017","7","401001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"24013153","24013153","5232016","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232016","40162801","50","10","510050","28","510050","4","200004018","5","401001016","7","200004019","5","401001017","7","0","0","0","0","0","0","0","0"
"24013154","24013154","5232017","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232017","40172802","50","10","510050","28","510050","4","200004018","5","401001018","5","200004019","5","401001019","5","0","0","0","0","0","0","0","0"
"24013155","24013155","5232018","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232018","40182803","50","10","510050","28","510050","4","200004018","6","401001018","6","200004019","6","401001019","6","0","0","0","0","0","0","0","0"
"24013156","24013156","5232019","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232019","40192804","50","10","510050","28","510050","4","200004020","5","401001020","5","200004021","5","401001021","5","0","0","0","0","0","0","0","0"
"24013157","24013157","5232020","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232020","40202805","50","10","510050","28","510050","4","200004022","5","401001022","5","200004023","5","401001023","5","0","0","0","0","0","0","0","0"
"24013158","24013158","5232021","2","1","5200009","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5232021","40212806","50","10","510050","28","510050","4","200004024","5","401001024","5","200004025","5","401001025","5","0","0","0","0","0","0","0","0"
"24013178","24013178","5232022","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232022","50222801","50","10","510050","28","510050","4","200004026","5","401001026","5","0","0","0","0","0","0","0","0","0","0","0","0"
"24013179","24013179","5232023","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232023","50232802","50","10","510050","28","510050","4","200004027","5","401001027","5","0","0","0","0","0","0","0","0","0","0","0","0"
"24013180","24013180","5232024","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232024","50242803","50","10","510050","28","510050","4","200004028","5","401001028","5","0","0","0","0","0","0","0","0","0","0","0","0"
"24013181","24013181","5232025","2","1","5200009","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5232025","50252804","50","10","510050","28","510050","4","200004029","5","401001029","5","0","0","0","0","0","0","0","0","0","0","0","0"
"25013100","25013100","5232001","2","1","5200009","20","5200002","0","0","0","5232001","20012801","50","10","510050","28","510050","5","200005002","4","200005003","4","0","0","0","0","0","0","0","0","0","0","0","0"
"25013101","25013101","5232002","2","1","5200009","20","5200002","0","0","0","5232002","20022802","50","10","510050","28","510050","5","200005002","6","401001002","6","0","0","0","0","0","0","0","0","0","0","0","0"
"25013102","25013102","5232003","2","1","5200009","20","5200002","0","0","0","5232003","20032803","50","10","510050","28","510050","5","200005003","6","401001003","6","0","0","0","0","0","0","0","0","0","0","0","0"
"25013103","25013103","5232004","2","1","5200009","20","5200002","0","0","0","5232004","20042804","50","10","510050","28","510050","5","200005004","6","401001004","6","200005005","6","401001005","6","0","0","0","0","0","0","0","0"
"25013104","25013104","5232005","2","1","5200009","20","5200002","0","0","0","5232005","20052805","50","10","510050","28","510050","5","200005006","7","200005007","7","0","0","0","0","0","0","0","0","0","0","0","0"
