"Name","MonsterId","GroupId","NameSid","NameTitleSid","MonsterResourceID","BehaviourAiLink","MonColorGroupID","MonScale","Race","MonGrade","Level","MonType","MaxHP","PhysicalAttack","ReducePhysicalDef","MagicAttack","ReduceMagicDef","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","AttackLuck","WalkSpeed","RunSpeed","FastRunSpeed","FiredefensePer","FrozendefensePer","LightningdefensePer","PoisondefensePer","HolydefensePer","DarkdefensePer","CombatPower","Exp","HpStack","PierceBody","UseAppear","FactionType","ViewRange","ActivityRange","TargetingType","CharacterTargetPriority","TargetValue","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","PartsRadius","MonsterFunctionData"
"207006045","207006045","9","3720445","0","500891","4000","0","1","4","2","101","1","21263","4515","0","4515","0","2705","2705","1284","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","0","-250","0","-500","1000","500","91983","0","0","0","2.166","2","3000","10000","1","0","0","0.5","0.5","3","5","(10222010,10222020)","(10222030,10222040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","130","100","500","1000","500","0","0","0","0"
"207006046","207006046","9","3720446","0","500901","4000","0","1","4","2","101","1","21263","4515","0","4515","0","2705","2705","1284","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","0","-250","0","-500","1000","500","91983","0","0","0","2","2","3000","10000","1","0","0","0.5","0.5","3","5","(10223010,10223020)","(10223030,10223040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","130","100","500","1000","500","0","0","0","0"
"207006047","207006047","0","3701790","0","300581","4003","0","1","4","3","101","1","666225","1442","0","4808","0","2705","2705","1284","1409","1083","976","1718","1718","806","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","500","500","0","-250","0","-500","1000","500","91983","0","333113","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10130010,10130020)","(10130030,10130040,10130050,10130910)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","120","100","1000","3000","3000","0","0","0","0"
"207006048","207006048","0","3720458","0","500331","4000","0","1","4","2","101","1","21263","4515","0","4515","0","2705","2705","1284","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","350","350","0","-250","0","-500","1000","500","91983","0","0","0","0.666","2","3000","10000","2","0","0","0.5","0.5","3","5","(10039010,10039020)","(10039030,10039040,10039130,10039140)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","130","100","500","1000","500","0","0","0","0"
"207006049","207006049","0","3720459","0","500341","4000","0","1","4","2","101","1","21263","4515","0","4515","0","2705","2705","1284","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","350","350","0","-250","0","-500","1000","500","91983","0","0","0","2.166","2","3000","10000","2","0","0","0.5","0.5","3","5","(10040010,10040020)","(10040030,10040040,10040130)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","130","100","500","1000","500","0","0","0","0"
"207006050","207006050","0","3720460","0","501121","4000","0","1","4","2","101","1","21263","4515","0","4515","0","2705","2705","1284","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","0","-250","0","-500","1000","500","91983","0","0","0","2.666","2","3000","10000","2","0","0","0.5","0.5","3","5","(10041010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","950","0","130","100","500","1000","500","0","0","0","0"
"207006051","207006051","3","3720427","0","500761","4000","0","1","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220","350","350","1000","0","-500","500","-250","0","92217","0","0","0","0","2","3000","10000","1","0","0","1","1","3","5","(10094010,10094020)","(10094030,10094040,10094140)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","160","160","500","1000","500","0","0","0","0"
"207006052","207006052","3","3720428","0","500861","4000","0","1","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","273","350","350","1000","0","-500","500","-250","0","92217","0","0","0","0","2","3000","10000","1","0","0","2","2","3","5","(10096010,10096020)","(10096030,10096040,10096130,10096140)","(50,50,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","450","0","200","200","500","1000","500","0","0","0","0"
"207006053","207006053","3","3720429","0","501541","4000","0","1","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","350","350","1000","0","-500","500","-250","0","92217","0","0","0","0","2","3000","10000","1","0","0","0.5","0.5","3","5","(10198010,10198020)","(10198030,10198040,10198050,10198060)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","850","0","120","100","500","1000","500","0","0","0","0"
"207006054","207006054","0","3702026","0","300671","4000","0","1","4","3","102","1","123386","7585","0","5057","0","2726","2726","1554","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","92217","0","30847","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10184010,10184020)","(10184030,10184040,10184050)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","2000","2000","0","0","0","0"
"207006055","207006055","0","3720465","0","501791","4000","0","1","4","3","102","1","123386","7585","0","5057","0","2726","2726","1554","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","92217","0","30847","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10230010,10230020)","(10230030,10230040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","2000","2000","0","0","0","0"
"207006056","207006056","0","3750474","0","500561","4000","0","1.5","4","3","101","1","123039","6021","0","5017","0","2705","2705","1541","1409","1083","976","1718","1718","1612","2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","350","350","0","-250","0","-500","1000","500","91983","0","30760","0","2.666","2","10000","10000","1","0","0","0.5","0.5","2","3","(10043010,10043020,10043030)","(10043040,10043050,10043060,10043070,10043120,10043140)","(20,20,15,15,15,15)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","130","100","1000","2000","2000","0","0","0","0"
"207006057","207006057","0","3701727","0","300451","4003","0","1","4","3","102","1","668105","969","0","4846","0","2726","2726","1295","1420","1093","985","1734","1734","813","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","500","500","0","-250","0","-500","1000","500","92217","0","334053","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10128010,10128020)","(10128030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","120","100","1000","3000","3000","0","0","0","0"
"207006058","207006058","0","3720435","0","500391","4000","0","1","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","350","350","1000","0","-500","500","-250","0","92217","0","0","0","1.333","2","3000","10000","1","0","0","1.5","1.5","3","5","(10079010,10079020)","(10079030,10079040,10079130)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","100","100","500","1000","500","0","0","0","0"
"207006059","207006059","0","3720436","0","500401","4000","0","1.3","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157","350","350","1000","0","-500","500","-250","0","92217","0","0","0","1.833","2","3000","10000","1","0","0","1","1","3","5","(10080010,10080020)","(10080030,10080040,10080140)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","349","0","100","100","500","1000","500","0","0","0","0"
"207006060","207006060","0","3720437","0","500411","4000","0","1","2","2","102","1","21323","4551","0","4551","0","2726","2726","1295","1420","1093","985","1734","1734","1625","2214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193","350","350","1000","0","-500","500","-250","0","92217","0","0","0","1.833","2","3000","10000","1","0","0","1.5","1.5","3","5","(10081010,10081020)","(10081120)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","950","0","100","100","500","1000","500","0","0","0","0"
"207006061","207006061","0","3720830","0","500921","4000","0","1.3","2","2","118","1","22869","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","147","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","3000","10000","1","0","0","0.5","0.5","3","5","(10064010,10064020)","(10064030,10064130)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","440","0","130","100","500","1000","500","0","0","0","0"
"207006062","207006062","0","3720831","0","500931","4000","0","1.3","2","2","118","1","22869","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","101","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","3000","10000","1","0","0","0.5","0.5","3","5","(10065010,10065020)","(10065120)","(100)","(0)","(0)","(0)","(10065010,10065020)","(0)","(0)","(0)","(0)","(0)","50","830","0","130","100","500","1000","500","0","0","0","0"
"207006063","207006063","0","3720832","0","501491","4000","0","1.3","2","2","118","1","22869","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","99","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","3000","10000","1","0","0","0.5","0.5","3","5","(10066010,10066020)","(10066030,10066040,10066050,10066130,10066140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","375","0","150","150","500","1000","500","0","0","0","0"
"207006064","207006064","0","3720871","0","501491","4000","100233","1","2","2","118","1","22869","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","99","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10066010,10066020)","(10066030,10066040,10066050,10066130,10066140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","150","150","500","1000","500","0","0","0","0"
"207006065","207006065","0","3720872","0","500931","4000","100233","1","2","2","118","1","22869","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","101","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10065010,10065020)","(10065120)","(100)","(0)","(0)","(0)","(10065010,10065020)","(0)","(0)","(0)","(0)","(0)","50","650","0","130","100","500","1000","500","0","0","0","0"
"207006066","207006066","0","3720873","0","501491","4000","100231","1.5","2","3","118","1","71656","5778","0","5778","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","99","350","350","1000","0","-500","500","-250","0","101266","0","35828","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10066010,10066020)","(10066030,10066040,10066050,10066130,10066140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","425","0","150","150","1000","2000","2000","0","0","0","0"
"207006067","207006067","0","3702058","0","300751","4003","0","1","4","3","118","1","1323353","6029","0","6029","0","3121","3121","1860","1621","1245","1123","1945","1945","548","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","85","500","500","0","-250","0","-500","1000","500","101266","0","330838","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10173010,10173020)","(10173030,10173040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","250","0","130","130","1000","2500","2500","0","0","0","HideLv"
"207006068","207006068","0","3701794","3700032","300321","4003","0","1","4","3","118","1","716562","5778","0","5778","0","3121","3121","1550","1621","1245","1123","1945","1945","366","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","123","500","500","0","-250","0","-500","1000","500","101266","0","358281","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10132010)","(10132030)","(100)","(0)","(0)","(0)","(10132020)","(10132030)","(0)","(0)","(0)","(0)","50","200","800","100","100","1000","2000","2000","0","0","0","HideLv"
"207006069","207006069","0","3702026","0","300671","4003","0","1","4","3","118","1","716562","5778","0","5778","0","3121","3121","1550","1621","1245","1123","1945","1945","366","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","101266","0","358281","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10184010,10184020)","(10184030,10184040,10184050)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","2000","2000","0","0","0","HideLv"
"207006070","207006070","0","3720874","0","501491","4000","100233","1","2","2","118","1","44976","5526","0","5526","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","99","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10066010,10066020)","(10066030,10066040,10066050,10066130,10066140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","150","150","500","1000","500","0","0","0","0"
"207006071","207006071","0","3720875","0","501491","4000","100233","2","2","2","118","1","44976","5526","0","5526","0","3121","3121","1550","1621","1245","1123","1945","1945","1828","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","99","350","350","1000","0","-500","500","-250","0","101266","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10066010,10066020)","(10066030,10066040,10066050,10066130,10066140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","550","0","150","150","500","1000","500","0","0","0","0"
"207006072","207006072","0","3720876","0","300991","2001","0","1","4","2","118","1","228690","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","183","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","165","350","350","0","-250","0","-500","1000","500","101266","0","0","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10219010,10219020)","(10219030,10219040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","130","500","1000","500","0","0","0","HideLv"
"207006073","207006073","0","3740195","0","300991","2001","0","1","4","2","118","1","228690","5426","0","5426","0","3121","3121","1550","1621","1245","1123","1945","1945","183","2654","530","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","165","350","350","0","-250","0","-500","1000","500","101266","0","0","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10219010,10219020)","(10219030,10219040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","130","500","1000","500","0","0","0","HideLv"
"207008025","207008025","0","3720522","0","500961","4000","0","1.2","0","2","107","1","21626","4728","0","4728","0","2831","2831","1343","1474","1144","1031","1812","1812","1691","2301","37","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","-500","0","-100","0","230","230","95843","0","0","0","0","2","10000","10000","1","0","0","1","1","3","5","(10008010)","(10008030,10008130)","(50,50)","(0,0)","(0,0)","(0,0)","(10008020)","(0)","(0)","(0)","(0)","(0)","50","290","800","100","100","500","1000","500","0","0","0","0"
"207008026","207008026","0","3720523","3750125","300851","4000","100223","1","2","3","107","1","250279","6830","0","5254","0","2831","2831","1612","1474","1144","1031","1812","1812","1691","2301","37","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","190","350","350","1000","0","-500","500","-250","0","95843","0","62570","1","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10152010,10152020)","(10152030,10152040,10152050,10152120,10152130,10152140)","(35,35,30,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","150","1000","2000","2000","0","0","0","0"
"207008027","207008027","0","3720527","0","501231","4000","0","1.4","2","2","108","1","21687","4764","0","4764","0","2852","2852","1354","1485","1154","1040","1828","1828","1704","2318","56","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","190","350","350","1000","0","-500","500","-250","0","96260","0","0","0","0","2","3000","10000","1","0","0","0.5","0.5","3","5","(10152010,10152020)","(10152030,10152040,10152050,10152120,10152130,10152140)","(20,20,20,20,10,10)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","400","0","150","150","500","1000","500","0","0","0","0"
"207008028","207008028","0","3720527","0","500231","4000","0","1.6","2","2","108","1","21687","4764","0","4764","0","2852","2852","1354","1485","1154","1040","1828","1828","1704","2318","56","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","123","350","350","1000","0","-500","500","-250","0","96260","0","0","0","2","2","3000","10000","1","0","0","0.5","0.5","3","5","(10060010,10060020)","(10060030,10060130)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","530","0","150","150","500","1000","500","0","0","0","0"
"207008029","207008029","0","3720527","0","500211","4000","0","1.6","2","2","108","1","21687","4764","0","4764","0","2852","2852","1354","1485","1154","1040","1828","1828","1704","2318","56","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","1000","0","-500","500","-250","0","96260","0","0","0","1.167","2","3000","10000","1","0","0","0.5","0.5","3","5","(10062010,10062020)","(10062030,10062040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","530","0","150","150","500","1000","500","0","0","0","0"
"207008030","207008030","0","3720531","0","500951","4000","100231","1.3","0","2","109","1","21747","4800","0","4800","0","2873","2873","1363","1496","1163","1049","1844","1844","1718","2336","75","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","296","350","350","-500","0","-100","0","230","230","96593","0","0","0","0","2","10000","10000","1","0","0","1","1","3","5","(10009010)","(10009030,10009130)","(50,50)","(0,0)","(0,0)","(0,0)","(10009020)","(0)","(0)","(0)","(0)","(0)","50","284","800","130","130","500","1000","500","0","0","0","0"
"207008031","207008031","0","3720530","0","500961","4000","100223","1.3","0","2","109","1","21747","4800","0","4800","0","2873","2873","1363","1496","1163","1049","1844","1844","1718","2336","75","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","-500","0","-100","0","230","230","96593","0","0","0","0","2","10000","10000","1","0","0","1","1","3","5","(10008010)","(10008030,10008130)","(50,50)","(0,0)","(0,0)","(0,0)","(10008020)","(0)","(0)","(0)","(0)","(0)","50","310","800","100","100","500","1000","500","0","0","0","0"
"207008032","207008032","0","3720532","0","500971","4000","0","1.5","0","3","109","1","449438","8333","0","5555","0","2873","2873","1772","1496","1163","1049","1844","1844","1718","2336","75","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","130","500","500","-500","0","-100","0","230","230","96593","0","56180","0","0","2","10000","10000","1","0","0","1","1","2","3","(10010010,10010020)","(10010030,10010040,10010050)","(35,35,30)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(10010010,10010020)","(0)","(0)","(0)","(0)","(0)","50","500","0","200","150","1000","2000","2000","0","0","0","0"
"207008033","207008033","0","3750647","3750125","300851","4000","100223","1","2","2","107","1","67760","5035","0","5035","0","2831","2831","1343","1474","1144","1031","1812","1812","1691","2301","37","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","190","350","350","1000","0","-500","500","-250","0","95843","0","0","1","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10152010,10152020)","(10152030,10152040,10152050,10152120,10152130,10152140)","(35,35,30,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","150","500","1000","500","0","0","0","GhostShader"
"207008034","207008034","0","601278","3750125","500231","4000","0","1.5","2","3","108","1","250991","7940","0","5293","0","2852","2852","1625","1485","1154","1040","1828","1828","1704","2318","56","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","123","350","350","1000","0","-500","500","-250","0","96260","0","62748","0","2","2","10000","10000","1","0","0","0.5","0.5","2","3","(10060010,10060020)","(10060030,10060130)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","500","0","150","150","1000","2000","2000","0","0","0","0"
"207008035","207008035","0","3702026","0","300671","4003","0","1","4","3","109","1","681406","1533","0","5111","0","2873","2873","1363","1496","1163","1049","1844","1844","859","2336","75","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","96593","0","340703","0","0","1","30000","30000","1","0","0","0.5","0.5","1","2","(10184010,10184020)","(10184030,10184040,10184050)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","3000","3000","0","0","0","0"
"207009029","207009029","0","3720561","0","501411","4000","0","1","4","2","112","1","22164","5196","0","5196","0","2982","2982","1414","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","98605","0","0","0","1.267","2","10000","10000","1","0","0","0.5","0.5","3","5","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","130","130","500","1000","500","0","0","0","0"
"207009030","207009030","0","3720582","0","300701","4000","0","1","4","3","112","1","128256","5773","0","5773","0","2982","2982","1697","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","130","500","500","0","-250","0","-500","1000","500","98605","0","32064","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10128010,10128020)","(10128030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","1000","2000","2000","0","0","0","0"
"207009032","207009032","0","3720561","0","500331","4000","0","1","4","2","112","1","22164","5196","0","5196","0","2982","2982","1414","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","112","350","350","0","-250","0","-500","1000","500","98605","0","0","0","0.666","2","10000","10000","1","0","0","0.5","0.5","3","5","(10039010,10039020)","(10039030,10039040,10039130,10039140)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","280","0","130","100","500","1000","500","0","0","0","0"
"207009033","207009033","0","3720562","0","500341","4000","0","1.4","4","2","112","1","22164","5196","0","5196","0","2982","2982","1414","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","127","350","350","0","-250","0","-500","1000","500","98605","0","0","0","2.166","2","10000","10000","1","0","0","0.5","0.5","3","5","(10040010,10040020)","(10040030,10040040,10040130)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","372","0","130","100","500","1000","500","0","0","0","0"
"207009034","207009034","0","3720563","0","501121","4000","0","1.2","4","2","112","1","22164","5196","0","5196","0","2982","2982","1414","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","130","350","350","0","-250","0","-500","1000","500","98605","0","0","0","2.666","2","10000","10000","1","0","0","0.5","0.5","3","5","(10041010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","950","0","130","100","500","1000","500","0","0","0","0"
"207009035","207009035","0","3720565","0","300881","4000","0","1","4","3","112","1","128256","8660","0","5773","0","2982","2982","1697","1551","1206","1088","1905","1905","1775","2409","137","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","90","500","500","0","-250","0","-500","1000","500","98605","0","32064","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10178010,10178020)","(10178030,10178040,10178130,10178140)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","1000","2000","2000","0","0","0","0"
"207009036","207009036","0","3720584","0","300891","4003","0","1","4","3","113","1","1289327","1745","0","5815","0","3005","3005","1709","1563","1213","1094","1912","1912","892","2420","157","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","115","500","500","0","-250","0","-500","1000","500","98843","0","322332","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10135010,10135020)","(10135030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","1000","3000","3000","0","0","0","0"
