"Name","UniqueID","BloodSetID","BloodLevel","TrainingCost_Spirit","Blood1_Training_NeedUse01Id","Blood1_Training_NeedItem01Count","Blood1_Training_NeedUse02Id","Blood1_Training_NeedItem02Count","Blood2_Training_NeedUse01Id","Blood2_Training_NeedItem01Count","Blood2_Training_NeedUse02Id","Blood2_Training_NeedItem02Count","Blood3_Training_NeedUse01Id","Blood3_Training_NeedItem01Count","Blood3_Training_NeedUse02Id","Blood3_Training_NeedItem02Count","Blood4_Training_NeedUse01Id","Blood4_Training_NeedItem01Count","Blood4_Training_NeedUse02Id","Blood4_Training_NeedItem02Count","TrainingChanceSuccess","TrainingChanceFail","TrainingChanceCriticalFail","Blood1_AttributeType","Blood1_AttributeValue","Blood2_AttributeType","Blood2_AttributeValue","Blood3_AttributeType","Blood3_AttributeValue","Blood4_AttributeType","Blood4_AttributeValue","HardTraining_ForcePanelLevel"
"4002047","4002047","4002","47","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","188","29","188","30","376","42","376","10"
"4002048","4002048","4002","48","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","192","29","192","30","384","42","384","10"
"4002049","4002049","4002","49","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","196","29","196","30","392","42","392","10"
"4002050","4002050","4002","50","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","200","29","200","30","400","42","400","10"
"4002051","4002051","4002","51","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","204","29","204","30","408","42","408","11"
"4002052","4002052","4002","52","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","208","29","208","30","416","42","416","11"
"4002053","4002053","4002","53","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","212","29","212","30","424","42","424","11"
"4002054","4002054","4002","54","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","216","29","216","30","432","42","432","11"
"4002055","4002055","4002","55","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","220","29","220","30","440","42","440","11"
"4002056","4002056","4002","56","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","224","29","224","30","448","42","448","12"
"4002057","4002057","4002","57","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","228","29","228","30","456","42","456","12"
"4002058","4002058","4002","58","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","232","29","232","30","464","42","464","12"
"4002059","4002059","4002","59","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","236","29","236","30","472","42","472","12"
"4002060","4002060","4002","60","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","240","29","240","30","480","42","480","12"
"4002061","4002061","4002","61","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","28","244","29","244","30","488","42","488","13"
"4002062","4002062","4002","62","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","28","248","29","248","30","496","42","496","13"
"4002063","4002063","4002","63","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","28","252","29","252","30","504","42","504","13"
"4002064","4002064","4002","64","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","28","256","29","256","30","512","42","512","13"
"4002065","4002065","4002","65","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","28","260","29","260","30","520","42","520","13"
"4002066","4002066","4002","66","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","28","264","29","264","30","528","42","528","14"
"4002067","4002067","4002","67","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","28","268","29","268","30","536","42","536","14"
"4002068","4002068","4002","68","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","28","272","29","272","30","544","42","544","14"
"4002069","4002069","4002","69","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","28","276","29","276","30","552","42","552","14"
"4002070","4002070","4002","70","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","28","280","29","280","30","560","42","560","14"
"4002071","4002071","4002","71","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","28","284","29","284","30","568","42","568","15"
"4002072","4002072","4002","72","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","28","288","29","288","30","576","42","576","15"
"4002073","4002073","4002","73","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","28","292","29","292","30","584","42","584","15"
"4002074","4002074","4002","74","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","28","296","29","296","30","592","42","592","15"
"4002075","4002075","4002","75","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","28","300","29","300","30","600","42","600","15"
"4002076","4002076","4002","76","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","28","304","29","304","30","608","42","608","16"
"4002077","4002077","4002","77","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","28","308","29","308","30","616","42","616","16"
"4002078","4002078","4002","78","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","28","312","29","312","30","624","42","624","16"
"4002079","4002079","4002","79","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","28","316","29","316","30","632","42","632","16"
"4002080","4002080","4002","80","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","28","320","29","320","30","640","42","640","16"
"4002081","4002081","4002","81","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","28","324","29","324","30","648","42","648","17"
"4002082","4002082","4002","82","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","28","328","29","328","30","656","42","656","17"
"4002083","4002083","4002","83","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","28","332","29","332","30","664","42","664","17"
"4002084","4002084","4002","84","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","28","336","29","336","30","672","42","672","17"
"4002085","4002085","4002","85","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","28","340","29","340","30","680","42","680","17"
"4002086","4002086","4002","86","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","28","344","29","344","30","688","42","688","18"
"4002087","4002087","4002","87","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","28","348","29","348","30","696","42","696","18"
"4002088","4002088","4002","88","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","28","352","29","352","30","704","42","704","18"
"4002089","4002089","4002","89","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","28","356","29","356","30","712","42","712","18"
"4002090","4002090","4002","90","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","28","360","29","360","30","720","42","720","18"
"4002091","4002091","4002","91","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","28","364","29","364","30","728","42","728","19"
"4002092","4002092","4002","92","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","28","368","29","368","30","736","42","736","19"
"4002093","4002093","4002","93","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","28","372","29","372","30","744","42","744","19"
"4002094","4002094","4002","94","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","28","376","29","376","30","752","42","752","19"
"4002095","4002095","4002","95","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","28","380","29","380","30","760","42","760","19"
"4002096","4002096","4002","96","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","28","384","29","384","30","768","42","768","20"
"4002097","4002097","4002","97","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","28","388","29","388","30","776","42","776","20"
"4002098","4002098","4002","98","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","28","392","29","392","30","784","42","784","20"
"4002099","4002099","4002","99","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","28","396","29","396","30","792","42","792","20"
"4002100","4002100","4002","100","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","28","400","29","400","30","800","42","800","20"
"4003000","4003000","4003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","20","0","1","0","6","0","31","0","1"
"4003001","4003001","4003","1","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","20","4","1","100","6","25","31","8","1"
"4003002","4003002","4003","2","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","20","9","1","200","6","50","31","16","1"
"4003003","4003003","4003","3","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","20","13","1","300","6","75","31","24","1"
"4003004","4003004","4003","4","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","20","18","1","400","6","100","31","32","1"
"4003005","4003005","4003","5","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","20","22","1","500","6","125","31","40","1"
"4003006","4003006","4003","6","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","20","27","1","600","6","150","31","48","2"
"4003007","4003007","4003","7","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","20","31","1","700","6","175","31","56","2"
"4003008","4003008","4003","8","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","20","36","1","800","6","200","31","64","2"
"4003009","4003009","4003","9","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","20","40","1","900","6","225","31","72","2"
"4003010","4003010","4003","10","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","20","45","1","1000","6","250","31","80","2"
"4003011","4003011","4003","11","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","20","49","1","1100","6","275","31","88","3"
"4003012","4003012","4003","12","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","20","54","1","1200","6","300","31","96","3"
"4003013","4003013","4003","13","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","20","58","1","1300","6","325","31","104","3"
"4003014","4003014","4003","14","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","20","63","1","1400","6","350","31","112","3"
"4003015","4003015","4003","15","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","20","67","1","1500","6","375","31","120","3"
"4003016","4003016","4003","16","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","20","72","1","1600","6","400","31","128","4"
"4003017","4003017","4003","17","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","20","76","1","1700","6","425","31","136","4"
"4003018","4003018","4003","18","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","20","81","1","1800","6","450","31","144","4"
"4003019","4003019","4003","19","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","20","85","1","1900","6","475","31","152","4"
"4003020","4003020","4003","20","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","20","90","1","2000","6","500","31","160","4"
"4003021","4003021","4003","21","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","20","94","1","2100","6","525","31","168","5"
"4003022","4003022","4003","22","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","20","99","1","2200","6","550","31","176","5"
"4003023","4003023","4003","23","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","20","103","1","2300","6","575","31","184","5"
"4003024","4003024","4003","24","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","20","108","1","2400","6","600","31","192","5"
"4003025","4003025","4003","25","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","20","112","1","2500","6","625","31","200","5"
"4003026","4003026","4003","26","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","20","117","1","2600","6","650","31","208","6"
"4003027","4003027","4003","27","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","20","121","1","2700","6","675","31","216","6"
"4003028","4003028","4003","28","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","20","126","1","2800","6","700","31","224","6"
"4003029","4003029","4003","29","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","20","130","1","2900","6","725","31","232","6"
"4003030","4003030","4003","30","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","20","135","1","3000","6","750","31","240","6"
"4003031","4003031","4003","31","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","20","139","1","3100","6","775","31","248","7"
"4003032","4003032","4003","32","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","20","144","1","3200","6","800","31","256","7"
"4003033","4003033","4003","33","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","20","148","1","3300","6","825","31","264","7"
"4003034","4003034","4003","34","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","20","153","1","3400","6","850","31","272","7"
"4003035","4003035","4003","35","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","20","157","1","3500","6","875","31","280","7"
"4003036","4003036","4003","36","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","162","1","3600","6","900","31","288","8"
"4003037","4003037","4003","37","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","166","1","3700","6","925","31","296","8"
"4003038","4003038","4003","38","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","171","1","3800","6","950","31","304","8"
"4003039","4003039","4003","39","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","175","1","3900","6","975","31","312","8"
"4003040","4003040","4003","40","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","180","1","4000","6","1000","31","320","8"
"4003041","4003041","4003","41","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","184","1","4100","6","1025","31","328","9"
"4003042","4003042","4003","42","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","189","1","4200","6","1050","31","336","9"
"4003043","4003043","4003","43","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","193","1","4300","6","1075","31","344","9"
"4003044","4003044","4003","44","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","198","1","4400","6","1100","31","352","9"
"4003045","4003045","4003","45","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","20","202","1","4500","6","1125","31","360","9"
"4003046","4003046","4003","46","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","20","207","1","4600","6","1150","31","368","10"
"4003047","4003047","4003","47","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","20","211","1","4700","6","1175","31","376","10"
"4003048","4003048","4003","48","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","20","216","1","4800","6","1200","31","384","10"
"4003049","4003049","4003","49","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","20","220","1","4900","6","1225","31","392","10"
"4003050","4003050","4003","50","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","20","225","1","5000","6","1250","31","400","10"
"4003051","4003051","4003","51","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","20","229","1","5100","6","1275","31","408","11"
"4003052","4003052","4003","52","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","20","234","1","5200","6","1300","31","416","11"
"4003053","4003053","4003","53","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","20","238","1","5300","6","1325","31","424","11"
"4003054","4003054","4003","54","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","20","243","1","5400","6","1350","31","432","11"
"4003055","4003055","4003","55","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","20","247","1","5500","6","1375","31","440","11"
"4003056","4003056","4003","56","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","20","252","1","5600","6","1400","31","448","12"
"4003057","4003057","4003","57","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","20","256","1","5700","6","1425","31","456","12"
"4003058","4003058","4003","58","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","20","261","1","5800","6","1450","31","464","12"
"4003059","4003059","4003","59","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","20","265","1","5900","6","1475","31","472","12"
"4003060","4003060","4003","60","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","20","270","1","6000","6","1500","31","480","12"
"4003061","4003061","4003","61","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","20","274","1","6100","6","1525","31","488","13"
"4003062","4003062","4003","62","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","20","279","1","6200","6","1550","31","496","13"
"4003063","4003063","4003","63","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","20","283","1","6300","6","1575","31","504","13"
"4003064","4003064","4003","64","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","20","288","1","6400","6","1600","31","512","13"
"4003065","4003065","4003","65","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","20","292","1","6500","6","1625","31","520","13"
"4003066","4003066","4003","66","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","20","297","1","6600","6","1650","31","528","14"
"4003067","4003067","4003","67","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","20","301","1","6700","6","1675","31","536","14"
"4003068","4003068","4003","68","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","20","306","1","6800","6","1700","31","544","14"
"4003069","4003069","4003","69","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","20","310","1","6900","6","1725","31","552","14"
"4003070","4003070","4003","70","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","20","315","1","7000","6","1750","31","560","14"
"4003071","4003071","4003","71","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","20","319","1","7100","6","1775","31","568","15"
"4003072","4003072","4003","72","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","20","324","1","7200","6","1800","31","576","15"
"4003073","4003073","4003","73","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","20","328","1","7300","6","1825","31","584","15"
"4003074","4003074","4003","74","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","20","333","1","7400","6","1850","31","592","15"
"4003075","4003075","4003","75","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","20","337","1","7500","6","1875","31","600","15"
"4003076","4003076","4003","76","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","20","342","1","7600","6","1900","31","608","16"
"4003077","4003077","4003","77","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","20","346","1","7700","6","1925","31","616","16"
"4003078","4003078","4003","78","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","20","351","1","7800","6","1950","31","624","16"
"4003079","4003079","4003","79","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","20","355","1","7900","6","1975","31","632","16"
"4003080","4003080","4003","80","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","20","360","1","8000","6","2000","31","640","16"
"4003081","4003081","4003","81","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","20","364","1","8100","6","2025","31","648","17"
"4003082","4003082","4003","82","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","20","369","1","8200","6","2050","31","656","17"
"4003083","4003083","4003","83","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","20","373","1","8300","6","2075","31","664","17"
"4003084","4003084","4003","84","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","20","378","1","8400","6","2100","31","672","17"
"4003085","4003085","4003","85","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","20","382","1","8500","6","2125","31","680","17"
"4003086","4003086","4003","86","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","20","387","1","8600","6","2150","31","688","18"
"4003087","4003087","4003","87","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","20","391","1","8700","6","2175","31","696","18"
"4003088","4003088","4003","88","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","20","396","1","8800","6","2200","31","704","18"
"4003089","4003089","4003","89","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","20","400","1","8900","6","2225","31","712","18"
"4003090","4003090","4003","90","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","20","405","1","9000","6","2250","31","720","18"
"4003091","4003091","4003","91","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","20","409","1","9100","6","2275","31","728","19"
"4003092","4003092","4003","92","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","20","414","1","9200","6","2300","31","736","19"
"4003093","4003093","4003","93","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","20","418","1","9300","6","2325","31","744","19"
"4003094","4003094","4003","94","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","20","423","1","9400","6","2350","31","752","19"
"4003095","4003095","4003","95","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","20","427","1","9500","6","2375","31","760","19"
"4003096","4003096","4003","96","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","20","432","1","9600","6","2400","31","768","20"
"4003097","4003097","4003","97","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","20","436","1","9700","6","2425","31","776","20"
